Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Publisher_Profile,Cluster
17583,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,7.9,0.0,Medium Profile,10
17585,SNK Heroines Tag Team Frenzy,"NS, PS4",2018,Fighting,NIS America,0.02,0.01,0.03,0.0,0.0,0.0,Medium Profile,16
17586,Bubble Bobble Revolution,DS,2006,Puzzle,Codemasters,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,13
17588,Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.0,0.0,High Profile,36
17589,World Fantasista,PS2,2002,Sports,Square,0.0,0.0,0.05,0.0,0.0,0.0,Low Profile,24
17591,Overcooked,"PS4, XOne",2016,Action,Sold Out,0.08,0.0,0.0,0.01,0.0,0.0,Low Profile,22
17592,Yager,XB,2004,Shooter,Kemco,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,28
17593,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.0,0.0,High Profile,9
17595,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.0,0.0,Medium Profile,19
17599,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,24
17600,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,24
17601,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.0,0.0,0.05,0.0,0.0,0.0,Medium Profile,19
17602,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0.0,0.0,0.05,0.0,0.0,0.0,Low Profile,27
17605,Aokana: Four Rhythm Across the Blue,"PSV, PS4",2016,Visual Novel,Sprite,0.0,0.0,0.08,0.0,0.0,0.0,Low Profile,40
17606,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,18
17607,Lux-Pain,DS,2009,Adventure,Ignition Entertainment,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,6
17608,Devil's Third,WiiU,2015,Action,Nintendo,0.03,0.02,0.0,0.0,3.8,5.7,High Profile,1
17609,Onrush,"PS4, XOne",2018,Racing,Deep Silver,0.07,0.0,0.0,0.01,0.0,0.0,Medium Profile,7
17615,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.0,0.0,Medium Profile,11
17616,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.0,0.0,Medium Profile,5
17619,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,19
17620,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0.0,0.01,0.0,0.0,High Profile,18
17622,Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu Corporation,0.0,0.0,0.05,0.0,0.0,0.0,Low Profile,22
17623,Arc Rise Fantasia,Wii,2010,Role-Playing,Ignition Entertainment,0.12,0.0,0.06,0.01,6.3,0.0,Low Profile,25
17627,Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.0,0.0,Medium Profile,5
17629,Rat Attack!,"PS, N64",1999,Puzzle,Mindscape,0.05,0.02,0.0,0.0,0.0,0.0,Low Profile,30
17631,Nanda's Island,DS,2011,Puzzle,Mumbo Jumbo,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,30
17632,Ford Bold Moves Street Racing,PSP,2006,Racing,Eidos Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,7
17633,Cheer We Go!,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,19
17634,Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,1
17636,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,33
17637,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
17638,Dead Alliance,"PS4, XOne",2017,Shooter,Maximum Games,0.07,0.0,0.0,0.01,0.0,0.0,Low Profile,28
17640,The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,32
17641,Art of Fighting Anthology,PS2,2007,Fighting,SNK Playmore,0.02,0.02,0.0,0.01,0.0,0.0,Low Profile,32
17642,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,19
17643,Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,19
17644,Rapala Trophies,PSP,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,4
17645,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2008,Role-Playing,NIS America,0.0,0.0,0.04,0.0,6.6,0.0,Medium Profile,5
17647,Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17648,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
17649,Guilty Gear XX Accent Core,"PS2, Wii",2007,Fighting,Aksys Games,0.03,0.0,0.04,0.0,0.0,0.0,Medium Profile,16
17650,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
17651,National Geographic Panda (US sales),DS,2008,Simulation,Namco Bandai,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,8
17652,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17654,Beyblade Burst: God,3DS,2017,Role-Playing,FuRyu Corporation,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17655,Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,DSI Games,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,0
17657,World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17658,Assault Rigs,PS,1996,Action,Psygnosis,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,22
17662,Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.0,9.4,0.0,High Profile,35
17663,Yes! PreCure 5,DS,2007,Action,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17664,Deer Hunter Reloaded,"PS4, XOne",2017,Shooter,GameMill Entertainment,0.08,0.0,0.0,0.01,0.0,0.0,Low Profile,28
17665,Trine 2: Director's Cut,WiiU,2012,Platform,Frozenbyte,0.0,0.04,0.0,0.0,7.8,0.0,Low Profile,37
17666,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,19
17670,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,2
17671,That's You!,PS4,2017,Party,Sony Interactive Entertainment,0.04,0.0,0.0,0.01,0.0,0.0,Low Profile,41
17672,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17673,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.0,0.0,0.0,High Profile,20
17674,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,22
17676,Forza Motorsport 3: Ultimate Collection,X360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.0,0.0,0.0,Medium Profile,7
17677,Road Rage,"XOne, PS4",2017,Racing,Maximum Games,0.06,0.0,0.0,0.01,0.0,0.0,Low Profile,27
17678,Raid: World War II,"PS4, XOne",2017,Shooter,505 Games,0.07,0.0,0.0,0.01,0.0,0.0,Medium Profile,2
17680,Megadimension Neptunia VII,PS4,2016,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17681,Shaun the Sheep,DS,2008,Adventure,D3 Publisher,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,11
17682,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami,0.03,0.01,0.0,0.0,7.9,0.0,High Profile,3
17683,Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17684,Angelique Duet,PS,1998,Strategy,KOEI,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,14
17685,Nobunaga's Ambition (2013),3DS,2013,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,14
17686,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
17689,Zero Escape The Nonary Games,"PS4, PSV",2017,Adventure,Aksys Games,0.04,0.0,0.02,0.01,0.0,0.0,Medium Profile,11
17690,Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,24
17691,Dark Arena,GBA,2002,Shooter,Majesco,0.03,0.01,0.0,0.0,6.8,0.0,Medium Profile,2
17695,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action-Adventure,FuRyu Corporation,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,31
17696,TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,7
17697,Honda ATV Fever,"Wii, DS",2010,Racing,Storm City Games,0.05,0.0,0.0,0.0,0.0,0.0,Low Profile,27
17699,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,36
17701,Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.0,0.0,High Profile,9
17702,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
17703,Grand Slam,PS,1997,Sports,Virgin Interactive,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,24
17704,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17705,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17707,The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,32
17708,The Dark Spire,DS,2009,Role-Playing,Atlus,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,5
17709,Lost Sphear,"NS, PS4",2018,Role-Playing,Square Enix,0.0,0.02,0.04,0.0,6.25,0.0,Medium Profile,5
17711,D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17713,Kenka Bancho Otome,PSV,2016,Visual Novel,Spike Chunsoft,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,40
17714,Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,26
17715,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,7
17716,Vikings: Wolves of Midgard,"PS4, PC, XOne",2017,Action,Kalypso Media,0.05,0.01,0.0,0.01,0.0,0.0,Low Profile,22
17717,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
17720,Jewel Master: Cradle Of Rome 2,"PC, DS",2011,Puzzle,Rising Star,0.0,0.06,0.0,0.01,0.0,0.0,Low Profile,30
17722,Cat Quest,NS,2018,Adventure,PQube,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,6
17724,Arcana Heart 3: Love Max!!!!!,PSV,2014,Fighting,Aksys Games,0.02,0.0,0.02,0.01,0.0,0.0,Medium Profile,16
17725,Rogue Trooper,"PS2, XB",2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.0,0.0,Medium Profile,2
17727,Spy Fiction,PS2,2004,Action,Sammy Corporation,0.02,0.02,0.0,0.01,0.0,0.0,Low Profile,22
17729,Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0.0,0.0,3.5,0.0,Medium Profile,21
17731,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.0,0.0,Low Profile,6
17732,Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
17733,INSIDE / LIMBO Double Pack,"PS4, XOne",2017,Platform,505 Games,0.07,0.0,0.0,0.01,0.0,0.0,Medium Profile,21
17734,M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,0
17735,Ride to Hell: Retribution,PS3,2013,Racing,Deep Silver,0.02,0.02,0.0,0.01,0.0,0.0,Medium Profile,7
17739,The Talos Principle,PS4,2015,Puzzle,Nighthawk Interactive,0.0,0.04,0.0,0.01,0.0,0.0,Low Profile,30
17741,B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17744,Megadimension Neptunia VIIR,PS4,2018,Role-Playing,Idea Factory International,0.01,0.0,0.03,0.0,0.0,0.0,Low Profile,25
17745,The Settlers History Collection,PC,2018,Simulation,Ubisoft,0.0,0.04,0.0,0.0,0.0,0.0,High Profile,20
17747,Monster Trux Arenas: Special Edition,Wii,2007,Racing,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,7
17749,Dai Senryaku VII: Modern Military Tactics,XB,2005,Strategy,Kemco,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,34
17751,White Album 2: Shiawase no Mukougawa,"PS3, PSV",2012,Visual Novel,Aqua Plus,0.0,0.0,0.06,0.0,0.0,0.0,Low Profile,40
17752,Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,21
17754,Uta no Prince-Sama: Repeat Love,PSV,2017,Adventure,Broccoli,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17755,Minna de Wai Wai! Spelunker,NS,2017,Action,Square Enix,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17756,Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0.0,0.0,7.0,0.0,High Profile,3
17758,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,24
17759,Castle of Shikigami III,Wii,2008,Shooter,Aksys Games,0.04,0.0,0.0,0.0,7.2,0.0,Medium Profile,2
17760,Pure Farming 2018,"PS4, XOne",2018,Simulation,Techland,0.05,0.01,0.0,0.01,7.0,0.0,Low Profile,33
17762,Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,28
17763,WarTech: Senko no Ronde,X360,2007,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,15
17765,Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0.0,0.0,0.0,7.0,0.0,Low Profile,24
17767,City Life: World Edition,PC,2007,Simulation,CDV Software Entertainment,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,33
17768,The King of Fighters Kyo,PS,1998,Fighting,SNK,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,32
17769,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17770,Record of Agarest War Mariage,PSP,2012,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17771,San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17772,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17775,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,26
17776,To Heart 2 Portable,PSP,2009,Adventure,Aquaplus,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17777,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.0,0.0,Medium Profile,11
17778,Mahjong * Dream C Club,PS3,2012,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
17779,Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,DS,2008,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17781,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17784,True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,33
17785,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Music,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,41
17790,Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.0,0.0,High Profile,26
17792,Aegis of Earth: Protonovus Assault,"PSV, PS4, PS3",2016,Action,Aksys Games,0.06,0.04,0.0,0.03,4.0,0.0,Medium Profile,10
17793,Hotel Transylvania 3: Monsters Overboard,"XOne, PS4",2018,Action-Adventure,Outright Games,0.07,0.0,0.0,0.01,0.0,0.0,Low Profile,31
17794,SPRay,Wii,2008,Action,Tecmo,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,10
17796,Red Ninja: End of Honor,"PS2, XB",2005,Action,VU Games,0.03,0.02,0.0,0.01,0.0,0.0,Medium Profile,10
17799,Heavy Rain: Move Edition,PS3,2010,Adventure,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.0,0.0,High Profile,26
17800,Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17801,SX Superstar,"XB, GC",2003,Racing,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.0,0.0,Medium Profile,7
17802,Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,32
17803,Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,16
17804,Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17805,Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17807,Earthfall,"PS4, XOne",2018,Action-Adventure,Gearbox Software,0.06,0.0,0.0,0.01,0.0,0.0,Low Profile,31
17809,Langrisser: Re:Incarnation Tensei,3DS,2016,Role-Playing,Aksys Games,0.03,0.0,0.01,0.0,1.5,0.0,Medium Profile,5
17812,Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,PS3,2013,Visual Novel,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,29
17813,Renai Revenge,PSV,2015,Adventure,TGL,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17815,Battle Rage,Wii,2009,Shooter,Destineer,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,2
17818,No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,22
17819,Dead Head Fred,PSP,2007,Action,D3 Publisher,0.04,0.0,0.0,0.0,7.6,0.0,Medium Profile,10
17820,XBLAZE Code: Embryo,"PSV, PS3",2014,Misc,Aksys Games,0.04,0.0,0.02,0.02,0.0,0.0,Medium Profile,19
17821,Zombi Daisuki,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17822,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,21
17823,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,DSI Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,6
17825,Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.0,0.0,Medium Profile,14
17826,The Monkey King: The Legend Begins,Wii,2008,Shooter,UFO Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,28
17827,Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17828,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17830,Idol Time PriPara: Yume All-Star Live!,3DS,2017,Misc,Takara Tomy,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
17831,Nike+ Kinect Training,X360,2012,Sports,Microsoft Studios,0.02,0.01,0.0,0.0,0.0,0.0,Medium Profile,17
17832,The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0.0,0.0,6.4,0.0,High Profile,1
17833,Dance Dance Revolution Disney Mix,PS,2001,Simulation,Konami,0.02,0.02,0.0,0.0,0.0,0.0,High Profile,20
17835,Maken Shao: Demon Sword,PS2,2003,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17836,Casual Mania!,DS,2010,Puzzle,Destineer,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,13
17838,Super Robot Taisen OG Infinite Battle,PS3,2013,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,14
17839,BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,20
17840,Emergency Room: Real Life Rescues,DS,2009,Simulation,Legacy Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,33
17841,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,EA Sports,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,4
17843,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
17844,High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,24
17846,Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,9
17849,Puyo Pop Fever,"PSP, GC",2006,Puzzle,Ignition Entertainment,0.01,0.0,0.04,0.0,7.9,0.0,Low Profile,30
17850,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,16
17851,Hana to Ikimono Rittai Zukan,3DS,2011,Misc,Nintendo,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
17852,Adventure Time: Pirates of the Enchiridion,"XOne, NS, PS4",2018,Adventure,Outright Games,0.06,0.02,0.0,0.0,0.0,0.0,Low Profile,6
17854,Senran Kagura Burst Re:Newal,PS4,2019,Action,Xseed Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17855,Tennis Masters Series 2003,XB,2003,Sports,Hip Interactive,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,24
17856,Shin Hayarigami,PS3,2014,Visual Novel,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,40
17857,Ebikore+ Amagami,PSV,2014,Visual Novel,Kadokawa Games,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,40
17859,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
17860,Pocket Pool,PSP,2007,Action,Eidos Interactive,0.04,0.0,0.0,0.0,3.4,0.0,Medium Profile,10
17861,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17863,Hero Must Die,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17865,Amnesia,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17866,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
17867,Anima - Gate of Memories,PS4,2017,Action,PQube,0.01,0.02,0.0,0.01,0.0,0.0,Low Profile,22
17868,The Kore Gang,Wii,2011,Platform,Atari,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,21
17869,Great Battle Full Blast,PSP,2012,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,16
17871,Ar Nosurge: Ode to an Unborn Star,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
17872,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.0,0.0,0.0,High Profile,20
17874,Wondership Q,PSV,2015,Platform,Cygames,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,37
17878,Doki Doki! Pretty Cure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17879,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.0,0.0,High Profile,1
17880,Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,33
17881,Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17883,Challenge Me: Maths Workout,DS,2009,Puzzle,O-Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,30
17884,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
