Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Publisher_Profile,Cluster
17885,One Piece: Great Pirate Colosseum,3DS,2016,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,16
17886,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17889,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,19
17890,IL-2 Sturmovik: 1946,PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.0,0.0,0.0,High Profile,20
17892,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Mumbo Jumbo,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,30
17896,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,8
17897,Unison: Rebels of Rhythm & Dance,PS2,2001,Misc,Tecmo,0.02,0.02,0.0,0.01,0.0,0.0,Medium Profile,19
17898,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,DreamCatcher Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,30
17899,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,2
17900,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,4
17901,WTF: Work Time Fun,PSP,2006,Puzzle,D3 Publisher,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,13
17903,Dungeon Raiders,DS,2011,Role-Playing,UFO Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,25
17904,Just Sing! Vol. 2,DS,2011,Misc,PQube,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,0
17906,Dark Half,SNES,1996,Role-Playing,Enix,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17908,Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,34
17910,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,32
17911,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,20
17912,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17915,Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,20
17917,Chaos;Head - Love Chu*Chu!,"PSP, X360",2011,Adventure,5pb,0.0,0.0,0.07,0.0,0.0,0.0,Medium Profile,11
17923,12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17924,Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
17925,Alia's Carnival! Sacrament,PSV,2015,Adventure,Dramatic Create,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17926,Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,25
17929,Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,22
17930,Painkiller: Hell & Damnation,"PS3, X360",2013,Shooter,Nordic Games,0.02,0.03,0.0,0.01,0.0,0.0,Low Profile,28
17931,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.0,0.0,Low Profile,28
17932,Breeding Stud 2,PS,1998,Sports,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,4
17933,Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,24
17937,Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17938,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,13
17941,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,2K Sports,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,17
17942,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Simulation,Big Ben Interactive,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,33
17944,Unbox: Newbie's Adventure,"PS4, NS",2017,Action,Merge Games,0.03,0.01,0.0,0.01,0.0,0.0,Low Profile,22
17945,IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,33
17946,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,28
17947,Fushigi no Dungeon - Furai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso,PSP,2012,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17950,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami,0.02,0.0,0.02,0.0,7.6,0.0,High Profile,9
17951,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,30
17952,Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,24
17953,Metal Slug XX,PSP,2010,Shooter,Atlus,0.03,0.0,0.0,0.01,6.9,0.0,Medium Profile,2
17954,NBA In The Zone '99,N64,1999,Sports,Konami,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,4
17955,NBA in the Zone 2000,N64,2000,Sports,Konami,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,4
17956,Winning Post World 2010,PS3,2010,Sports,KOEI,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,17
17957,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
17958,Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,34
17959,Haunted Casino,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17962,New Little King's Story,PSV,2012,Strategy,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,14
17963,PlayStation Move Ape Escape,PS3,2011,Party,Sony Computer Entertainment,0.0,0.03,0.0,0.01,4.0,0.0,High Profile,38
17964,Aeon Flux,"PS2, XB",2005,Action,Majesco,0.03,0.02,0.0,0.01,0.0,0.0,Medium Profile,10
17965,Diabolik Lovers: Dark Fate,PSV,2015,Visual Novel,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,29
17966,8 to Glory: The Official Game of the PBR,"PS4, XOne",2018,Sports,THQ Nordic,0.05,0.0,0.0,0.01,0.0,0.0,Low Profile,24
17971,North American Hunting Extravaganza 2,Wii,2010,Sports,Destineer,0.03,0.0,0.0,0.0,0.0,0.0,Medium Profile,17
17972,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
17973,Metal Max Returns,SNES,1995,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
17974,Shattered Union,XB,2005,Strategy,2K Games,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,14
17975,Cube Creator DX,3DS,2017,Adventure,Arc System Works,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
17978,Hanaoni: Yume no Tsudzuki,PSP,2012,Visual Novel,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,29
17981,Free Running,Wii,2010,Sports,Graffiti,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,24
17982,Gal Gun,"X360, PS3",2011,Simulation,Alchemist,0.0,0.0,0.06,0.0,0.0,0.0,Low Profile,33
17984,Ookami Kakushi,PSP,2009,Action,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,1
17987,Deadly Arts,N64,1998,Fighting,Konami,0.03,0.01,0.0,0.0,0.0,0.0,High Profile,15
17989,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,21
17991,Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.0,0.0,High Profile,18
17992,PD Ultraman Battle Collection 64,N64,1999,Strategy,Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,14
17993,Rally Challenge 2000,N64,2000,Racing,SouthPeak Interactive,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,7
17994,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,21
17996,Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,7
17997,Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,22
17998,Sengoku Musou 3 Z Special,PSP,2012,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
18001,Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
18002,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment,0.0,0.03,0.0,0.01,0.0,0.0,Low Profile,34
18003,Worms 4: Mayhem,XB,2005,Strategy,Majesco,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,14
18004,Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.0,0.0,High Profile,36
18006,Here They Lie,PS4,2016,Adventure,Sony Interactive Entertainment,0.0,0.03,0.0,0.01,0.0,0.0,Low Profile,6
18007,Point Blank 2,PS,1999,Shooter,Namco,0.02,0.02,0.0,0.0,0.0,0.0,Medium Profile,2
18009,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.0,0.0,High Profile,35
18010,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.0,0.0,Low Profile,34
18011,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,3
18014,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,4
18015,Patrician IV,PC,2010,Strategy,Kalypso,0.03,0.0,0.0,0.0,6.7,0.0,Low Profile,34
18016,Under Night In-Birth Exe:Latest,PS4,2018,Fighting,Aksys Games,0.01,0.0,0.03,0.0,0.0,0.0,Medium Profile,16
18018,Imabikisou,PS3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,26
18019,The Treasures of Montezuma,DS,2010,Puzzle,O-Games,0.02,0.02,0.0,0.0,0.0,0.0,Low Profile,30
18020,Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
18021,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,23
18022,Antz Extreme Racing,"PS2, XB",2002,Racing,Empire Interactive,0.03,0.02,0.0,0.01,0.0,0.0,Low Profile,27
18023,Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
18024,Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
18025,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2007,Role-Playing,NIS America,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
18027,Super Robot Gakuen,DS,2009,Adventure,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
18031,Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.0,0.0,High Profile,20
18032,Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.0,0.0,High Profile,4
18034,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,7.3,0.0,Medium Profile,13
18036,Go Diego Go!: Safari Rescue,PS2,2008,Action,2K Play,0.02,0.02,0.0,0.01,0.0,0.0,Low Profile,22
18038,Luxor: Pharaoh's Challenge,Wii,2008,Puzzle,Mumbo Jumbo,0.01,0.02,0.0,0.0,0.0,0.0,Low Profile,30
18039,Don't Starve: Giant Edition,XOne,2018,Adventure,505 Games,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,11
18041,Clannad,"PS2, PSP, PS3, X360",2006,Adventure,Interchannel,0.0,0.0,0.14,0.0,0.0,0.0,Low Profile,6
18043,Monster Band,DS,2009,Misc,DreamCatcher Interactive,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,0
18044,Fisherman's Challenge,PS2,2003,Sports,Konami,0.02,0.02,0.0,0.01,0.0,0.0,High Profile,4
18045,Akko ni Omakase! Brain Shock,"DS, DS",2006,Misc,Taito,0.0,0.0,0.08,0.0,0.0,0.0,Low Profile,0
18049,Aragami,PS4,2016,Action,Maximum Games,0.03,0.0,0.0,0.01,0.0,0.0,Low Profile,22
18050,Super Black Bass Fishing,DS,2006,Sports,Majesco,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,17
18051,King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,32
18052,Date A Live: Rine Utopia,PS3,2013,Visual Novel,Compile Heart,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,40
18053,Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
18055,Yonder: The Cloud Catcher Chronicles,"PS4, NS",2017,Action,CokeM Interactive,0.05,0.0,0.0,0.01,0.0,0.0,Low Profile,22
18056,Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,36
18057,Farming Simulator 17: Straw Harvest,PC,2017,Simulation,Aerosoft,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,33
18058,Rollin' Rascals,DS,2009,Puzzle,Majesco,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,13
18059,Ukiyo no Shishi,PS3,2015,Action-Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,31
18060,Assassin's Creed Chronicles: China,PS4,2015,Action-Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.0,0.0,High Profile,39
18062,Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,34
18064,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,19
18065,JoJo's Bizarre Adventure: Eyes of Heaven,"PS4, PS3",2016,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.0,0.0,Medium Profile,16
18066,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,25
18068,Phantom Breaker,X360,2012,Fighting,SouthPeak Games,0.02,0.0,0.02,0.0,0.0,0.0,Low Profile,32
18069,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,0
18070,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,33
18071,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
18072,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,26
18074,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,16
18076,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.0,0.0,Medium Profile,14
18077,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.0,0.0,0.0,High Profile,35
18078,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,10
18079,99 no Namida,DS,2008,Adventure,Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
18081,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.0,0.0,High Profile,15
18082,Headhunter: Redemption,"PS2, XB",2004,Action,Sega,0.04,0.01,0.0,0.0,0.0,0.0,High Profile,1
18083,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
18085,Bomberman: Act Zero,X360,2006,Puzzle,Konami,0.04,0.0,0.0,0.0,3.5,0.0,High Profile,36
18087,Dungeons 3,"PS4, XOne",2017,Strategy,Kalypso Media,0.05,0.0,0.0,0.01,0.0,0.0,Low Profile,34
18090,Drakensang: The Dark Eye,PC,2009,Role-Playing,THQ,0.03,0.0,0.0,0.0,0.0,0.0,High Profile,3
18091,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.0,0.0,High Profile,20
18092,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Simulation,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,8
18093,YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Music,Level 5,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,41
18094,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.0,0.0,High Profile,35
18097,SWAT: Target Liberty,PSP,2007,Shooter,Sierra Entertainment,0.03,0.0,0.0,0.0,0.0,0.0,Medium Profile,2
18098,Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,22
18101,Draglade (JP sales),DS,2007,Fighting,Atlus,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,16
18103,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.01,0.0,0.0,Medium Profile,17
18104,Herc's Adventures,PS,1997,Adventure,LucasArts,0.02,0.01,0.0,0.0,0.0,0.0,Medium Profile,11
18105,Tennis World Tour,"PS4, XOne, NS",2018,Sports,Bigben Interactive,0.08,0.0,0.01,0.01,0.0,0.0,Low Profile,24
18106,Tiger Woods PGA Tour Golf,GBA,2002,Sports,"Destination Software, Inc",0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,24
18107,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,28
18110,All Points Bulletin,PC,2010,Action,Electronic Arts,0.0,0.03,0.0,0.01,7.0,0.0,High Profile,1
18111,Black Clover: Quartet Knights,PS4,2018,Shooter,Bandai Namco Entertainment,0.02,0.0,0.01,0.0,0.0,0.0,Low Profile,28
18112,Super Hero Generation,"PSV, PS3",2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.0,0.0,Medium Profile,5
18116,Dreamfall: The Longest Journey,XB,2006,Adventure,Aspyr,0.03,0.01,0.0,0.0,0.0,0.0,Low Profile,6
18118,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
18119,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,6
18120,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,19
18121,Zatch Bell! Mamodo Fury,GC,2006,Fighting,Namco Bandai,0.03,0.01,0.0,0.0,0.0,0.0,Medium Profile,16
18123,b.l.u.e.: Legend of Water,PS,1998,Adventure,Hudson Soft,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
18127,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,DreamCatcher Interactive,0.0,0.03,0.0,0.0,0.0,0.0,Low Profile,6
18128,NHL Blades of Steel 2000,PS,2000,Sports,Konami,0.02,0.01,0.0,0.0,0.0,0.0,High Profile,4
18129,Sonic PC Collection,PC,2009,Misc,Sega,0.0,0.04,0.0,0.0,0.0,0.0,High Profile,9
18130,Outlaw Volleyball Remixed,PS2,2005,Sports,Global Star Software,0.02,0.01,0.0,0.0,0.0,0.0,Low Profile,24
18131,The Adventures of Darwin,PS2,2007,Strategy,D3 Publisher,0.01,0.0,0.03,0.0,0.0,0.0,Medium Profile,14
18133,Turbo: Super Stunt Squad,"DS, WiiU, 3DS, PS3, Wii",2013,Racing,D3Publisher,0.0,0.12,0.0,0.0,0.0,0.0,Low Profile,27
18134,Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,0
18135,Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
18136,City Builder,Wii,2010,Strategy,Virtual Play Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,34
18138,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.0,0.0,Medium Profile,11
18139,R-Type Command (correct US sales),PSP,2008,Strategy,Atlus,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,14
18140,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.0,0.0,High Profile,23
18141,The Caligula Effect: Overdose,PS4,2019,Role-Playing,NIS America,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
18143,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.0,0.0,High Profile,35
18144,Denki Blocks!,GBA,2001,Puzzle,Majesco,0.03,0.01,0.0,0.0,8.0,0.0,Medium Profile,13
18145,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,14
18147,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,33
18148,Stoked: Big Air Edition,X360,2009,Sports,Destineer,0.02,0.02,0.0,0.0,8.6,0.0,Medium Profile,17
18149,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,5
18151,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,7.9,0.0,Medium Profile,13
18153,Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
18154,East India Company,PC,2009,Strategy,Paradox Interactive,0.03,0.0,0.0,0.0,7.4,0.0,Low Profile,34
18161,Gitaroo Man Lives!,PSP,2006,Misc,KOEI,0.03,0.0,0.0,0.0,0.0,0.0,Medium Profile,19
18165,Gundam Battle Online,DC,2001,Action,Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
18166,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,27
18168,Shonen Jump's One Piece: Grand Adventure,"GC, PS2",2006,Fighting,Namco Bandai,0.04,0.02,0.0,0.0,0.0,0.0,Medium Profile,16
18170,Holly Hobbie & Friends,DS,2007,Misc,Majesco,0.04,0.0,0.0,0.0,0.0,0.0,Medium Profile,19
18172,Empire Earth III,PC,2007,Strategy,Sierra Entertainment,0.0,0.03,0.0,0.0,4.8,0.0,Medium Profile,14
18173,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.0,0.0,Low Profile,22
18175,Sleepover Party,Wii,2010,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.0,0.0,High Profile,9
18176,"Warhammer 40,000: Dawn of War III",PC,2017,Strategy,Sega,0.0,0.04,0.0,0.0,0.0,0.0,High Profile,35
18177,Hakuoki Zuisouroku Omokage Hana,PSV,2015,Visual Novel,Idea Factory,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,29
18179,Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,11
18181,Famicom Remix Best Choice,3DS,2015,Misc,Nintendo,0.0,0.0,0.04,0.0,0.0,0.0,High Profile,9
18183,Train Simulator 2016,PC,2015,Simulation,Dovetail Games,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,33
18184,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,0
18186,Off-Road Drive,PC,2011,Racing,1C Company,0.0,0.04,0.0,0.0,0.0,0.0,Low Profile,27
18187,Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.0,0.0,Low Profile,6
18188,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2002,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.0,0.0,High Profile,12
18189,Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,13
18190,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.0,0.0,Low Profile,30
18192,Countdown Vampires,PS,2000,Adventure,Bandai,0.02,0.01,0.0,0.0,0.0,0.0,Medium Profile,11
18193,Crypt Killer,PS,1997,Shooter,Konami,0.02,0.01,0.0,0.0,0.0,0.0,High Profile,23
18194,Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,KOEI,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,10
18196,Tokumei Sentai Go-Busters,DS,2012,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.0,0.0,Medium Profile,19
18197,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix,0.0,0.0,0.04,0.0,0.0,0.0,Low Profile,24
