,Rank,Name,Critic_Score,User_Score
13590,16426,Spy Fox in Dry Cereal,,
13591,16427,A llI S.V.: A Ressha de Gyoukou 3 Super Version,,
13592,16428,Spy Games: Elevator Mission,2.0,
13593,16429,Asterix and Obelix XXL2,6.5,
13594,16430,Strike Force Bowling,,
13595,16431,Earth Defense Force 2017 Portable,,
13596,16432,Theme Park,,
13597,16433,Atelier Iris 2: The Azoth Of Destiny,6.8,
13598,16434,Hogs of War / Worms,,
13599,16435,GRID 2,,
13600,16436,Championship Surfer,7.2,
13601,16437,Tokimeki no Houkago,,
13602,16438,Monster Garage,,
13603,16439,From The Abyss,7.3,
13604,16440,Speed,,
13605,16441,Secret Files: Tunguska,,
13606,16442,Tecmo Classic Arcade,,
13607,16443,MX vs. ATV Supercross,,
13608,16444,2 Games in 1: Sonic Pinball Party & Columns Crown,,
13609,16445,Fate/Extella Link,,
13610,16447,Mad Maestro!,,
13611,16448,Densha De Go! 3 Tsuukinhen,,
13612,16449,Wasteland 2,,
13613,16450,Biker Mice From Mars,,
13614,16451,Age of Empires Online,7.0,
13615,16452,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,,
13616,16453,Legend of Kay,,
13617,16454,Final Fantasy XIV: Stormblood,,
13618,16455,Conan Exiles,,
13619,16461,Guilty Gear XX Accent Core Plus,,
13620,16462,Muppets Party Cruise,,
13621,16463,Higurashi Daybreak Portable,,
13622,16464,Barbie Horse Adventures: Wild Horse Rescue,,
13623,16465,Shonen Jump's One Piece: Grand Battle,,
13624,16466,Sherlock Holmes: The Devil's Daughter,,
13625,16467,DreamWorks Super Star Kartz,,
13626,16468,Blast Lacrosse,,
13627,16469,Kurupoto Cool Cool Stars,,
13628,16470,Luminous Arc Infinity,,
13629,16471,MX vs ATV Supercross Encore 2017 Track Edition,,
13630,16472,Backyard NFL Football '10,,
13631,16473,Kikou Heidan J-Phoenix,,
13632,16474,Another Code R: A Journey into Lost Memories,5.9,
13633,16475,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,,
13634,16476,Bubble Bobble: Old & New,5.5,
13635,16477,Naruto Shippuden: Gekitou Ninja Taisen Special,,
13636,16478,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,,
13637,16479,Kekkon: Marriage,,
13638,16480,Challenge Me: Brain Puzzles,,
13639,16481,KimiKiss,,
13640,16482,Nicola Kanshuu: Model * Oshare Audition 2,,
13641,16483,Cold Fear,,
13642,16484,Nicktoons MLB 3D,,
13643,16485,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,,
13644,16486,Shining Force Feather,,
13645,16487,OK! Puzzle Stars,,
13646,16488,Star Trek: Tactical Assault,,
13647,16489,NBA 2K Playgrounds 2,,
13648,16490,Highway 2000,,
13649,16491,Imagine: Cheerleader,,
13650,16492,Cartoon Network: Battle Crashers,3.5,
13651,16493,EverQuest II: Destiny of Velious,,
13652,16494,DropCast,,
13653,16495,LEGO Friends,,
13654,16496,Cocoto Kart Racer,,
13655,16497,The Book of Unwritten Tales: The Critter Chronicles,,
13656,16498,Mobile Suit Gundam 00: Gundam Meisters,,
13657,16499,Call of Cthulhu: Dark Corners of the Earth,,
13658,16500,The Great Escape,,
13659,16501,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,,
13660,16502,Alien Syndrome,5.2,
13661,16503,The Document of Metal Gear Solid 2,,
13662,16504,Minna no DS Seminar: Kanpeki Eitango Ryoku,,
13663,16505,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,,
13664,16506,PenPen TriIceLon,5.8,
13665,16507,SBK 2011: FIM Superbike World Championship,,
13666,16508,Salt Lake 2002,,
13667,16509,Chevrolet Camaro: Wild Ride,,
13668,16510,PAC-MAN and the Ghostly Adventures,,
13669,16511,Uta no Prince-Sama: Music 3,,
13670,16512,MX vs. ATV Supercross Encore,,
13671,16513,Cartoon Network: Battle Crashers,,
13672,16514,Crazy Chicken Tales,,
13673,16515,Stranger of Sword City,,
13674,16516,Arkanoid DS,,
13675,16517,Vexx,6.4,
13676,16518,Disney's Kim Possible: Global Gemini,,
13677,16519,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,,
13678,16520,Batman: Rise of Sin Tzu,,
13679,16521,Mega Man Battle Network 5: Double Team DS (US sales),,
13680,16522,Grey's Anatomy: The Video Game,,
13681,16523,SpongeBob SquarePants: Plankton's Robotic Revenge,,
13682,16524,MX vs ATV Supercross Encore 2017 Track Edition,,
13683,16525,Santa Claus Is Comin' to Town!,,
13684,16526,The Next BIG Thing,6.8,
13685,16527,Disney Sports Skateboarding,2.6,
13686,16528,Puyo Puyo Tetris,,
13687,16529,Sword Art Online: Game Director's Edition,,
13688,16530,Create,6.0,
13689,16531,Deformers,,
13690,16532,Hasbro Family Fun Pack Conquest Edition,,
13691,16533,New Prince of Tennis: Go to the Top,,
13692,16534,Tsumiki: Block Drop Mania,,
13693,16535,Dreamer Series: Zoo Keeper,,
13694,16536,Magi: Aratanaru Sekai,,
13695,16537,Big Bang Mini,8.0,
13696,16538,Summon Night 2,,
13697,16539,Chou Soujuu Mecha MG,,
13698,16540,Chou Soujuu Mecha MG,,
13699,16541,Pro Evolution Soccer 2012,,
13700,16542,Terminator 3: The Redemption,,
13701,16543,Call of Duty 2,7.0,
13702,16544,Sherlock Holmes: The Devil's Daughter,,
13703,16545,Busy Scissors,,
13704,16546,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,,
13705,16547,Coded Arms: Contagion,,
13706,16548,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,,
13707,16549,Cabela's Big Game Hunter (2008),,
13708,16550,Neon Genesis Evangelion,5.6,
13709,16551,Serious Sam II,,
13710,16552,World Series of Poker 2008: Battle for the Bracelets,,
13711,16553,Foster's Home for Imaginary Friends: Imagination Invaders,,
13712,16554,Flipnic: Ultimate Pinball,,
13713,16555,ICO,,
13714,16556,Eigo de Tabisuru: Little Charo,,
13715,16557,NBA Hangtime,,
13716,16558,MX vs. ATV Supercross Encore,,
13717,16559,D.C. II P.S.: Da Capo II Plus Situation,,
13718,16560,MotoGP 10/11,6.0,
13719,16561,World Cup of Pool,,
13720,16564,Brunswick Circuit Pro Bowling,,
13721,16565,Bust-A-Move '99,,
13722,16566,CyberTiger,,
13723,16567,God Hand,7.0,
13724,16568,Marvel Super Heroes,,
13725,16569,Mike Piazza's Strike Zone,,
13726,16570,Nanashi no Game,,2.0
13727,16571,Olympic Hockey 98,,
13728,16572,Panzer General,,
13729,16573,Penny Racers,,
13730,16574,Persona 2: Eternal Punishment,,
13731,16575,Polaris SnoCross,,
13732,16576,S.C.A.R.S,,
13733,16578,Star Soldier: Vanishing Earth,,
13734,16579,Top Gear Hyper-Bike,,
13735,16580,Virtual Chess 64,,
13736,16583,Worms Blast,,
13737,16584,Prinny: Can I Really Be The Hero? (US sales),,
13738,16585,Blur,8.1,
13739,16586,Killing Floor 2,,
13740,16587,Smile PreCure! Let's Go! Marchen World,,
13741,16588,I Love Beauty: Hollywood Makeover,,
13742,16589,IHRA Professional Drag Racing 2005,,
13743,16590,Tokyo Xtreme Racer Advance,,
13744,16591,Rock Blast,,
13745,16592,Warriors of the Lost Empire,,
13746,16593,Showtime Championship Boxing,,
13747,16594,Little League World Series Baseball 2008,,
13748,16595,Combat Elite: WWII Paratroopers,,
13749,16596,Power Pro Success Legends,,
13750,16597,Killer Loop,,
13751,16598,Cabela's Dangerous Hunts: Ultimate Challenge,,
13752,16599,Worldwide Soccer,,
13753,16600,Puzzler Collection,,
13754,16601,Toriko: Gourmet Battle!,,
13755,16602,Jewel Link Chronicles: Mountains of Madness,,
13756,16603,Commandos: Strike Force,,
13757,16604,Mobile Suit Gundam: Gundam vs. Zeta Gundam,,
13758,16605,Rapala Pro Fishing,,
13759,16606,Nobunaga no Yabou: Souzou,,
13760,16607,Guilty Gear X: Advance Edition,7.3,
13761,16608,Fate/Tiger Colosseum Upper,,
13762,16609,Unreal Tournament III,8.4,
13763,16610,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,,
13764,16611,Pop Cutie! Street Fashion Simulation,,
13765,16612,S.T.A.L.K.E.R.: Call of Pripyat,8.0,
13766,16613,Dragon Quest X: All in One Package,,
13767,16614,Ford Racing 3,,
13768,16615,Samurai Warriors 4-II,,
13769,16616,Pheasants Forever Wingshooter,,
13770,16617,Playmobil Knights,,
13771,16618,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,,
13772,16619,R.B.I. Baseball 2016,,
13773,16620,World Soccer Winning Eleven 9 (US sales),,
13774,16621,Imagine: Resort Owner,,
13775,16622,Oddworld: Munch's Oddysee,,
13776,16623,Winning Post 4 Maximum,,
13777,16624,Xiaolin Showdown,,
13778,16625,Exhibition Volume 5,,
13779,16626,Record of Lodoss War: Eiyuu Sensou,,
13780,16627,Pro Yakyuu Netsu Star 2007,,
13781,16628,Starry * Sky: In Summer - PSP Edition,,
13782,16629,Klonoa Beach Volleyball,,
13783,16630,Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,,
13784,16631,Melty Blood: Actress Again,,
13785,16632,Shadows Awakening,,
13786,16633,3D Lemmings,7.0,
13787,16634,Hi Hi Puffy AmiYumi: Kaznapped,,
13788,16635,Mercury Meltdown,,
13789,16636,Broken Sword: The Shadow of the Templars,8.1,
13790,16637,Resident Evil - Code: Veronica X,5.6,
13791,16638,Assassin's Creed Odyssey,,
13792,16639,Paws & Claws: Pampered Pets 2,,
13793,16640,Adventure Time: The Secret of the Nameless Kingdom,,
13794,16641,Tenchi Muyou! Ryoukouki Gokuraku,,
13795,16642,Inversion,,
13796,16643,Kelly Slater's Pro Surfer,8.0,
13797,16644,Kamen Rider: Super Climax Heroes,,
13798,16645,Trapt,,
13799,16646,Yomawari: Midnight Shadows,,
13800,16647,Satisfashion,,
13801,16648,Resident Evil Director's Cut,,
13802,16649,Splat Renegade Paintball,,
13803,16650,Mayhem 3D,,
13804,16651,Metal Max 4: Gekkou no Diva,,
13805,16652,Theresia...,,
13806,16653,Ivy the Kiwi?,7.5,
13807,16654,Okami HD,,
13808,16655,The Amazing Spider-Man 2 (2014),,
13809,16656,Worms 3D,,
13810,16657,Game of Thrones: A Telltale Games Series,,
13811,16658,Vampire Rain: Altered Species,3.5,
13812,16659,Winter Sports 2: The Next Challenge,,
13813,16660,PoPoLoCrois,,
13814,16661,Dragon Rage,,
13815,16662,FIFA 07 Soccer,7.5,
13816,16663,Dance Sensation!,,
13817,16664,Atari Flashback Classics: Volume 2,,
13818,16665,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,,
13819,16666,F1 2015,,
13820,16667,Call of Duty: The War Collection,,
13821,16668,Jumper: Griffin's Story,,
13822,16669,Raw Danger! (JP sales),,
13823,16670,Archer Maclean Presents: Pool Paradise,,
13824,16671,Kamen Rider: Battride War Genesis,,
13825,16672,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,,
13826,16673,Pro Evolution Soccer 2011,6.0,
13827,16674,Backyard Skateboarding 2006,,
13828,16675,Brave: A Warrior's Tale,4.4,
13829,16676,Tron 2.0: Killer App,,
13830,16677,Steins;Gate: Darling of Loving Vows,,
13831,16678,Gegege no Kitarou: Youkai Daigekisen,,
13832,16679,Dig Dug: Digging Strike,,
13833,16680,Emblem of Gundam,,
13834,16681,Disgaea 1 Complete,8.0,
13835,16682,The Fast and the Furious,,
13836,16683,SpongeBob SquarePants: Plankton's Robotic Revenge,,
13837,16684,Tokyo Ghoul: Jail,,
13838,16685,G-Police: Weapons of Justice,,
13839,16686,All Kamen Rider: Rider Generation 2,,
13840,16687,Azure Striker Gunvolt: Striker Pack,,
13841,16688,Killing Zone,,
13842,16689,Policenauts,,
13843,16690,Spintires: MudRunner - American Wilds,,
13844,16691,Adventures of Lolo,,
13845,16692,Quiz! Hexagon II,,
13846,16693,Outcast: Second Contact,,
13847,16694,History Channel: Battle for the Pacific,,
13848,16695,Racing Gears Advance,,
13849,16696,Honeycomb Beat,,
13850,16697,Brave: A Warrior's Tale,4.7,
13851,16698,Crazy Chicken: Pharaoh's Treasure,,
13852,16699,Syphon Filter: Logan's Shadow,,
13853,16700,NTRA Breeders' Cup World Thoroughbred Championships,,
13854,16701,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,,
13855,16702,Impossible Mission,,
13856,16703,Tanjou S Debut,,
13857,16704,Nendoroid Generation,,
13858,16705,Rooms: The Main Building,7.0,
13859,16706,Pop'n TwinBee: Rainbow Bell Adventure,,
13860,16707,Jumble Madness,,
13861,16708,Portal Knights,,
13862,16709,Broken Helix,,
13863,16710,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,,
13864,16711,Cardfight!! Vanguard G: Stride to Victory!!,,
13865,16712,Myst III: Exile,,
13866,16713,Top Gun: Hard Lock,,
13867,16714,Brain Quest: Grades 3 & 4,,
13868,16715,Hajime no Ippo Portable: Victorious Spirits,,
13869,16716,Rapala Fishing Pro Series,,
13870,16717,Zoo Tycoon: Complete Collection,,6.0
13871,16718,CMT Presents: Karaoke Revolution Country,,
13872,16719,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,,
13873,16720,Men of War: Assault Squad,8.0,
13874,16721,Winx Club: Quest for the Codex,,
13875,16722,Jacqueline Wilson's Tracy Beaker: The Game,,
13876,16723,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,,
13877,16724,Fatal Frame,7.9,
13878,16725,Vitamin X to Z,,
13879,16726,Tom Clancy's Ghost Recon: Advanced Warfighter,,
13880,16727,Urban Chaos: Riot Response,,
13881,16728,Teenage Mutant Ninja Turtles II: Back from the Sewers,,
13882,16729,Flip's Twisted World,,
13883,16730,X-Men: Destiny,2.0,
13884,16731,Challenge Me: Brain Puzzles 2,,
13885,16732,Resident Evil 2,5.9,
13886,16733,Sacred 2: Fallen Angel,,
13887,16734,Arslan: The Warriors of Legend,,
13888,16735,Real Bout Garou Densetsu Special: Dominated Mind,,
13889,16736,Gun Showdown,,
13890,16737,Minna no Sukkiri,,
13891,16738,Catwoman,4.7,
13892,16739,Syndicate,,
13893,16740,Aquarium by DS,,
13894,16741,Gormiti: The Lords of Nature!,,
13895,16742,Star Ocean 5: Integrity and Faithlessness,,
13896,16743,Winx Club: Mission Enchantix,,
13897,16744,Warriors Orochi 2,4.6,
13898,16745,Burning Rangers,,
13899,16746,Mana Khemia: Alchemists of Al-Revis,6.6,
13900,16747,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,,
13901,16748,Interplay Sports Baseball 2000,,
13902,16749,Zone of the Enders: The Fist of Mars,,
13903,16750,Animorphs: Shattered Reality,3.5,
13904,16751,Golf Club 2,,
13905,16752,Samurai Shodown Anthology,,
13906,16753,Eikan wa Kimini 2002: Koshien no Kodou,,
13907,16754,Teenage Mutant Ninja Turtles: Tournament Fighters,,
13908,16755,Atari's Greatest Hits: Volume 2,,
13909,16756,Mark McMorris Infinite Air,,
13910,16757,Terminator 3: Rise of the Machines,,
13911,16758,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,,
13912,16759,G1 Jockey 2,,
13913,16760,Tiger Woods PGA Tour 08,,
13914,16761,Mobile Ops: The One Year War,,
13915,16762,Constantine,,
13916,16763,Cartoon Network: Battle Crashers,1.5,
13917,16764,Tom Clancy's Splinter Cell: Double Agent,5.6,
13918,16765,Tropico 5,,
13919,16766,Senritsu no Stratus,,
13920,16767,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,,
13921,16768,Nobunaga's Ambition: Sphere of Influence,,
13922,16769,World Championship Athletics,,
13923,16770,Handball 16,,
13924,16771,Monster High: New Ghoul in School,,
13925,16772,Nanostray,,
13926,16773,Refrain no Chika Meikyuu to Majo no Ryodan,,
13927,16774,Extinction,,
13928,16775,Etrian Mystery Dungeon 2,,
13929,16776,Wantame Fortune Channel,,
13930,16777,Evangelion: Jo,,
13931,16778,Gintama Ranbu,,
13932,16779,Bleach: Blade Battlers 2nd,,
13933,16780,Real Soccer 2009,,
13934,16781,Samurai Jack: The Shadow of Aku,,
13935,16782,Utawarerumono: Mask of Deception,,
13936,16783,Kamen Rider Kabuto,,
13937,16784,Men in Black The Series: Crashdown,,
13938,16785,Need for Speed: Shift,8.3,
13939,16786,Zero Divide,,
13940,16787,FIFA Street,,
13941,16788,Tsugunai: Atonement,,
13942,16789,Rugby World Cup 2015,,
13943,16790,Lost Kingdoms II,6.6,
13944,16791,Aggressive Inline,8.9,
13945,16792,Blade Dancer: Lineage of Light,,
13946,16793,Monkey Island: Special Edition Collection,,
13947,16794,One Piece: Pirate Warriors 3 - Deluxe Edition,8.5,
13948,16795,Rugby World Cup 2015,,
13949,16796,Viewtiful Joe: Red Hot Rumble,6.2,
13950,16797,Kaite Shabette Hajimeyou! Monster Farm DS,,
13951,16798,Exist Archive: The Other Side of the Sky,,
13952,16799,Pro Yakyuu Spirits 2012,,
13953,16800,King's Quest: The Complete Collection,,
13954,16801,Generation of Chaos,5.9,
13955,16802,Sine Mora EX,,
13956,16803,Broken Sword II: The Smoking Mirror,7.3,
13957,16804,SD Gundam G Generation Wars,,
13958,16805,Zoo Tycoon 2,7.2,
13959,16806,Enemy Front,,
13960,16807,Pump It Up: Exceed,,
13961,16808,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,,
13962,16809,Scurge: Hive,,
13963,16810,Wreckless: ThE YaKuza MisSiOns,6.4,
13964,16811,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",,
13965,16812,TOCA Race Driver 2: Ultimate Racing Simulator,,
13966,16813,Dr. Muto,,
13967,16814,Girls RPG: Cinderellife,,
13968,16815,Tom Clancy's Rainbow Six: Critical Hour,,
13969,16816,Bullet Girls 2,,
13970,16817,All Kamen Rider: Rider Revolution,,
13971,16818,Scrabble Blast!,,
13972,16819,Shantae: Half-Genie Hero,,
13973,16820,Ride to Hell,,
13974,16821,The Saboteur,7.1,
13975,16823,Age of Mythology: The Titans,8.2,
13976,16824,Fate/stay night [Réalta Nua],,
13977,16825,Gintama no Sugoroku,,
13978,16826,Zendoku,,
13979,16827,Gal Gun: Double Peace,,
13980,16828,The Lord of the Rings: Aragorn's Quest,,
13981,16829,Aven Colony,,
13982,16830,Doraemon 4: Nobita to Toki no Okoku,,
13983,16831,Myst,,
13984,16832,Toaru Kagaku no Chou Denjihou,,
13985,16833,Starwinder: The Ultimate Space Race,,
13986,16834,Battle Chasers: Nightwar,,
13987,16835,Angelique Trois,,
13988,16836,Nobunaga?s Ambition: Sphere of Influence ? Ascension,,
13989,16837,Party Arcade,,
13990,16838,FIFA Soccer 06,,
13991,16839,Dance Dance Revolution: Mario Mix (JP sales),7.5,
13992,16840,A-Train 6,,
13993,16841,Dino Pets,,
13994,16843,Meitantei Conan: Tantei Ryoku Trainer,,
13995,16844,Atari Flashback Classics: Volume 2,,
13996,16845,MotoGP,,
13997,16846,ESPN International Winter Sports 2002,,
13998,16847,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",,
13999,16848,Grand Ages: Medieval,,
14000,16849,KimiKiss (ebKore+),,
14001,16850,Gold and Glory: The Road to El Dorado,,
14002,16851,Choro Q Marine: Q Boat,,
14003,16852,NBA Live 07,6.4,
14004,16853,BattleBots: Beyond the BattleBox,5.8,
14005,16854,Dreamer Series: Babysitter,,
14006,16855,Yuugen Gaisha Brave Company,,
14007,16856,Hail to the Chimp,7.0,
14008,16857,Atari Flashback Classics: Volume 3,,
14009,16858,Ken to Mahou to Gakuen Mono. 3D,,
14010,16859,Mighty Beanz: Pocket Puzzles,,
14011,16860,Diva Girls: Divas on Ice,,
14012,16861,The King of Fighters '96,,
14013,16862,Champion Jockey: G1 Jockey & Gallop Racer,,
14014,16863,Harry Potter and the Sorcerer's Stone,,
14015,16864,Dungeon Explorer: Warriors of Ancient Arts,,
14016,16865,Friends: The One with All the Trivia,,
14017,16866,Mame Goma 2: Uchi no Ko ga Ichiban!,,
14018,16867,Backyard NFL Football '08,,
14019,16868,Gunbird,,
14020,16869,The End is Nigh,,
14021,16870,Dream C Club Portable,,
14022,16871,Hunting Simulator,,
14023,16872,The Legend of Heroes: Trails in the Sky Second Chapter,,
14024,16873,Elemental Gearbolt,,
14025,16874,Tom Clancy's Rainbow Six 3,6.5,
14026,16875,Roogoo Twisted Towers,,
14027,16876,Izuna 2: The Unemployed Ninja Returns,6.9,
14028,16877,WRC 5: FIA World Rally Championship,,
14029,16878,WWF Wrestlemania: The Arcade Game,,
14030,16879,Cabela's Big Game Hunter 2005 Adventures,,
14031,16880,Mega Man 8 Anniversary Collector's Edition,,
14032,16881,V-Rally 3,,
14033,16882,Whiplash,,
14034,16883,Pro Yakyuu Famista 2011,,
14035,16884,Tiny Barbarian DX,,
14036,16885,PopStar Guitar,,
14037,16886,Goosebumps: The Game,,
14038,16887,Major League Baseball 2K11,,
14039,16888,Styx: Shards of Darkness,,
14040,16889,Impact Racing,,
14041,16890,Warriors: Legends of Troy,,
14042,16891,Pucca Power Up,,
14043,16892,Chuck E. Cheese's Playhouse,,
14044,16893,Amazing Island,7.1,
14045,16894,Arslan: The Warriors of Legend,,
14046,16895,SeaBlade,,
14047,16896,Carmen Sandiego: The Secret of the Stolen Drums,,
14048,16897,Jikkyou Powerful Pro Yakyuu DreamCast Edition,,
14049,16898,My Amusement Park,,
14050,16899,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,,
14051,16900,Point Blank DS (US sales),,
14052,16901,Space Chimps,,
14053,16902,Casino Chaos With Las Vegas Players Collection,,
14054,16903,Ride,,
14055,16904,Alvin and the Chipmunks,,
14056,16905,Kyoukai Senjou no Horizon Portable,,
14057,16906,The Invisible Hours,,
14058,16907,Disaster Report 4 Plus: Summer Memories,,
14059,16908,Air Conflicts: Aces of World War II,3.3,
14060,16909,History Great Empires: Rome,,
14061,16910,Shining Force III: Scenario 2,,
14062,16911,Unsolved Crimes,6.0,
14063,16912,Kid Fit Island Resort,,
14064,16913,Chocolatier,,
14065,16914,Worms World Party,,
14066,16915,Medabots: Metabee / Rokusho,,
14067,16916,Taito Legends Power Up,,
14068,16917,Final Fight: Streetwise,,
14069,16918,Speed Kings,,
14070,16919,Life is Strange,,
14071,16920,GunPey,,
14072,16921,Rebelstar: Tactical Command,,
14073,16922,My Fitness Coach: Club,,
14074,16923,Romance of the Three Kingdoms XIII,,
14075,16924,Gladiator: Sword of Vengeance,,
14076,16925,Coraline,,
14077,16926,Winning Post World 8,,
14078,16927,Minna to Kimi no Piramekino!,,
14079,16928,Bombastic,,
14080,16929,NHL Powerplay 98,,
14081,16930,Plants vs. Zombies: Garden Warfare 2,,
14082,16931,Marvel's Guardians of the Galaxy: The Telltale Series,,
14083,16932,Nights of Azure,,
14084,16933,Olympic Soccer: Atlanta 1996,,
14085,16934,Captain America: Super Soldier,6.0,
14086,16935,Samurai Dou Portable,,
14087,16936,Phantasy Star Online Episode I & II Plus,,
14088,16937,Hyperdimension Neptunia Re;Birth2: Sisters Generation,,
14089,16938,Xiaolin Showdown,,
14090,16939,Drivers Ed Portable,,
14091,16940,Dual Hearts,7.5,
14092,16941,Petz Bunnyz Bunch,,
14093,16942,NFL Quarterback Club 2002,,
14094,16943,Section 8,,
14095,16944,Wing Commander: Prophecy,,
14096,16945,Marc Ecko's Getting Up: Contents Under Pressure,,
14097,16946,Walt Disney Pictures Presents Enchanted,,
14098,16947,Sega Soccer Slam,,
14099,16948,Vertigo,,
14100,16949,Hakuouki: Reimeiroku,,
14101,16950,PokePark 2: Wonders Beyond,,
14102,16951,Blood Omen 2,,
14103,16952,The Sims 4 Seasons,,
14104,16953,Call of Cthulhu,,
14105,16954,Virtual Villagers: A New Home,,
14106,16955,Shin Sangoku Musou 5 Empires,,
14107,16956,BlowOut,,
14108,16957,Carve,,
14109,16958,GachiTora! Abarenbou Kyoushi in High School,,
14110,16959,Kamen Rider: Climax Heroes Fourze,,
14111,16960,Bottom of the 9th '99,5.0,
14112,16961,WTA Tour Tennis,,
14113,16962,Dynasty Warriors 5,,
14114,16963,Valkyria Revolution,,
14115,16964,Famicom Mini: Dig Dug,,
14116,16965,FIFA Soccer 2003,6.9,
14117,16966,Naval Ops: Commander,,
14118,16967,Match 3 Madness,,
14119,16968,Lernerfolg Vorschule: Capt'n Sharky,,
14120,16969,Defendin' De Penguin,,
14121,16970,Bleach: Blade Battlers,,
14122,16971,Rez,9.0,
14123,16972,MLB SlugFest 2006,,
14124,16973,Baja: Edge of Control HD,,
14125,16974,Owlboy,9.0,
14126,16975,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,,
14127,16976,Lufia: The Ruins of Lore,,
14128,16977,UEFA Euro 2004: Portugal,,
14129,16978,Activision Hits: Remixed,7.4,
14130,16979,Samurai Deeper Kyo,,
14131,16980,Shaman King: Soul Fight,,
14132,16981,Medabots: Infinity,5.4,
14133,16982,Dungeon Keeper 2,,
14134,16983,Doraemon: Shin Nobita no Nihon Tanjou,,
14135,16984,Airline Tycoon 2,,
14136,16985,Zapper: One Wicked Cricket!,5.2,
14137,16986,Jirou Akagawa: Majotachi no Nemuri,,
14138,16987,Touch 'N' Play Collection,,
14139,16988,Bust-A-Bloc,,
14140,16989,Demon Gaze 2,,
14141,16990,Sitting Ducks,,
14142,16991,Puyo Puyo 7,,
14143,16992,Haikyu!! Cross Team Match!,,
14144,16993,Pawly Pets: My Vet Practice,,
14145,16994,Mighty No. 9,,
14146,16995,NFL Blitz Pro,,
14147,16996,Black Mirror,,
14148,16997,Pretty Cure All Stars Everyone Gather? Let's Dance!,,
14149,16998,F1 2010,8.0,
14150,16999,Mountain Bike Adrenaline,,
14151,17000,LEGO Harry Potter: Years 1-4,8.2,
14152,17001,Zyuden Sentai Kyoryuger: Game on Gaburincho,,
14153,17002,Medal of Honor: Airborne,,
14154,17003,"Murder, She Wrote",,
14155,17004,Hi-Octane: The Track Fights Back!,,
14156,17005,Mister Slime,,
14157,17006,Black Sigil: Blade of the Exiled,6.0,
14158,17007,Learn Science,,
14159,17008,Touhou Genso Wanderer,,
14160,17009,Mirror's Edge,,
14161,17010,Wakeboarding Unleashed Featuring Shaun Murray,,
14162,17011,The Lost Chronicles of Zerzura,,
14163,17012,Domino Rally,,
14164,17013,Doraemon 2: Nobita no Toizurando Daibouken,,
14165,17014,Samurai Champloo: Sidetracked,,
14166,17015,Zone of the Enders HD Edition,,
14167,17016,Drill Dozer,7.9,
14168,17017,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,,
14169,17018,Death Jr. II: Root of Evil,6.9,
14170,17019,Fatal Fury: Wild Ambition,,
14171,17020,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,,
14172,17021,Rockin' Pretty,,
14173,17022,Centipede: Infestation,,
14174,17023,Countdown: The Game,,
14175,17024,Dengeki Gakuen RPG: Cross of Venus,,
14176,17025,The Sims 2: University,,
14177,17026,Judge Dredd,,
14178,17027,Minna no Ennichi,,
14179,17028,Sled Shred featuring the Jamaican Bobsled Team,,
14180,17029,Rhapsody: A Musical Adventure,6.7,
14181,17030,King Arthur,6.5,
14182,17031,Bass Rise,,
14183,17032,Dynamite Headdy,,
14184,17033,Choujikuu Yousai Macross: Ai Oboete Imasu ka,,
14185,17034,Arcania: Gothic 4,,
14186,17036,The Long Dark,,
14187,17037,Jake Power: Policeman,,
