,Rank,Name,Critic_Score,User_Score
780,1479,Skate 3,8.3,
781,1480,Tom Clancy's Rainbow Six: Siege,,
782,1481,World Soccer Winning Eleven 7 International,9.2,
783,1482,Divinity: Original Sin,,
784,1483,Madden NFL 12,7.8,
785,1487,Mario & Luigi: Dream Team,8.0,
786,1488,Mario Party,7.6,
787,1490,World of Warcraft: Mists of Pandaria,,
788,1491,Xenoblade Chronicles 2,8.2,9.2
789,1492,Call of Duty 3,8.0,8.4
790,1493,LEGO Star Wars II: The Original Trilogy,8.4,
791,1495,Madden NFL 11,8.3,
792,1496,Burnout 3: Takedown,9.3,
793,1499,Mortal Kombat,,
794,1500,Call of Duty 2: Big Red One,8.5,
795,1501,Medal of Honor,9.3,
796,1502,Kirby: Triple Deluxe,7.8,
797,1503,Guitar Hero: World Tour,8.6,
798,1504,WWE SmackDown! Shut Your Mouth,,
799,1505,Final Fantasy XIII-2,8.3,
800,1506,Medal of Honor Heroes,6.7,
801,1507,Hannah Montana,6.5,
802,1508,Need for Speed: Shift,8.2,
803,1509,Tom Clancy's Splinter Cell,,
804,1513,Star Wars: Shadows of the Empire,,
805,1514,Super Mario Bros. 2 (FDS),,
806,1516,Ace Combat 04: Shattered Skies,8.9,
807,1517,Medal of Honor,7.3,
808,1518,NBA 2K12,9.1,
809,1519,Midnight Club: Street Racing,,
810,1520,NBA 2K13,8.9,
811,1521,NBA 2K19,,
812,1522,ESPN NFL 2K5,,
813,1523,Madden NFL 18,8.2,
814,1524,FIFA Soccer 10,8.9,
815,1526,LittleBigPlanet,8.8,
816,1527,Harry Potter and the Chamber of Secrets,,
817,1531,Mario Strikers Charged,7.7,
818,1532,Monster Hunter 3G,7.6,
819,1533,NieR: Automata,,
820,1534,Streets of Rage,,
821,1535,Grand Theft Auto: Episodes from Liberty City,9.0,
822,1536,LEGO Star Wars: The Complete Saga,,
823,1537,Tom Clancy's The Division,,
824,1538,FIFA Soccer 09,8.6,
825,1539,NBA Live 2005,,
826,1542,WWE SmackDown vs. RAW 2007,8.0,
827,1543,Skylanders Giants,,
828,1544,Madden NFL 08,,
829,1545,Clubhouse Games,8.3,
830,1546,NBA 2K14,,
831,1547,Hot Shots Golf,,
832,1548,Dragon Age: Origins,8.5,
833,1549,FIFA 16,9.0,
834,1550,Ratchet & Clank Future: Tools of Destruction,8.9,
835,1552,Pokémon Stadium 2,7.9,
836,1555,Madden NFL 09,8.5,
837,1556,Crazy Taxi,8.2,
838,1558,Dragon Ball: Xenoverse,,
839,1561,Tomb Raider (2013),8.9,
840,1562,Midnight Club: Los Angeles,8.3,
841,1563,PES 2009: Pro Evolution Soccer,,
842,1564,Marvel: Ultimate Alliance,8.3,
843,1567,Black & White,9.3,
844,1570,Crisis Core: Final Fantasy VII,8.1,9.0
845,1571,Dance Central,8.4,
846,1573,Diablo,8.7,
847,1575,Dragon Ball Z: Budokai 3,,
848,1576,Dragon Quest II,,
849,1579,Far Cry,8.6,
850,1580,Final Fantasy Tactics,8.8,
851,1582,Forza Horizon 3,9.0,
852,1589,Missile Command,,
853,1593,Planet Coaster,,
854,1599,Warcraft III: The Frozen Throne,9.2,
855,1600,Rise of the Tomb Raider,,
856,1602,Paper Mario: Sticker Star,,
857,1603,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,9.8,
858,1604,NBA 2K15,,
859,1605,Game Party,2.6,
860,1606,Mortal Kombat: Deadly Alliance,8.2,
861,1607,Dungeon Defenders,8.3,
862,1609,Mario Party 2,,
863,1610,Saints Row: The Third,8.3,
864,1611,Tomb Raider: The Last Revelation,,
865,1612,Assassin's Creed Origins,,
866,1613,Pure,8.3,
867,1614,Rock Band,9.1,
868,1615,Minecraft,,
869,1616,Battlefield 1942,9.0,
870,1617,WarioWare Touched!,7.8,
871,1618,Batman: Arkham City,9.0,
872,1619,Madden NFL 16,8.4,
873,1620,Mario Party 4,7.0,
874,1621,Dying Light,,
875,1623,LEGO Harry Potter: Years 1-4,7.9,
876,1624,uDraw Studio,,
877,1626,Madden NFL 17,8.1,
878,1627,Twisted Metal 2,8.7,
879,1628,The Sims: Bustin' Out,,
880,1629,Dragon Ball FighterZ,9.0,
881,1632,Need for Speed Carbon: Own the City,7.4,
882,1633,Ice Hockey,,
883,1634,Sonic Adventure,8.9,
884,1635,Tom Clancy's Rainbow Six: Vegas 2,8.2,
885,1636,God of War Collection,9.2,
886,1637,Kinect: Disneyland Adventures,8.5,
887,1638,Pro Evolution Soccer 2011,6.0,
888,1639,ATV Offroad Fury,8.4,
889,1640,Pokémon Colosseum,7.0,
890,1641,NBA 2K16,8.3,
891,1642,Halo: Combat Evolved Anniversary,8.0,
892,1643,Need for Speed: ProStreet,,
893,1644,Tetris Plus,,
894,1645,Forza Motorsport 5,,
895,1646,Midnight Club: Los Angeles,8.0,
896,1647,Command & Conquer: Tiberian Sun,,
897,1649,Dino Crisis,8.9,
898,1650,Final Fantasy V,7.5,
899,1651,Monster Hunter Freedom 2,7.6,
900,1656,Pro Wrestling,,
901,1659,Theme Hospital,5.5,
902,1660,Madden NFL 11,8.4,
903,1661,Batman: Arkham Origins,,
904,1662,Frogger's Adventures: Temple of the Frog,6.7,
905,1663,Zumba Fitness,,
906,1664,Mario & Sonic at the London 2012 Olympic Games,6.8,
907,1665,Monopoly,,
908,1666,Mortal Kombat II (US & Others sales),,
909,1667,Dead Island,7.0,
910,1668,WCW/nWo Revenge,,
911,1669,Madden NFL 08,8.7,
912,1670,The Incredibles,5.9,
913,1671,Tony Hawk's Underground 2,,
914,1672,Fire Emblem: Awakening,9.0,
915,1673,The Legend of Zelda: The Wind Waker,9.3,
916,1674,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,,
917,1675,Madden NFL 10,8.5,
918,1676,Sonic's Ultimate Genesis Collection,8.1,
919,1677,Sleeping Dogs,8.5,
920,1678,Kirby's Dream Land 2,,
921,1679,Pokémon Mystery Dungeon: Red Rescue Team,,
922,1680,Destiny 2,,
923,1681,Captain Toad: Treasure Tracker,8.1,
924,1682,Donkey Kong Land 2,,
925,1683,Dragon Quest Monsters,,
926,1684,Pokémon Ranger: Shadows of Almia,6.7,
927,1685,WarioWare: Smooth Moves,8.2,
928,1686,LEGO Indiana Jones: The Original Adventures,7.8,
929,1687,Lego Marvel Super Heroes,,
930,1688,WWE SmackDown vs Raw 2008,,
931,1689,Dragon Age: Inquisition,8.6,
932,1690,Kinect Sports: Season Two,6.6,
933,1691,Madden NFL 25,7.8,
934,1692,Art Academy,6.8,
935,1694,My Fitness Coach,7.1,
936,1695,Assassin's Creed IV: Black Flag,8.3,
937,1696,Mario Super Sluggers,6.7,
938,1697,Mario Tennis,8.8,
939,1698,Grand Theft Auto,6.0,
940,1699,James Bond 007: Everything or Nothing,,
941,1700,Mafia II,7.6,
942,1701,Need for Speed: High Stakes,,
943,1702,Mario Paint,,
944,1703,The Sims 3,8.0,
945,1704,Cool Boarders 3,,
946,1705,LEGO Star Wars: The Complete Saga,8.0,
947,1707,Chrono Trigger,8.8,
948,1708,Daxter,8.6,
949,1710,Final Fantasy III,7.4,
950,1712,Resident Evil 4,9.6,9.3
951,1714,LEGO Harry Potter: Years 1-4,8.0,
952,1715,Dead Island,6.7,
953,1716,Tomb Raider II,8.2,
954,1718,Need for Speed Underground 2,8.0,
955,1719,Pro Evolution Soccer 2010,7.0,
956,1721,Mario Bros.,,
957,1723,FIFA Soccer 09,,
958,1724,Star Wars Battlefront II (US sales),,
959,1726,Animal Crossing,8.3,
960,1727,Classic NES Series: Super Mario Bros.,8.3,
961,1728,Kirby Squeak Squad,7.3,
962,1729,Mario Party 10,6.3,
963,1730,Madden NFL 12,7.8,
964,1731,Borderlands 2,,
965,1733,No Man's Sky,6.8,
966,1734,Cool Boarders 2,,
967,1735,Battlefield 2,9.0,
968,1736,Dynasty Warriors 4,,
969,1737,Guitar Hero III: Legends of Rock,8.2,8.0
970,1738,Just Dance Kids,,
971,1739,Madden NFL 15,,
972,1740,Call of Duty 3,6.8,7.3
973,1741,Batman: Arkham Asylum,9.3,
974,1742,Sonic Advance,,
975,1743,Super Mario All-Stars: Limited Edition,7.2,
976,1744,Taiko no Tatsujin: Drum 'n' Fun!,7.5,
977,1745,Spyro: Season of Ice,,
978,1746,Air Combat,7.0,
979,1747,Teenage Mutant Ninja Turtles II: The Arcade Game,,
980,1748,Dance Dance Revolution X2,,
981,1749,Battlefield V,,
982,1750,Prince of Persia: The Sands of Time,9.0,9.1
983,1751,FIFA 19,,
984,1752,Star Wars: The Force Unleashed,6.8,
985,1753,The Legend of Zelda: Link's Awakening DX,9.4,
986,1754,NBA 2K14,,
987,1756,Madden NFL 19,,
988,1757,Yokai Watch 3: Sushi / Tempura / Sukiyaki,,
989,1758,Guitar Hero II,9.2,
990,1759,LEGO Indiana Jones: The Original Adventures,,
991,1760,Need for Speed: Hot Pursuit,8.8,
992,1761,Rock Band 2,9.2,
993,1768,Neverwinter Nights,8.7,
994,1769,R.B.I. Baseball,,
995,1773,Wario Land 3,,
996,1774,Wario Land 4,,
997,1776,BioShock 2,8.6,
998,1777,High School Musical: Makin' the Cut!,7.3,
999,1778,Final Fantasy XIII,8.1,
1000,1779,Skylanders SWAP Force,,
1001,1780,FIFA 15,7.9,
1002,1781,Star Wars: Knights of the Old Republic,9.4,10.0
1003,1782,Donkey Kong Country,9.1,
1004,1783,Kirby's Pinball Land,,
1005,1784,Pro Evolution Soccer 2012,7.5,
1006,1785,Need for Speed: Payback,5.8,
1007,1787,Yu-Gi-Oh: Duel Monsters 4,,
1008,1788,ATV Offroad Fury 2,8.7,
1009,1789,Destiny: The Taken King,,
1010,1790,Spyro Reignited Trilogy,,
1011,1791,Mario Party 5,5.9,
1012,1792,Star Wars: Rogue Squadron,9.0,
1013,1793,Tennis,,
1014,1794,Ratchet: Deadlocked,,
1015,1795,PlayerUnknown's Battlegrounds,,
1016,1796,Need for Speed Rivals,,
1017,1797,PlayStation VR Worlds,,
1018,1798,Devil May Cry,9.1,9.3
1019,1799,The Sims: House Party,,
1020,1800,Your Shape featuring Jenny McCarthy,6.0,
1021,1801,Syphon Filter 2,,
1022,1802,Battlefield: Hardline,,
1023,1804,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,,
1024,1805,Mario & Luigi: Superstar Saga,8.8,
1025,1806,Volleyball,,
1026,1808,Mahjong,,
1027,1809,Mario & Sonic at the Olympic Games,7.2,
1028,1810,R.C. Pro-Am,,
1029,1811,SimCity 2000,8.0,
1030,1812,Super Mario RPG: Legend of the Seven Stars,,
1031,1813,Call of Duty: Roads to Victory,6.1,
1032,1814,Demon Attack,,
1033,1815,Dance Dance Revolution Extreme,,
1034,1817,Naruto to Boruto: Shinobi Striker,8.5,
1035,1818,NBA 2K12,9.0,
1036,1819,Borderlands,8.2,
1037,1820,Mortal Kombat (2011),8.6,
1038,1821,Golf,,
1039,1822,NBA 2K11,8.8,
1040,1824,Tony Hawk's Pro Skater,9.3,
1041,1825,PES 2009: Pro Evolution Soccer,7.7,
1042,1826,Need for Speed: Hot Pursuit 2,8.7,
1043,1827,Scooby-Doo! Night of 100 Frights,,
1044,1829,Killzone: Shadow Fall,9.0,
1045,1830,Kirby: Nightmare in Dream Land,8.1,
1046,1832,Onimusha 2: Samurai's Destiny,8.5,
1047,1833,Battlefield 4,,
1048,1834,Need for Speed: Most Wanted 5-1-0,7.4,
1049,1835,Just Dance 2015,,
1050,1836,Finding Nemo,,
1051,1837,Madden NFL 15,,
1052,1838,Grand Theft Auto: Episodes from Liberty City,9.0,
1053,1839,Total War: WARHAMMER,,
1054,1840,Tetris Worlds,,
1055,1842,Sim Theme Park,8.1,
1056,1843,Rock Band,8.2,
1057,1844,Portal 2,9.6,
1058,1845,Mario Party 7,6.0,
1059,1847,Wipeout: The Game,,
1060,1848,Metal Gear Solid: Peace Walker,8.6,
1061,1849,Spec Ops: Airborne Commando,,
1062,1850,Dance Dance Revolution: Hottest Party,,
1063,1851,The Sims 2: Pets,4.8,
1064,1852,Rise of the Tomb Raider,,
1065,1853,UFC 2009 Undisputed,8.4,
1066,1854,Dragon Ball: Xenoverse 2,,
1067,1855,Professor Layton and the Last Specter,8.4,
1068,1856,The Incredibles,5.4,
1069,1857,Yoshi's New Island,,
1070,1858,Call of Duty 2,8.8,9.1
1071,1859,Hitman: Absolution,,
1072,1860,Toy Story 3: The Video Game,,
1073,1861,R4: Ridge Racer Type 4,9.1,
1074,1862,Tom Clancy's Splinter Cell: Conviction,8.6,
1075,1863,Need for Speed: Undercover,5.9,
1076,1864,Need for Speed: ProStreet,7.1,
1077,1865,The Elder Scrolls Online: Tamriel Unlimited,,
1078,1866,Mortal Kombat vs DC Universe,7.6,
1079,1867,NBA Jam,,
1080,1868,Famista '89 - Kaimaku Han!!,,
1081,1869,Dark Souls,9.0,
1082,1870,Middle-Earth: Shadow of War,,
1083,1871,SOCOM: U.S. Navy SEALs: Combined Assault,,
1084,1872,Need for Speed: ProStreet,7.2,
1085,1873,Madden NFL 25,7.5,
1086,1874,Carnival Games,,
1087,1875,Peter Jackson's King Kong: The Official Game of the Movie,,
1088,1876,Dead or Alive 3,8.3,
1089,1877,LEGO City Undercover: The Chase Begins,6.2,
1090,1878,PGR4 - Project Gotham Racing 4,8.6,
1091,1879,Dance Central 2,8.6,
1092,1880,Dragon Quest XI: Echoes of an Elusive Age,9.5,
1093,1881,NBA 2K17,8.8,
1094,1882,Skate 3,,
1095,1883,1080°: TenEighty Snowboarding,9.1,
1096,1884,Mario Hoops 3 on 3,7.1,
1097,1885,Serious Sam 3: BFE,7.0,
1098,1886,Rayman Raving Rabbids: TV Party,7.1,
1099,1887,NBA Live 2004,,
1100,1888,The Sims 3,8.1,
1101,1889,Donkey Kong Country: Tropical Freeze,8.8,9.1
1102,1890,Onimusha: Warlords,8.7,7.3
1103,1891,Just Dance 3,5.5,
1104,1892,Rocket League,8.7,
1105,1893,NBA 2K18,7.7,
1106,1894,Call of Duty: Black Ops 3,,
1107,1895,Need for Speed: The Run,6.3,
1108,1898,Dead Space,8.9,
1109,1900,Age of Empires II: The Age of Kings,9.3,
1110,1901,Age of Empires III,8.3,
1111,1906,Beyond: Two Souls,,
1112,1912,Command & Conquer: Red Alert,9.3,
1113,1918,Deca Sports,5.3,
1114,1921,Diablo II: Lord of Destruction,,
1115,1923,Disney Epic Mickey,7.0,
1116,1926,Dragon Ball Z: Budokai Tenkaichi,,
1117,1927,Dragon Quest Monsters: Joker 2,8.1,
1118,1928,Dragon Warrior,,
1119,1940,inFAMOUS,8.7,9.1
1120,1941,Killzone,6.8,
1121,1945,Mario + Rabbids: Kingdom Battle,8.3,
1122,1953,Operation Flashpoint: Cold War Crisis,,
1123,1959,Resident Evil 4,9.2,9.7
1124,1962,S.T.A.L.K.E.R.: Shadow of Chernobyl,8.0,
1125,1964,Saints Row,8.0,
1126,1967,Silent Hill,8.9,
1127,1968,SimCity (2013),,
1128,1971,Space Invaders,,
1129,1974,Star Wars: The Old Republic,8.4,
1130,1976,Super Street Fighter II,,
1131,1982,The 7th Guest,,
1132,1998,WWE SmackDown! Here Comes the Pain,,
1133,2000,Your Shape: Fitness Evolved,7.0,
1134,2001,Yu-Gi-Oh! Forbidden Memories,7.0,
1135,2002,TouchMaster,6.9,
1136,2003,Mortal Kombat vs DC Universe,7.6,
1137,2004,Tenchu: Stealth Assassins,8.8,
1138,2006,Tennis,,
1139,2007,Harry Potter and the Chamber of Secrets,7.2,
1140,2008,Just Cause 3,7.5,
1141,2009,Harry Potter and the Chamber of Secrets,,
1142,2010,Mario Sports Mix,6.0,
1143,2011,SimCity,,
1144,2012,BioShock Infinite,,
1145,2013,Spyro: Enter the Dragonfly,,
1146,2014,Resident Evil 6,,
1147,2015,Stellaris,,
1148,2016,E.T.: The Extra Terrestrial,,
1149,2017,Dishonored 2,,
1150,2018,Hot Shots Golf: Open Tee,8.4,
1151,2019,Inazuma Eleven 2: Blizzard / Firestorm,,
1152,2020,Rad Racer,,
1153,2021,Soccer,,
1154,2022,Lego Marvel Super Heroes,,
1155,2023,Tom Clancy's Rainbow Six: Vegas,8.8,
1156,2024,Crash Nitro Kart,,
1157,2025,Grand Theft Auto: San Andreas,9.2,
1158,2026,Pokémon Battle Revolution,5.2,
1159,2027,Star Wars: Dark Forces,,
1160,2028,Call of Duty: Black Ops 3,,
1161,2029,Burnout Paradise,9.0,
1162,2030,NBA Street Vol. 2,,
1163,2031,Forza Horizon,,
1164,2032,Destiny,,
1165,2033,Def Jam Vendetta,,
1166,2034,Alleyway,,
1167,2036,Scooby Doo and the Cyber Chase,,
1168,2037,FIFA Soccer 09,8.7,
1169,2038,Call of Duty: World at War,8.1,8.9
1170,2039,Jet Moto 2,,
1171,2040,Tom Clancy's Ghost Recon,,
1172,2042,X-Men Legends,8.6,
1173,2043,Kirby's Return to Dreamland,7.6,
1174,2044,Mortal Kombat II,,
1175,2045,Virtua Fighter 2,,
1176,2046,The Legend of Zelda: Oracle of Ages,9.4,
1177,2047,Guitar Hero: World Tour,8.5,
1178,2048,Red Faction,9.1,
1179,2049,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,,
1180,2050,The Sims: Makin' Magic,,
1181,2051,MX Unleashed,,
1182,2052,Star Wars Battlefront II (2017),,
1183,2053,Need for Speed: Shift,8.2,
1184,2055,Lego Marvel Super Heroes,,
1185,2056,Mario Party 3,7.0,
1186,2057,Paper Mario: The Thousand-Year Door,9.0,
1187,2058,Madden NFL 18,8.8,
1188,2059,Star Wars Rogue Leader: Rogue Squadron II,9.2,
1189,2060,Tomb Raider (2013),8.5,
1190,2061,Dark Souls III,,
1191,2062,Dissidia: Final Fantasy,8.1,10.0
1192,2063,Dragon Quest Monsters: Joker,7.6,
1193,2066,Monster Hunter Tri,8.1,10.0
1194,2069,Octopath Traveler,8.1,
1195,2070,Parasite Eve,7.9,
1196,2074,Batman: Arkham Origins,,
1197,2076,Ratchet & Clank: All 4 One,7.5,
1198,2077,Dark Souls: Remastered,,
1199,2078,Monopoly,,
1200,2079,Minecraft,9.2,
1201,2080,Madden NFL 09,8.6,
1202,2081,Toy Story Mania!,,
1203,2082,Game Party 2,,
1204,2083,Tetris DX,,
1205,2085,Mortal Kombat: Deception,7.4,
1206,2086,Hot Shots Golf 2,,
1207,2087,Medal of Honor: European Assault (All Region sales),,
1208,2088,WCW Nitro,,
1209,2090,High School Musical: Sing It!,,
1210,2091,FIFA 2000,8.8,
1211,2092,inFAMOUS 2,8.1,
1212,2093,Star Wars: The Force Unleashed,6.8,7.4
1213,2094,The Legend of Zelda: Oracle of Seasons,9.3,
1214,2096,Madden NFL 06,,
1215,2097,Shrek 2,6.9,
1216,2098,Sonic Classic Collection,7.5,
1217,2099,The Legend of Dragoon,7.8,6.5
1218,2101,The Evil Within,7.7,
1219,2102,SingStar,8.0,
1220,2103,Max Payne 3,,
1221,2104,NBA Live 2002,,
1222,2106,Jak 3,,
1223,2108,Batman: Arkham Origins,,
1224,2109,Kirby's Epic Yarn,8.7,
1225,2110,Pinball,,
1226,2112,Phineas and Ferb,,
1227,2113,Ratchet & Clank Future: A Crack in Time,8.7,9.0
1228,2114,Gran Turismo Concept 2001 Tokyo,,
1229,2115,Forza Horizon 4,9.2,
1230,2116,NCAA Football 06,,
1231,2117,Rayman Raving Rabbids 2,6.6,
1232,2118,Watch Dogs,,
1233,2119,2 Games in 1: Sonic Advance & ChuChu Rocket!,,
1234,2120,Jet Moto,,
1235,2121,"Hey You, Pikachu!",,
1236,2122,Secret of Mana,9.1,
1237,2123,Sonic Mega Collection Plus,,
1238,2124,The Elder Scrolls V: Skyrim Special Edition,8.1,
1239,2126,Dragon Quest XI,,
1240,2127,Donkey Kong Country,7.5,
1241,2128,Dragon Ball: Xenoverse 2,8.0,
1242,2129,Sonic & Knuckles,,
1243,2130,Star Fox Adventures,8.1,
1244,2131,Wolfenstein: The New Order,,
1245,2132,BioShock Infinite,9.5,
1246,2133,Namco Museum,,
1247,2134,The Sims: Hot Date,,
1248,2135,The Orange Box,9.7,
1249,2136,DDRMAX2: Dance Dance Revolution,,
1250,2137,Crazy Taxi,9.3,
1251,2138,NBA 2K11,,
1252,2139,Sly 2: Band of Thieves,,
1253,2140,Alan Wake,,
1254,2141,Guitar Hero: World Tour,,
1255,2142,Ace Combat 5: The Unsung War,9.2,
1256,2143,Sonic Advance 2,,
1257,2144,Dead Rising,8.4,
1258,2145,Dragon Quest V: Tenkuu no Hanayome,,
1259,2146,EA Sports Active,8.3,
1260,2148,Guitar Hero,8.0,
1261,2149,Kingdom Hearts HD I.5 + II.5 ReMIX,,
1262,2150,Monster Hunter Double Cross,,
1263,2151,Namco Museum DS,,
1264,2152,Sonic Colors,7.7,
1265,2156,NFL GameDay 2000,,
1266,2157,Resistance 3,8.3,
1267,2158,Dark Souls II: Scholar of the First Sin,,
1268,2160,New Play Control! Mario Power Tennis,6.6,
1269,2161,Samurai Warriors,,
1270,2162,The Lion King,,
1271,2163,Wii Party U,6.6,
1272,2164,LEGO Star Wars III: The Clone Wars,7.5,
1273,2165,The Crew,,
1274,2166,Midnight Club II,,
1275,2167,SpongeBob SquarePants: SuperSponge,,
1276,2168,The Getaway: Black Monday,,
1277,2169,Far Cry 5,7.2,
1278,2170,Mad Max (2013),,
1279,2171,50 Cent: Bulletproof,,
1280,2172,Dynasty Warriors 3,,
1281,2174,Kirby 64: The Crystal Shards,7.9,
1282,2176,UFC 2009 Undisputed,8.4,
1283,2177,Dragon's Dogma,,
1284,2178,High School Musical: Sing It!,6.4,
1285,2179,Ori and the Blind Forest: Definitive Edition,,
1286,2180,WWF Attitude,,
1287,2181,The SpongeBob SquarePants Movie,6.6,
1288,2183,Kid Icarus,,
1289,2184,Sonic the Hedgehog 3,,
1290,2185,The Legend of Zelda: The Minish Cap,8.9,
1291,2186,Def Jam: Fight for NY,,
1292,2187,Tom Clancy's Ghost Recon,,
1293,2188,State of Emergency,8.0,
1294,2189,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,,
1295,2190,The Urbz: Sims in the City,,
1296,2191,Star Wars: Starfighter,,
1297,2192,Madden NFL 2000,,
1298,2193,Just Cause 2,8.3,
1299,2194,Star Wars Battlefront,,
1300,2195,Pro Evolution Soccer,,
1301,2196,Metal Gear Solid V: The Phantom Pain,,
1302,2198,Disney's Aladdin,,
1303,2199,Kirby's Adventure,,
1304,2200,Yoshi,,
1305,2201,For Honor,,
1306,2202,FIFA Soccer 08,8.5,
1307,2203,Dance Dance Revolution X,,
1308,2204,2 Games in 1: Disney Princess & The Lion King,,
1309,2205,Mortal Kombat X,,
1310,2206,Star Wars Episode I: The Phantom Menace,,
1311,2207,Max Payne 3,9.0,
1312,2208,NBA 2K15,,
1313,2209,NBA 2K19,,
1314,2211,Shadow of the Tomb Raider,,
1315,2212,SSX Tricky,9.2,
1316,2213,Twisted Metal III,4.4,
1317,2214,Harry Potter and the Sorcerer's Stone,,
1318,2215,Mario & Luigi: Partners in Time,8.8,
1319,2217,Crash Bandicoot: The Huge Adventure,8.3,
1320,2218,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,9.7,
1321,2219,Dishonored,,
1322,2220,Call of Duty: World at War Final Fronts,6.8,
1323,2221,Cruis'n USA,,
1324,2222,Metroid II: Return of Samus,7.3,
1325,2223,Hot Shots Golf Fore!,,
1326,2224,Titanfall 2,8.9,
1327,2225,Game Party 3,,
1328,2226,Madden NFL 2005,,
1329,2227,Deal or No Deal,,
1330,2228,Injustice 2,,
1331,2229,The Beatles: Rock Band,9.0,
1332,2230,Toy Story 2: Buzz Lightyear to the Rescue!,,
1333,2231,Imagine: Teacher,,
1334,2232,Call of Duty: Modern Warfare 3,8.0,
1335,2233,Need for Speed Underground,,
1336,2234,Tetris Worlds,,
1337,2235,Call of Duty Black Ops: Declassified,3.2,
1338,2236,Portal 2,9.6,
1339,2237,FIFA Soccer 10,,
1340,2238,Hitman: Absolution,,
1341,2240,Chrono Cross,9.7,9.8
1342,2242,Devil May Cry 2,6.5,
1343,2243,Dragon Quest V: Hand of the Heavenly Bride,8.6,
1344,2244,Dragon Quest VI: Realms of Revelation,7.6,
1345,2245,Dungeon Siege,,
1346,2246,Dynasty Warriors 5,,
1347,2247,Final Fantasy II,10.0,
1348,2248,Final Fantasy Tactics Advance,,
1349,2252,Kingdom Hearts 358/2 Days,7.5,
1350,2253,Kingdom Hearts: Birth by Sleep,7.9,
1351,2254,Lost Planet: Extreme Condition,7.6,
1352,2257,Super Princess Peach,7.8,
1353,2258,Super Puyo Puyo,,
1354,2259,Tekken 6,7.8,
1355,2260,The Legend of Zelda: Breath of the Wild,10.0,10.0
1356,2264,NCAA Football 07,8.9,
1357,2266,Ben 10: Protector of Earth,,
1358,2267,Cabela's Big Game Hunter 2010,5.5,
1359,2268,SOCOM 3: U.S. Navy SEALs,,
1360,2269,Saints Row IV,,
1361,2270,Jampack Winter '99,,
1362,2271,Cooking Mama 3: Shop & Chop,,
1363,2272,Tomodachi Collection: New Life,,
1364,2273,Need for Speed: Undercover,6.3,
1365,2275,WCW vs. nWo: World Tour,,
1366,2276,Harry Potter and the Sorcerer's Stone,6.6,
1367,2277,Dragon Ball Z: The Legacy of Goku,6.5,
1368,2278,The Sims 3: Late Night Expansion Pack,7.5,
1369,2279,LEGO Batman 2: DC Super Heroes,,
1370,2280,Far Cry 4,8.5,
1371,2281,Saints Row 2,7.9,
1372,2282,World Championship Poker: Featuring Howard Lederer - All In,,
1373,2283,Star Wars Battlefront: Renegade Squadron,7.5,
1374,2284,Time Crisis,8.5,
1375,2285,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,,
1376,2286,Virtua Fighter 4,9.3,
1377,2287,Planetary Annihilation,,
1378,2288,The Sims: Superstar,,
1379,2290,SSX 3,,
1380,2291,Madden NFL 2001,,
1381,2292,Dragon Age: Origins,8.7,
1382,2293,Star Wars Battlefront II,,
1383,2294,Disney's DuckTales,,
1384,2295,"Monsters, Inc.",,
1385,2296,Pokémon Super Mystery Dungeon,7.7,
1386,2297,Tony Hawk's Pro Skater 3,,
1387,2298,PGR: Project Gotham Racing 2,8.9,
1388,2299,Destiny,,
1389,2300,Fight Night Round 3,,
1390,2301,Spy Hunter,,
1391,2302,NCAA Football 2004,8.1,
1392,2303,SpongeBob SquarePants: Battle for Bikini Bottom,5.8,
1393,2304,Disney Infinity,,
1394,2305,Shaun White Snowboarding: Road Trip,7.8,
1395,2306,SSX,,
1396,2307,NBA Ballers,,
1397,2308,NBA Live 2003,,
1398,2309,NBA 2K15,,
1399,2310,Ms. Pac-Man,,
1400,2311,Star Wars The Clone Wars: Lightsaber Duels,,
1401,2312,Dragon Ball Z: Budokai Tenkaichi 2,,
1402,2313,Golden Sun,9.1,
1403,2316,Street Fighter II': Special Champion Edition,,
1404,2317,Super Scope 6,,
1405,2318,MySims,7.1,
