Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
9489,Monster Hunter G,Wii,2009.0,Role-Playing,Capcom  ,,,0.25,,,
9491,Major League Baseball 2K7,PS3,2007.0,Sports,2K Sports  ,0.23,,,0.02,,
9493,Project Overkill,PS,1996.0,Shooter,Konami  ,0.14,0.09,,0.02,,
9494,Jumping Flash! 2,PS,1996.0,Platform,Sony Computer Entertainment  ,0.05,0.03,0.15,0.02,,
9495,Nickelodeon Party Blast,GC,2002.0,Misc,Atari  ,0.19,0.05,,0.01,,
9497,Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix  ,0.12,0.09,,0.03,7.3,
9498,Choro Q2,PS,1997.0,Racing,Takara  ,,,0.23,0.02,,
9500,Transformers: War for Cybertron -- Autobots,DS,2010.0,Action,Activision  ,0.22,0.01,,0.02,,
9501,Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,Knowledge Adventure  ,0.18,0.07,,0.0,6.0,
9502,X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision  ,0.19,0.05,,0.01,8.2,
9503,Racquet Sports,Wii,2010.0,Sports,Ubisoft  ,0.13,0.09,,0.02,,
9504,Hasbro Family Game Night 3,PS3,2010.0,Misc,Electronic Arts  ,0.18,0.04,,0.03,,
9505,Far Cry: Primal,PC,2016.0,Action-Adventure,Ubisoft  ,0.07,0.16,,0.02,8.0,
9506,Sorry! / Aggravation / Scrabble Junior,GBA,2005.0,Misc,DSI Games  ,0.18,0.07,,0.0,,
9507,NBA Courtside 2002,GC,2002.0,Sports,Nintendo  ,0.19,0.05,,0.01,7.6,
9508,Valkyria Chronicles 4,PS4,2018.0,Role-Playing,Sega  ,0.1,0.03,0.08,0.03,,
9509,Classic NES Series: Excitebike,GBA,2004.0,Racing,Nintendo  ,0.11,0.04,0.1,0.01,,
9510,FIFA 14,PSP,2013.0,Sports,EA Sports  ,,0.19,,0.05,,
9511,Classic NES Series: Xevious,GBA,2004.0,Shooter,Nintendo  ,0.08,0.03,0.12,0.01,,
9512,Avatar: The Last Airbender - Into the Inferno,PS2,2008.0,Adventure,THQ  ,0.12,0.09,,0.03,,
9514,NBA Live 18,PS4,2017.0,Sports,EA Sports  ,0.2,,,0.05,,
9515,Dora the Explorer: Journey to the Purple Planet,PS2,2006.0,Education,Global Star Software  ,0.12,0.09,,0.03,,
9516,Tales of Hearts,DS,2008.0,Role-Playing,Namco Bandai  ,,,0.24,,,
9517,Digimon World: Data Squad,PS2,2007.0,Role-Playing,Namco Bandai  ,0.12,0.09,,0.03,,
9518,Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision  ,0.23,,,0.02,,
9519,Atelier Meruru: Alchemist of Arland 3,PS3,2012.0,Role-Playing,NIS America  ,0.05,0.0,0.18,0.01,,
9522,Catz,GBA,2006.0,Simulation,Ubisoft  ,0.18,0.06,,0.0,,
9523,That's So Raven: Psychic on the Scene,DS,2006.0,Adventure,Buena Vista  ,0.23,,,0.02,,
9524,7th Dragon III Code: VFD,3DS,2016.0,Role-Playing,Sega  ,0.06,0.04,0.13,0.01,7.5,
9526,Jikkyou Powerful Pro Yakyuu 2001,PS,2001.0,Sports,Konami  ,,,0.23,0.02,,
9528,Mega Man X Collection,PS2,2006.0,Misc,Capcom  ,0.12,0.09,,0.03,7.5,
9530,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment  ,0.07,0.13,,0.04,,
9532,Lumines: Electronic Symphony,PSV,2012.0,Puzzle,Ubisoft  ,0.09,0.1,0.01,0.05,,
9533,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive  ,0.05,0.15,,0.04,,
9534,Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft  ,0.2,0.03,,0.02,8.0,
9535,X-Men: Destiny,PS3,2011.0,Action,Activision  ,0.14,0.07,,0.03,5.1,
9536,Lunar: Silver Star Harmony,PSP,2010.0,Role-Playing,Xseed Games  ,0.19,,0.03,0.02,7.9,
9537,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011.0,Action,Konami  ,,,0.24,,,
9538,Just Dance Kids 2,PS3,2011.0,Misc,Ubisoft  ,0.1,0.1,,0.04,,
9539,Toukiden: The Age of Demons,PSV,2015.0,Action,Tecmo Koei  ,0.03,0.02,0.18,0.02,,
9540,Star Wars Battlefront,PC,2004.0,Shooter,LucasArts  ,0.08,0.14,,0.02,,
9541,Game of Thrones,PS3,2012.0,Role-Playing,Atlus  ,0.1,0.11,,0.04,,
9542,Persona 5,PS3,2017.0,Role-Playing,Atlus  ,0.07,0.02,0.14,0.02,,8.0
9543,Gallop Racer (JP),PS,1996.0,Sports,Tecmo  ,0.04,0.03,0.16,0.02,,
9544,Spawn the Eternal,PS,1997.0,Action,Sony Computer Entertainment  ,0.14,0.09,,0.02,1.9,
9545,Army Men: Sarge's Heroes 2,PS,2000.0,Action,3DO  ,0.14,0.09,,0.02,,
9546,MLB,PSP,2005.0,Sports,Sony Computer Entertainment  ,0.23,,,0.02,8.0,
9548,Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters  ,0.21,0.01,,0.02,,
9549,Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,Activision  ,0.22,0.01,,0.02,,
9550,Disney Stitch Jam,DS,2010.0,Misc,Disney Interactive Studios  ,0.07,,0.16,0.01,,
9551,Britney's Dance Beat,PS2,2002.0,Misc,THQ  ,0.12,0.09,,0.03,,
9552,Call of Duty: Modern Warfare Remastered,XOne,2017.0,Shooter,Activision  ,0.16,0.06,,0.02,8.2,
9553,Virtua Tennis 4,X360,2011.0,Sports,Sega  ,0.12,0.09,0.01,0.02,6.5,
9554,Guitar Freaks,PS,1999.0,Simulation,Konami  ,,,0.23,0.02,,
9555,.hack//G.U. Last Recode,PS4,2017.0,Role-Playing,Namco Bandai Games  ,0.1,0.04,0.08,0.03,,
9556,World Soccer Winning Eleven 7,PS2,2003.0,Sports,Konami  ,0.12,0.09,,0.03,,
9558,Namco Tennis Smash Court,PS,1996.0,Sports,Sony Computer Entertainment  ,,,0.23,0.02,,
9559,SRS: Street Racing Syndicate,XB,2004.0,Racing,Namco  ,0.18,0.05,,0.01,,
9560,Fuel,PS3,2009.0,Racing,Codemasters  ,0.08,0.11,0.0,0.04,6.6,
9562,Vexx,PS2,2003.0,Platform,Acclaim Entertainment  ,0.12,0.09,,0.03,5.9,
9564,Hello Neighbor,NS,2018.0,Action,Gearbox Software  ,0.12,0.1,,0.02,,
9565,NBA Live 10,PSP,2009.0,Sports,EA Sports  ,0.21,0.0,0.01,0.02,5.9,
9566,Street Fighter Alpha Anthology,PS2,2006.0,Fighting,Capcom  ,0.11,0.08,0.02,0.03,,
9567,Pro Yakyuu Spirits 2011,PSP,2011.0,Sports,Konami  ,,,0.24,,,
9568,TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts  ,0.12,0.09,,0.03,,
9569,Harvest Moon: Magical Melody,GC,2006.0,Simulation,Natsume  ,0.19,0.05,,0.01,8.0,
9570,Zumba Fitness: World Party,XOne,2013.0,Misc,Majesco Entertainment  ,0.17,0.05,,0.02,,
9571,Ride,PS4,2015.0,Racing,Milestone S.r.l.  ,0.04,0.13,0.03,0.03,,
9573,Genma Onimusha,XB,2002.0,Action,Capcom  ,0.14,0.04,0.05,0.01,,
9574,DK: King of Swing,GBA,2005.0,Platform,Nintendo  ,0.17,0.06,,0.0,7.1,
9575,K-1 Revenge,PS,1999.0,Fighting,Jaleco  ,0.04,0.03,0.16,0.02,,
9576,G-Police,PS,1997.0,Action,Sony Computer Entertainment  ,0.13,0.09,,0.02,,
9577,Lego Star Wars: The Force Awakens,X360,2016.0,Action-Adventure,Warner Bros. Interactive Entertainment  ,0.08,0.14,,0.02,,
9578,Ultimate Band,Wii,2008.0,Misc,Disney Interactive Studios  ,0.19,0.03,,0.02,,
9579,Command & Conquer 3: Kane's Wrath,X360,2008.0,Strategy,Electronic Arts  ,0.16,0.06,,0.02,7.0,
9581,Corvette,XB,2003.0,Racing,TDK Mediactive  ,0.18,0.05,,0.01,,
9583,AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games  ,0.21,0.01,,0.02,,
9584,Dreamcast Collection,X360,2011.0,Misc,Sega  ,0.16,0.06,,0.02,5.3,
9585,Just Dance 2017,PS4,2016.0,Misc,Ubisoft  ,0.08,0.12,,0.04,,
9587,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010.0,Platform,D3 Publisher  ,0.1,0.09,,0.05,,
9589,Burnout 2: Point of Impact,XB,2003.0,Racing,Acclaim Entertainment  ,0.18,0.05,,0.01,,
9590,Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega  ,0.12,0.09,,0.03,,
9591,Imagine: Teacher Class Trip,DS,2009.0,Adventure,Ubisoft  ,0.1,0.12,,0.02,,
9592,Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei  ,0.16,0.06,,0.02,5.9,
9593,Kill.Switch,XB,2003.0,Shooter,Namco  ,0.18,0.05,,0.01,,
9594,Homefront,PC,2011.0,Shooter,THQ  ,0.11,0.1,,0.03,6.6,
9595,Saints Row IV: Re-Elected,XOne,2015.0,Action,Deep Silver  ,0.13,0.09,,0.02,,
9596,The Escapists 2,PS4,2017.0,Action,Sold Out  ,0.04,0.16,,0.04,,
9597,Dancing With The Stars,Wii,2007.0,Misc,Activision  ,0.22,,,0.02,,
9598,Pictionary: Ultimate Edition,PS3,2011.0,Misc,THQ  ,0.15,0.06,,0.04,,
9599,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft  ,0.19,0.05,,0.01,8.1,
9600,Summon Night 3,PS2,2003.0,Role-Playing,Banpresto  ,,,0.24,,,
9601,Pro Yakyuu Spirits 2010,PSP,2010.0,Sports,Konami  ,,,0.24,,,
9602,The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts  ,0.19,0.05,,0.01,6.0,
9603,Farming Simulator 2015,XOne,2015.0,Simulation,Focus Home Interactive  ,0.13,0.09,,0.02,,
9606,Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft  ,0.18,0.05,,0.01,,
9607,Paws & Claws: Pet Resort,DS,2008.0,Simulation,THQ  ,0.22,,,0.02,,
9608,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Majesco  ,0.17,0.06,,0.0,,
9609,Dragon Ball Z: Sagas,XB,2005.0,Fighting,Atari  ,0.18,0.05,,0.01,,
9610,The Price Is Right 2010 Edition,Wii,2009.0,Misc,Ubisoft  ,0.22,,,0.02,,
9611,Bakugan: Battle Brawlers,X360,2009.0,Action,Activision  ,0.2,0.02,,0.02,,
9612,Sakura Wars: Atsuki Chishio Ni,PS2,2003.0,Role-Playing,Sega  ,,,0.24,,,
9614,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005.0,Puzzle,Namco  ,0.17,0.06,,0.0,,
9615,NHRA Championship Drag Racing,PS2,2005.0,Racing,ValuSoft  ,0.12,0.09,,0.03,,
9616,Boogie SuperStar,Wii,2008.0,Misc,Electronic Arts  ,0.2,0.02,,0.02,,
9617,Monster Jam,PS2,2007.0,Racing,Activision  ,0.12,0.09,,0.03,,
9618,Cradle of Rome,DS,2008.0,Puzzle,D3 Publisher  ,0.05,0.16,,0.03,,
9619,Resident Evil Archives: Resident Evil Zero,Wii,2009.0,Action,Capcom  ,0.13,0.04,0.06,0.01,5.8,
9620,Driver '76,PSP,2007.0,Racing,Ubisoft  ,0.03,0.14,,0.07,5.5,
9621,Transformers: Devastation,PS4,2015.0,Action,Activision  ,0.11,0.09,,0.04,,
9623,Harvest Moon: Another Wonderful Life,GC,2005.0,Role-Playing,Natsume  ,0.19,0.05,,0.01,7.7,
9624,Jikkyou Powerful Pro Yakyuu 15,PS2,2008.0,Sports,Konami  ,,,0.24,,,
9625,Front Line,2600,1982.0,Action,Taito  ,0.22,0.01,,0.0,,
9626,Army Men: Air Combat,N64,2000.0,Action,3DO  ,0.19,0.05,,0.0,7.6,
9627,Midway's Greatest Arcade Hits Volume 1,N64,2000.0,Misc,Midway Games  ,0.19,0.05,,0.0,,
9629,Paperboy,N64,1999.0,Action,Midway Games  ,0.19,0.05,,0.0,8.0,
9630,Ready 2 Rumble Boxing: Round 2,N64,2000.0,Fighting,Midway Games  ,0.19,0.05,,0.0,6.9,
9631,Road Rash 64,N64,1999.0,Racing,THQ  ,0.19,0.05,,0.0,,
9632,South Park: Chef's Luv Shack,N64,1999.0,Misc,Acclaim Entertainment  ,0.19,0.05,,0.0,5.4,
9634,NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega  ,0.12,0.09,,0.03,,
9639,NCAA March Madness 2004,XB,2003.0,Sports,EA Sports  ,0.18,0.05,,0.01,,
9640,Lucky Luke,PS,1998.0,Action,Infogrames  ,0.13,0.09,,0.02,,
9641,Fantastic 4,GC,2005.0,Action,Activision  ,0.19,0.05,,0.01,,
9642,Spider-Man: Shattered Dimensions,Wii,2010.0,Action,Activision  ,0.12,0.09,,0.02,7.5,
9643,The Adventures of Tintin: The Game,X360,2011.0,Adventure,Ubisoft  ,0.07,0.14,,0.03,5.0,
9644,Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision  ,0.17,0.06,,0.0,6.0,
9645,Valhalla Knights,PSP,2007.0,Role-Playing,Xseed Games  ,0.15,0.0,0.07,0.01,5.2,
9646,Densetsu no Stafi 3,GBA,2004.0,Platform,Nintendo  ,,,0.23,0.01,,
9647,Forsaken,PS,1998.0,Shooter,Acclaim Entertainment  ,0.13,0.09,,0.02,,
9648,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003.0,Action,Sony Computer Entertainment  ,,,0.24,,,
9649,Darksiders II: Deathinitive Edition,PS4,2015.0,Action-Adventure,Nordic Games  ,0.1,0.1,,0.04,7.5,
9650,The Incredible Hulk,DS,2008.0,Action,Sega  ,0.22,0.0,,0.02,,
9651,Dragon Ball Heroes: Ultimate Mission X,3DS,2017.0,Misc,Namco Bandai Games  ,,,0.24,,,
9652,The Hobbit,XB,2003.0,Adventure,Sierra Entertainment  ,0.18,0.05,,0.01,,
9654,Dance Dance Revolution: Disney Channel Edition,PS2,2008.0,Simulation,Konami  ,0.12,0.09,,0.03,,
9655,Jikkyou Powerful Pro Baseball 2016,PS4,2016.0,Sports,Konami Digital Entertainment  ,,,0.24,,,
9656,Checkers,2600,1980.0,Misc,Atari  ,0.22,0.01,,0.0,,
9657,The Elder Scrolls Online: Morrowind,PS4,2017.0,MMO,Bethesda Softworks  ,0.11,0.09,,0.04,,
9658,Front Mission: Gun Hazard,SNES,1996.0,Role-Playing,Square  ,,,0.24,,,
9659,Nickelodeon Dance,Wii,2011.0,Sports,2K Play  ,0.21,0.01,,0.02,,
9660,Harry Potter and the Order of the Phoenix,PS3,2007.0,Adventure,Electronic Arts  ,0.18,0.04,,0.02,,
9661,Street Fighter 30th Anniversary Collection,PS4,2018.0,Fighting,Capcom  ,0.11,0.07,0.02,0.04,,
9663,Luminous Arc,DS,2007.0,Role-Playing,Atlus  ,0.16,0.0,0.06,0.01,6.8,
9664,Juiced 2: Hot Import Nights,DS,2007.0,Racing,THQ  ,0.22,0.0,,0.02,,
9666,Avalon Code,DS,2009.0,Role-Playing,Marvelous Interactive  ,0.11,0.0,0.12,0.01,7.1,
9667,4X4 EVO 2,XB,2001.0,Racing,Gathering of Developers  ,0.18,0.05,,0.01,,
9668,XS Airboat Racing,PS,2004.0,Racing,XS Games  ,0.13,0.09,,0.02,,
9669,MX vs. ATV Reflex,PSP,2009.0,Racing,THQ  ,0.18,0.03,,0.03,5.3,
9670,Pure Futbol,PS3,2010.0,Sports,Ubisoft  ,0.06,0.13,,0.04,4.0,
9671,Grand Theft Auto,GBA,2004.0,Action,Rockstar Games  ,0.17,0.06,,0.0,7.1,
9672,Dora the Explorer: Super Star Adventures,GBA,2004.0,Adventure,Global Star Software  ,0.17,0.06,,0.0,,
9673,A Way Out,XOne,2018.0,Action,Electronic Arts  ,0.17,0.05,,0.02,8.1,
9675,Ghost Rider,PSP,2007.0,Action,2K Games  ,0.22,0.0,,0.02,5.0,
9676,X-Men: Destiny,X360,2011.0,Action,Activision  ,0.18,0.04,,0.02,4.9,
9677,Midway Arcade Treasures: Extended Play,PSP,2005.0,Misc,Midway Games  ,0.21,0.0,,0.02,5.6,
9678,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive   ,,0.04,,0.01,,
9679,God Eater 2,PSP,2013.0,Misc,Namco Bandai Games  ,,,0.24,,,
9680,NBA Live 14,XOne,2013.0,Sports,EA Sports  ,0.19,0.02,,0.02,,
9681,My Street,PS2,2003.0,Misc,Sony Computer Entertainment  ,0.12,0.09,,0.03,,
9682,Disney Epic Mickey 2: The Power of Two,WiiU,2012.0,Platform,Disney Interactive Studios  ,0.13,0.08,0.01,0.02,5.9,
9683,Digimon World: Next Order,PS4,2017.0,Role-Playing,Namco Bandai Games  ,0.13,0.05,0.02,0.04,,
9684,Just Dance 2019,Wii,2018.0,Music,Ubisoft  ,0.1,0.12,,0.02,,
9685,Wild 9,PS,1998.0,Action,Interplay  ,0.13,0.09,,0.02,,
9686,Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision  ,0.17,0.03,,0.03,,
9687,Amazing Adventures: The Forgotten Ruins,DS,2008.0,Adventure,PopCap Games  ,0.13,0.08,,0.02,,
9688,Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,Midway Games  ,0.12,0.09,,0.03,8.1,
9689,Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision  ,0.19,0.03,,0.02,,
9690,Classic NES Series: The Legend of Zelda,GBA,2004.0,Adventure,Nintendo  ,,,0.24,,8.4,
9691,Danganronpa: Trigger Happy Havoc,PSP,2070.0,Adventure,Unknown  ,,,0.24,,,
9692,PDC World Championship Darts 2008,Wii,2009.0,Sports,O-Games  ,0.02,0.21,,0.01,,
9693,theHunter: Call of the Wild,PS4,2017.0,Shooter,THQ Nordic  ,0.19,,,0.04,,
9694,Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment  ,0.1,0.09,0.02,0.03,,
9695,PGA Tour 96,PS,1995.0,Sports,EA Sports  ,0.13,0.09,,0.02,,
9696,G.I. Joe: The Rise of Cobra,X360,2009.0,Action,Electronic Arts  ,0.17,0.05,,0.02,3.8,
9697,Covert Ops: Nuclear Dawn,PS,2000.0,Action,Activision  ,0.13,0.09,,0.02,,
9698,Pictionary: Ultimate Edition,X360,2011.0,Misc,THQ  ,0.16,0.05,,0.02,,
9699,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2011.0,Role-Playing,NIS America  ,0.08,0.01,0.13,0.01,7.0,
9700,Dynasty Warriors 6 Empires,X360,2009.0,Action,KOEI  ,0.16,0.02,0.04,0.02,6.3,
9701,Galaga: Destination Earth,PS,2000.0,Shooter,Hasbro Interactive  ,0.13,0.09,,0.02,,
9702,Tiger Woods PGA Tour 10,PSP,2009.0,Sports,EA Sports  ,0.12,0.07,,0.05,8.1,
9703,Singularity,PS3,2010.0,Shooter,Activision  ,0.17,0.03,0.01,0.03,7.8,
9704,FIFA World Cup Germany 2006,XB,2006.0,Sports,EA Sports  ,0.18,0.05,,0.01,7.8,
9705,Shrek's Carnival Craze Party Games,DS,2008.0,Misc,Activision  ,0.22,0.0,,0.02,,
9706,Polly Pocket: Super Splash Island,GBA,2003.0,Action,Vivendi Games  ,0.17,0.06,,0.0,,
9707,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009.0,Role-Playing,Bethesda Softworks  ,0.16,0.06,,0.02,,
9708,Disgaea: Afternoon of Darkness,PSP,2007.0,Role-Playing,NIS America  ,0.15,0.02,0.04,0.02,8.7,
9709,We Love Golf!,Wii,2008.0,Sports,Capcom  ,0.19,0.0,0.03,0.02,,
9710,God of War Collection,PSV,2014.0,Action,Sony Computer Entertainment  ,0.1,0.07,0.02,0.05,,
9711,Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo  ,0.13,0.09,,0.02,,
9712,The Godfather (US & Others sales),X360,2006.0,Action,Electronic Arts  ,0.2,0.02,,0.02,,
9713,Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,CokeM Interactive  ,0.13,0.08,,0.03,,
9714,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft  ,0.11,0.1,,0.02,7.5,
9715,Dark Cavern,2600,1982.0,Shooter,Mattel Interactive  ,0.22,0.01,,0.0,,
9716,Rampage,2600,1989.0,Action,Activision  ,0.22,0.01,,0.0,,
9717,Divinity II: Ego Draconis,X360,2010.0,Role-Playing,CDV Software Entertainment  ,0.18,0.04,,0.02,6.0,
9719,Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft  ,0.1,0.11,,0.02,7.5,
9720,Scrabble (Others sales),DS,2009.0,Puzzle,Electronic Arts  ,,0.24,,,,
9721,Afro Samurai,X360,2009.0,Action,Namco Bandai  ,0.16,0.05,,0.02,6.4,
9722,Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios  ,0.21,0.01,,0.02,,
9723,Imagine: Zookeeper,DS,2009.0,Simulation,Ubisoft  ,0.15,0.06,,0.02,,
9724,Grand Slam Tennis 2,PS3,2012.0,Sports,EA Sports  ,0.09,0.1,,0.04,,
9725,Killer is Dead,PS3,2013.0,Action,Xseed Games  ,0.12,0.04,0.05,0.03,,
9726,Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,THQ  ,0.22,,,0.02,,
9727,METRO 2033,PC,2010.0,Shooter,THQ  ,,0.19,,0.04,7.5,
9728,NASCAR 08,PS2,2007.0,Racing,EA Sports  ,0.12,0.09,,0.03,,
9729,Star Ocean,SNES,1996.0,Role-Playing,Enix  ,,,0.23,,,
9730,Payday 2,XOne,2015.0,Shooter,505 Games  ,0.14,0.07,,0.02,,
9731,DC Universe Online,PC,2011.0,MMO,Sony Online Entertainment  ,0.16,0.06,,0.02,7.0,
9732,Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment  ,0.08,0.0,0.13,0.02,8.0,
9733,Naruto: Path of the Ninja 2,DS,2008.0,Role-Playing,D3 Publisher  ,0.22,,,0.02,,
9734,Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami  ,0.11,0.09,,0.03,,
9735,Wallace & Gromit in Project Zoo,PS2,2003.0,Platform,BAM! Entertainment  ,0.11,0.09,,0.03,,
9736,Harry Potter and the Goblet of Fire,DS,2005.0,Adventure,Electronic Arts  ,0.2,0.01,,0.02,,
9737,Love Plus +,DS,2010.0,Simulation,Konami  ,,,0.23,,,
9738,Skylanders: SuperChargers Racing,Wii,2015.0,Action-Adventure,Activision  ,0.07,0.15,,0.02,,
9739,Mobile Suit Gundam: Climax U.C.,PS2,2006.0,Action,Bandai  ,,,0.23,,,
9740,Street Fighter EX2 Plus,PS,1999.0,Fighting,Capcom  ,0.13,0.09,,0.02,,
9741,Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios  ,0.19,0.02,,0.02,5.5,
9742,Big Family Games,Wii,2009.0,Misc,THQ  ,,0.22,,0.02,,
9743,Zumba Fitness: World Party,Wii,2013.0,Misc,Majesco Entertainment  ,0.11,0.11,,0.02,,
9744,WWE 2K18,NS,2017.0,Sports,2K Sports  ,0.14,0.08,,0.02,,
9745,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive  ,0.17,0.05,,0.02,6.4,
9746,Sands of Destruction,DS,2010.0,Role-Playing,Sega  ,0.09,,0.13,0.01,6.5,
9747,Jet X20,PS2,2002.0,Racing,Sony Computer Entertainment  ,0.11,0.09,,0.03,,
9748,Super Robot Taisen D,GBA,2003.0,Strategy,Banpresto  ,,,0.23,0.01,,
9749,Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision  ,0.21,,,0.02,,
9750,NASCAR Thunder 2004,XB,2003.0,Racing,EA Sports  ,0.18,0.05,,0.01,,
9751,Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts  ,0.18,0.05,,0.01,,
9752,Wipeout 2,3DS,2011.0,Misc,Activision  ,0.22,,,0.02,,
9753,Harry Potter and the Goblet of Fire,XB,2005.0,Adventure,Electronic Arts  ,0.18,0.05,,0.01,6.7,
9754,The Club,PS3,2008.0,Shooter,Sega  ,0.14,0.07,,0.03,,
9755,Angry Birds,PC,2011.0,Puzzle,Unknown  ,,0.19,,0.05,,
9756,Madden NFL 12,PSP,2011.0,Sports,EA Sports  ,0.21,,,0.02,,
9758,Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega  ,,,0.23,0.0,,
9760,Hotel for Dogs,DS,2009.0,Simulation,505 Games  ,0.22,0.0,,0.02,,
9761,Dynasty Warriors Gundam Reborn,PS3,2014.0,Action,Namco Bandai Games  ,,,0.23,,,
9762,Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters  ,,0.23,,0.01,,
9763,Spec Ops: The Line,PC,2012.0,Shooter,2K Games  ,0.12,0.09,,0.02,,
9764,Megamind: Mega Team Unite,Wii,2010.0,Adventure,THQ  ,0.15,0.06,,0.02,,
9765,Rock Band Track Pack Volume 1,Wii,2008.0,Misc,MTV Games  ,0.17,0.04,,0.02,,
9766,Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment  ,0.13,0.06,,0.04,,
9767,Cross Edge,PS3,2009.0,Role-Playing,NIS America  ,0.14,0.02,0.05,0.02,5.4,
9768,Puss in Boots,X360,2011.0,Misc,THQ  ,0.2,0.02,,0.02,,
9770,Rock Band Country Track Pack,X360,2009.0,Misc,MTV Games  ,0.22,,,0.02,,
9772,World Series Baseball,XB,2002.0,Sports,Sega  ,0.17,0.05,,0.01,,
9773,Attack on Titan 2,NS,2018.0,Action,Koei Tecmo  ,0.12,0.02,0.08,0.02,7.0,
9774,Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision  ,0.11,0.08,,0.04,,
9775,Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari  ,0.11,0.09,,0.03,,
9776,Starsky & Hutch,XB,2003.0,Racing,Gotham Games  ,0.17,0.05,,0.01,6.0,
9777,Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment  ,0.11,0.09,,0.03,,
9778,Jewels of the Tropical Lost Island,DS,2010.0,Puzzle,City Interactive  ,0.11,0.1,,0.02,,
9779,Rock Band Track Pack Volume 2,Wii,2008.0,Misc,MTV Games  ,0.2,0.02,,0.02,,
9780,Meteos,DS,2005.0,Puzzle,Nintendo  ,0.15,0.01,0.06,0.01,8.8,
9781,The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive  ,0.11,0.09,,0.03,,
9783,Let's Make a Soccer Team!,PS2,2006.0,Sports,Sega  ,,,0.23,,,
9784,WWE All Stars,3DS,2011.0,Action,THQ  ,0.15,0.06,,0.02,7.0,
9785,Monster Hunter G,PS2,2005.0,Role-Playing,Capcom  ,,,0.23,,,
9786,All-Star Baseball 2001,N64,2000.0,Sports,Acclaim Entertainment  ,0.22,0.01,,0.0,9.2,
9787,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,LucasArts  ,0.18,0.05,,0.01,7.1,
9788,Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft  ,0.18,0.05,,0.01,,
9789,Angry Birds: Star Wars,PS4,2013.0,Puzzle,Activision  ,0.11,0.09,,0.04,,
9791,Elex,PS4,2017.0,Role-Playing,THQ Nordic  ,0.03,0.16,,0.04,,
