Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
16757,Terminator 3: Rise of the Machines,GBA,2003.0,Shooter,Atari  ,0.04,0.02,,0.0,,
16758,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006.0,Misc,Sega  ,,,0.06,,,
16759,G1 Jockey 2,PS2,2000.0,Sports,KOEI  ,,,0.06,,,
16760,Tiger Woods PGA Tour 08,DS,2007.0,Sports,EA Sports  ,0.05,0.0,,0.0,,
16761,Mobile Ops: The One Year War,X360,,Simulation,Unknown  ,,,0.06,,,
16762,Constantine,XB,2005.0,Action,THQ  ,0.04,0.01,,0.0,,
16763,Cartoon Network: Battle Crashers,PS4,2016.0,Action,GameMill Entertainment  ,0.05,,,0.01,1.5,
16764,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft  ,0.04,0.01,,0.0,5.6,
16765,Tropico 5,X360,2014.0,Simulation,Kalypso Media  ,0.03,0.02,,0.0,,
16766,Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami  ,,,0.06,,,
16767,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,Takara Tomy   ,,,0.06,,,
16768,Nobunaga's Ambition: Sphere of Influence,PSV,2014.0,Strategy,Tecmo Koei  ,,,0.06,,,
16769,World Championship Athletics,Wii,2009.0,Sports,Conspiracy Entertainment  ,0.04,0.01,,0.0,,
16770,Handball 16,PS4,2015.0,Sports,Bigben Interactive  ,,0.05,,0.01,,
16771,Monster High: New Ghoul in School,3DS,2015.0,Action,Little Orbit  ,,0.05,,0.0,,
16772,Nanostray,DS,2005.0,Shooter,Majesco  ,0.05,0.0,,0.0,,
16773,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016.0,Role-Playing,Nippon Ichi Software  ,,,0.06,,,
16774,Extinction,PS4,2018.0,Action,Maximum Games  ,0.05,,,0.01,,
16775,Etrian Mystery Dungeon 2,3DS,2017.0,Role-Playing,Atlus  ,,,0.06,,,
16776,Wantame Fortune Channel,DS,2007.0,Misc,Capcom  ,,,0.06,,,
16777,Evangelion: Jo,PSP,2009.0,Action,Namco Bandai  ,,,0.06,,,
16778,Gintama Ranbu,PS4,2018.0,Action,Bandai Namco Games  ,,,0.06,,,
16779,Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,Sony Computer Entertainment  ,,,0.06,,,
16780,Real Soccer 2009,DS,2008.0,Sports,Ubisoft  ,0.05,0.0,,0.0,,
16781,Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega  ,0.03,0.02,,0.01,,
16782,Utawarerumono: Mask of Deception,PS3,2015.0,Adventure,Aqua Plus  ,,,0.06,,,
16783,Kamen Rider Kabuto,PS2,2006.0,Action,Namco Bandai  ,,,0.06,,,
16784,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames  ,0.03,0.02,,0.0,,
16785,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts  ,,0.05,,0.01,8.3,
16786,Zero Divide,PS,1995.0,Fighting,Time Warner Interactive  ,0.03,0.02,,0.0,,
16787,FIFA Street,GC,2005.0,Sports,EA Sports BIG   ,0.04,0.01,,0.0,,
16788,Tsugunai: Atonement,PS2,2001.0,Role-Playing,Atlus  ,0.02,0.01,0.02,0.0,,
16789,Rugby World Cup 2015,PS4,2015.0,Sports,Big Ben Interactive  ,,0.05,,0.01,,
16790,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision  ,0.04,0.01,,0.0,6.6,
16791,Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment  ,0.04,0.01,,0.0,8.9,
16792,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Nippon Ichi Software  ,0.05,0.0,,0.0,,
16793,Monkey Island: Special Edition Collection,X360,2011.0,Adventure,Activision  ,,0.05,,0.01,,
16794,One Piece: Pirate Warriors 3 - Deluxe Edition,NS,2018.0,Action,Bandai Namco Entertainment  ,,0.01,0.05,0.0,8.5,
16795,Rugby World Cup 2015,PS3,2015.0,Sports,Big Ben Interactive  ,,0.05,,0.01,,
16796,Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom  ,0.04,0.01,,0.0,6.2,
16797,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007.0,Role-Playing,Tecmo  ,,,0.06,,,
16798,Exist Archive: The Other Side of the Sky,PS4,2016.0,Role-Playing,Aksys Games  ,0.02,,0.03,0.0,,
16799,Pro Yakyuu Spirits 2012,PSV,2012.0,Shooter,Konami Digital Entertainment  ,,,0.06,,,
16800,King's Quest: The Complete Collection,PS4,2016.0,Adventure,Activision  ,0.05,,,0.01,,
16801,Generation of Chaos,PSP,2006.0,Role-Playing,NIS America  ,0.05,0.0,,0.0,5.9,
16802,Sine Mora EX,PS4,2017.0,Action,THQ Nordic  ,0.03,0.01,,0.01,,
16803,Broken Sword II: The Smoking Mirror,PS,1999.0,Adventure,Crave Entertainment  ,0.03,0.02,,0.0,7.3,
16804,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Bandai  ,,,0.06,,,
16805,Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios  ,,0.05,,0.01,7.2,
16806,Enemy Front,PS3,2014.0,Shooter,City Interactive  ,0.01,0.04,,0.01,,
16807,Pump It Up: Exceed,PS2,2005.0,Misc,Mastiff  ,0.03,0.02,,0.01,,
16808,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Misc,Idea Factory  ,,,0.06,,,
16809,Scurge: Hive,DS,2006.0,Action,SouthPeak Interactive  ,0.05,0.0,,0.0,,
16810,Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision  ,0.04,0.01,,0.0,6.4,
16811,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,D3 Publisher  ,,,0.06,,,
16812,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,Codemasters  ,0.03,0.02,,0.01,,
16813,Dr. Muto,XB,2002.0,Platform,Midway Games  ,0.04,0.01,,0.0,,
16814,Girls RPG: Cinderellife,3DS,2012.0,Simulation,Level 5  ,,,0.06,,,
16815,Tom Clancy's Rainbow Six: Critical Hour,XB,2006.0,Shooter,Ubisoft  ,0.04,0.01,,0.0,,
16816,Bullet Girls 2,PSV,2016.0,Shooter,D3Publisher  ,,,0.06,,,
16817,All Kamen Rider: Rider Revolution,3DS,2016.0,Action,Bandai Namco Games  ,,,0.06,,,
16818,Scrabble Blast!,GBA,2005.0,Misc,DSI Games  ,0.04,0.01,,0.0,,
16819,Shantae: Half-Genie Hero,WiiU,2016.0,Platform,WayForward Technologies  ,0.05,,,0.01,,
16820,Ride to Hell,X360,2013.0,Racing,Deep Silver  ,0.04,0.01,,0.01,,
16821,The Saboteur,PC,2009.0,Action,Electronic Arts  ,,0.05,,0.01,7.1,
16823,Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios  ,0.03,0.02,,0.01,8.2,
16824,Fate/stay night [Réalta Nua],PSV,2012.0,Visual Novel,Kadokawa Shoten  ,,,0.06,,,
16825,Gintama no Sugoroku,PSP,2013.0,Misc,Namco Bandai Games  ,,,0.06,,,
16826,Zendoku,DS,2007.0,Puzzle,Eidos Interactive  ,0.05,0.0,,0.0,,
16827,Gal Gun: Double Peace,PSV,2016.0,Action,PQube  ,,0.03,0.01,0.01,,
16828,The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,Warner Bros. Interactive  ,0.03,0.02,,0.01,,
16829,Aven Colony,PS4,2017.0,Strategy,Sold Out  ,0.04,0.01,,0.01,,
16830,Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch  ,,,0.06,0.0,,
16831,Myst,SAT,1995.0,Adventure,Acclaim Entertainment  ,,,0.06,0.0,,
16832,Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,Kadokawa Shoten  ,,,0.06,,,
16833,Starwinder: The Ultimate Space Race,PS,1996.0,Racing,Mindscape  ,0.03,0.02,,0.0,,
16834,Battle Chasers: Nightwar,PS4,2017.0,Role-Playing,THQ Nordic  ,0.03,0.02,,0.01,,
16835,Angelique Trois,PS2,2000.0,Adventure,KOEI  ,,,0.06,,,
16836,Nobunaga?s Ambition: Sphere of Influence ? Ascension,PSV,2016.0,Strategy,Tecmo Koei  ,,,0.06,,,
16837,Party Arcade,NS,2018.0,Party,Planet Entertainment  ,0.05,,,0.01,,
16838,FIFA Soccer 06,DS,2005.0,Sports,EA Sports  ,0.05,0.0,,0.0,,
16839,Dance Dance Revolution: Mario Mix (JP sales),GC,2005.0,Simulation,Nintendo  ,,,0.05,0.0,7.5,
16840,A-Train 6,PS2,2004.0,Strategy,Midas Interactive Entertainment  ,,,0.06,,,
16841,Dino Pets,DS,2009.0,Simulation,Destineer  ,0.05,0.0,,0.0,,
16843,Meitantei Conan: Tantei Ryoku Trainer,DS,2007.0,Misc,Namco Bandai  ,,,0.06,,,
16844,Atari Flashback Classics: Volume 2,XOne,2016.0,Misc,Atari  ,0.05,,,0.01,,
16845,MotoGP,GBA,2002.0,Racing,THQ  ,0.04,0.01,,0.0,,
16846,ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami  ,0.03,0.02,,0.01,,
16847,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009.0,Sports,Konami  ,,,0.06,,,
16848,Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media  ,,0.05,,0.0,,
16849,KimiKiss (ebKore+),PS2,2008.0,Adventure,Enterbrain  ,,,0.06,,,
16850,Gold and Glory: The Road to El Dorado,PS,2000.0,Adventure,Ubisoft  ,0.03,0.02,,0.0,,
16851,Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara  ,,,0.05,0.0,,
16852,NBA Live 07,XB,2006.0,Sports,EA Sports  ,0.04,0.01,,0.0,6.4,
16853,BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Majesco  ,0.04,0.01,,0.0,5.8,
16854,Dreamer Series: Babysitter,DS,2009.0,Simulation,DreamCatcher Interactive  ,0.05,0.0,,0.0,,
16855,Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,Namco Bandai  ,,,0.06,,,
16856,Hail to the Chimp,X360,2008.0,Misc,Gamecock  ,0.05,,,0.0,7.0,
16857,Atari Flashback Classics: Volume 3,PS4,2018.0,Misc,Funbox Media  ,0.05,,,0.01,,
16858,Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,Acquire  ,,,0.06,,,
16859,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco  ,0.04,0.01,,0.0,,
16860,Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games  ,0.05,0.0,,0.0,,
16861,The King of Fighters '96,NG,1996.0,Fighting,SNK  ,,,0.06,0.0,,
16862,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,Tecmo Koei  ,,0.05,0.0,0.01,,
16863,Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts  ,0.01,0.04,,0.01,,
16864,Dungeon Explorer: Warriors of Ancient Arts,DS,2008.0,Role-Playing,Hudson Entertainment  ,0.05,0.0,,0.0,,
16865,Friends: The One with All the Trivia,PS2,2005.0,Misc,Warner Bros. Interactive  ,0.03,0.02,,0.01,,
16866,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core  ,,,0.06,,,
16867,Backyard NFL Football '08,PS2,2007.0,Sports,Atari  ,0.03,0.02,,0.01,,
16868,Gunbird,SAT,1995.0,Shooter,Atlus  ,,,0.06,,,
16869,The End is Nigh,NS,2017.0,Platform,Nicalis  ,0.05,,,0.01,,
16870,Dream C Club Portable,PSP,2010.0,Simulation,D3 Publisher  ,,,0.06,,,
16871,Hunting Simulator,XOne,2017.0,Shooter,Bigben Interactive  ,0.05,,,0.01,,
16872,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Activision  ,,,0.06,,,
16873,Elemental Gearbolt,PS,1998.0,Shooter,Working Designs  ,0.03,0.02,,0.0,,
16874,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft  ,0.04,0.01,,0.0,6.5,
16875,Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Interactive  ,0.05,,,0.0,,
16876,Izuna 2: The Unemployed Ninja Returns,DS,2008.0,Role-Playing,Atlus  ,0.05,,,0.0,6.9,
16877,WRC 5: FIA World Rally Championship,PS4,2015.0,Racing,Bigben Interactive  ,,0.05,,0.01,,
16878,WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,Acclaim Entertainment  ,0.03,0.02,,0.0,,
16879,Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision  ,0.04,0.01,,0.0,,
16880,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom  ,,,0.06,,,
16881,V-Rally 3,PS2,2002.0,Racing,Atari  ,0.03,0.02,,0.01,,
16882,Whiplash,XB,2003.0,Platform,Eidos Interactive  ,0.04,0.01,,0.0,,
16883,Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai  ,,,0.06,,,
16884,Tiny Barbarian DX,NS,2017.0,Action,Nicalis  ,0.05,,,0.01,,
16885,PopStar Guitar,Wii,2008.0,Misc,XS Games  ,0.03,0.03,,0.0,,
16886,Goosebumps: The Game,3DS,2015.0,Adventure,GameMill Entertainment  ,0.05,0.0,,0.01,,
16887,Major League Baseball 2K11,PSP,2011.0,Sports,2K Sports  ,0.05,,,0.01,,
16888,Styx: Shards of Darkness,XOne,2017.0,Action,Focus Home Interactive  ,0.05,,,0.01,,
16889,Impact Racing,PS,1996.0,Racing,Acclaim Entertainment  ,0.03,0.02,,0.0,,
16890,Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei  ,,0.04,0.01,0.0,,
16891,Pucca Power Up,DS,2011.0,Platform,UFO Interactive  ,0.04,0.02,,0.0,,
16892,Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive  ,0.05,,,0.0,,
16893,Amazing Island,GC,2004.0,Strategy,Sega  ,0.04,0.01,,0.0,7.1,
16894,Arslan: The Warriors of Legend,PS3,2016.0,Action,Tecmo Koei  ,,,0.06,,,
16895,SeaBlade,XB,2002.0,Shooter,Simon & Schuster Interactive  ,0.04,0.01,,0.0,,
16896,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Adventure,BAM! Entertainment  ,0.03,0.02,,0.01,,
16897,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami  ,,,0.06,,,
16898,My Amusement Park,DS,2010.0,Misc,Scholastic Inc.  ,0.05,,,0.0,,
16899,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus  ,,,0.06,,,
16900,Point Blank DS (US sales),DS,2006.0,Shooter,Namco Bandai  ,0.05,0.0,,,,
16901,Space Chimps,DS,2008.0,Platform,Brash Entertainment  ,0.05,0.0,,0.0,,
16902,Casino Chaos With Las Vegas Players Collection,PC,2011.0,Misc,THQ  ,0.05,,,0.01,,
16903,Ride,PS3,2015.0,Racing,Milestone S.r.l.  ,,0.03,0.01,0.01,,
16904,Alvin and the Chipmunks,Wii,2007.0,Misc,Brash Entertainment  ,0.05,0.0,,0.0,,
16905,Kyoukai Senjou no Horizon Portable,PSP,2013.0,Visual Novel,Kadokawa Shoten  ,,,0.05,,,
16906,The Invisible Hours,XOne,2018.0,Adventure,Tequila Works  ,0.05,,,0.01,,
16907,Disaster Report 4 Plus: Summer Memories,PS4,2020.0,Action-Adventure,NIS America  ,,,0.05,,,
16908,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti  ,0.05,,,0.0,3.3,
16909,History Great Empires: Rome,DS,2009.0,Strategy,Valcon Games  ,0.05,0.0,,0.0,,
16910,Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega  ,,,0.05,0.0,,
16911,Unsolved Crimes,DS,2008.0,Adventure,Atari  ,0.04,0.01,,,6.0,
16912,Kid Fit Island Resort,Wii,2010.0,Sports,SVG Distribution  ,0.05,0.0,,0.0,,
16913,Chocolatier,DS,2010.0,Simulation,Zoo Games  ,0.05,,,0.0,,
16914,Worms World Party,GBA,2002.0,Strategy,Ubisoft  ,0.04,0.01,,0.0,,
16915,Medabots: Metabee / Rokusho,GBA,2003.0,Role-Playing,Natsume  ,0.04,0.01,,0.0,,
16916,Taito Legends Power Up,PSP,2007.0,Action,Destineer  ,0.05,,,0.01,,
16917,Final Fight: Streetwise,PS2,2006.0,Action,Capcom  ,0.03,0.02,,0.01,,
16918,Speed Kings,XB,2003.0,Racing,Acclaim Entertainment  ,0.04,0.01,,0.0,,
16919,Life is Strange,PC,2016.0,Adventure,Square Enix  ,0.01,0.04,,0.0,,
16920,GunPey,PSP,2006.0,Puzzle,Namco Bandai  ,0.05,0.0,,0.01,,
16921,Rebelstar: Tactical Command,GBA,2005.0,Strategy,Namco  ,0.04,0.01,,0.0,,
16922,My Fitness Coach: Club,Wii,2011.0,Sports,Ubisoft  ,,0.05,,0.01,,
16923,Romance of the Three Kingdoms XIII,PS3,2016.0,Action,Tecmo Koei  ,,,0.05,,,
16924,Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment  ,0.04,0.01,,0.0,,
16925,Coraline,Wii,2009.0,Adventure,D3 Publisher  ,0.05,0.0,,0.0,,
16926,Winning Post World 8,PS3,2014.0,Sports,Tecmo Koei  ,,,0.05,,,
16927,Minna to Kimi no Piramekino!,DS,2010.0,Misc,Namco Bandai  ,,,0.05,,,
16928,Bombastic,PS2,2003.0,Puzzle,Capcom  ,0.03,0.02,,0.01,,
16929,NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive  ,0.03,0.02,,0.0,,
16930,Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts  ,0.01,0.04,,0.0,,
16931,Marvel's Guardians of the Galaxy: The Telltale Series,XOne,2017.0,Adventure,Warner Bros. Interactive Entertainment  ,0.05,,,0.01,,
16932,Nights of Azure,PS3,2016.0,Role-Playing,Tecmo Koei  ,,,0.05,,,
16933,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,Eidos Interactive  ,0.03,0.02,,0.0,,
16934,Captain America: Super Soldier,Wii,2011.0,Action,Sega  ,0.05,,,0.0,6.0,
16935,Samurai Dou Portable,PSP,2008.0,Action,Spike  ,,,0.05,,,
16936,Phantasy Star Online Episode I & II Plus,GC,2004.0,Role-Playing,Sega  ,0.04,0.01,,0.0,,
16937,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,2015.0,Role-Playing,Idea Factory International  ,0.03,0.01,,0.01,,
16938,Xiaolin Showdown,DS,2006.0,Action,Konami  ,0.05,0.0,,0.0,,
16939,Drivers Ed Portable,DS,2008.0,Misc,DreamCatcher Interactive  ,0.05,,,0.0,,
16940,Dual Hearts,PS2,2002.0,Role-Playing,Atlus  ,0.03,0.02,,0.01,7.5,
16941,Petz Bunnyz Bunch,DS,2011.0,Simulation,Ubisoft  ,0.05,,,0.0,,
16942,NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment  ,0.04,0.01,,0.0,,
16943,Section 8,PC,2009.0,Shooter,SouthPeak Interactive  ,0.03,0.01,,0.01,,
16944,Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc  ",0.04,0.01,,0.0,,
16945,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari  ,0.03,0.02,,0.01,,
16946,Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios  ,0.04,0.01,,0.0,,
16947,Sega Soccer Slam,XB,2002.0,Sports,Sega  ,0.04,0.01,,0.0,,
16948,Vertigo,Wii,2009.0,Racing,Playlogic Game Factory  ,0.05,,,0.0,,
16949,Hakuouki: Reimeiroku,PS2,2010.0,Adventure,Idea Factory  ,,,0.05,,,
16950,PokePark 2: Wonders Beyond,Wii,2012.0,Adventure,Nintendo  ,0.03,,0.03,,,
16951,Blood Omen 2,GC,2002.0,Action,Eidos Interactive  ,0.04,0.01,,0.0,,
16952,The Sims 4 Seasons,PC,2018.0,Simulation,Electronic Arts  ,,0.05,,0.0,,
16953,Call of Cthulhu,XOne,2018.0,Role-Playing,Focus Home Interactive  ,0.05,,,0.01,,
16954,Virtual Villagers: A New Home,DS,2010.0,Simulation,Conspiracy Entertainment  ,0.04,0.01,,0.0,,
16955,Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,KOEI  ,,,0.05,,,
16956,BlowOut,XB,2003.0,Shooter,Majesco  ,0.04,0.01,,0.0,,
16957,Carve,XB,2004.0,Racing,Global Star Software  ,0.04,0.01,,0.0,,
16958,GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action,Spike  ,,,0.05,,,
16959,Kamen Rider: Climax Heroes Fourze,PSP,2011.0,Fighting,Bandai  ,,,0.05,,,
16960,Bottom of the 9th '99,PS,1998.0,Sports,Konami  ,0.03,0.02,,0.0,5.0,
16961,WTA Tour Tennis,PS2,2002.0,Sports,Konami  ,0.03,0.02,,0.01,,
16962,Dynasty Warriors 5,XB,2005.0,Action,KOEI  ,0.04,0.01,,0.0,,
16963,Valkyria Revolution,PSV,2017.0,Role-Playing,Sega  ,,,0.05,,,
16964,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco  ,,,0.05,0.0,,
16965,FIFA Soccer 2003,GBA,2002.0,Sports,EA Sports  ,0.04,0.01,,0.0,6.9,
16966,Naval Ops: Commander,PS2,2004.0,Simulation,KOEI  ,0.03,0.02,,0.01,,
16967,Match 3 Madness,DS,2011.0,Puzzle,Unknown  ,,0.05,,0.01,,
16968,Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola  ,,0.05,,0.01,,
16969,Defendin' De Penguin,Wii,2008.0,Strategy,Crave Entertainment  ,0.05,0.0,,0.0,,
16970,Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment  ,,,0.05,,,
16971,Rez,PS2,2002.0,Shooter,Sega  ,0.03,0.02,,0.01,9.0,
16972,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games  ,0.04,0.01,,0.0,,
16973,Baja: Edge of Control HD,XOne,2017.0,Racing,THQ Nordic  ,0.05,,,0.01,,
16974,Owlboy,NS,2018.0,Platform,Soedesco  ,0.03,0.01,,0.01,9.0,
16975,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,Sega  ,,,0.05,,,
16976,Lufia: The Ruins of Lore,GBA,2003.0,Role-Playing,Atlus  ,0.04,0.01,,0.0,,
16977,UEFA Euro 2004: Portugal,XB,2004.0,Sports,EA Sports  ,0.04,0.01,,0.0,,
16978,Activision Hits: Remixed,PSP,2006.0,Misc,Activision  ,0.05,0.0,,0.0,7.4,
16979,Samurai Deeper Kyo,PS,2002.0,Fighting,Bandai  ,,,0.05,0.0,,
16980,Shaman King: Soul Fight,GC,2003.0,Platform,Bandai  ,,,0.05,0.0,,
16981,Medabots: Infinity,GC,2003.0,Role-Playing,Natsume  ,0.04,0.01,,0.0,5.4,
16982,Dungeon Keeper 2,PC,1999.0,Strategy,Electronic Arts  ,,0.05,,0.01,,
16983,Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,FuRyu Corporation  ,,,0.05,,,
16984,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso  ,0.0,0.04,,0.01,,
16985,Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames  ,0.04,0.01,,0.0,5.2,
16986,Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Adventure,Pack-In-Video  ,,,0.05,0.0,,
16987,Touch 'N' Play Collection,DS,2011.0,Misc,O-Games  ,0.03,0.01,,0.0,,
16988,Bust-A-Bloc,PS2,2003.0,Puzzle,Midas Interactive Entertainment  ,,,0.05,,,
16989,Demon Gaze 2,PSV,2017.0,Role-Playing,NIS America  ,0.01,0.0,0.04,0.0,,
16990,Sitting Ducks,PS2,2004.0,Platform,Hip Interactive  ,0.03,0.02,,0.01,,
16991,Puyo Puyo 7,Wii,2009.0,Puzzle,Sega  ,,,0.05,,,
16992,Haikyu!! Cross Team Match!,3DS,2016.0,Action,Bandai Namco Games  ,,,0.05,,,
16993,Pawly Pets: My Vet Practice,DS,2007.0,Strategy,Ubisoft  ,,0.05,,0.0,,
16994,Mighty No. 9,WiiU,2016.0,Platform,Deep Silver  ,0.03,0.01,,0.01,,
16995,NFL Blitz Pro,XB,2003.0,Sports,Midway Games  ,0.04,0.01,,0.0,,
16996,Black Mirror,PS4,2017.0,Adventure,THQ Nordic  ,0.04,,,0.01,,
16997,Pretty Cure All Stars Everyone Gather? Let's Dance!,Wii,2013.0,Music,Namco Bandai Games  ,,,0.05,,,
16998,F1 2010,PC,2010.0,Racing,Codemasters  ,,0.05,,0.01,8.0,
16999,Mountain Bike Adrenaline,PS2,2007.0,Sports,Valcon Games  ,0.03,0.02,,0.01,,
17000,LEGO Harry Potter: Years 1-4,PC,2010.0,Adventure,Warner Bros. Interactive  ,0.04,0.01,,0.01,8.2,
17001,Zyuden Sentai Kyoryuger: Game on Gaburincho,3DS,2013.0,Action,Namco Bandai Games  ,,,0.05,,,
17002,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts  ,0.0,0.04,,0.01,,
17003,"Murder, She Wrote",PC,2009.0,Adventure,Legacy Interactive  ,,0.04,,0.01,,
17004,Hi-Octane: The Track Fights Back!,PS,1996.0,Racing,Electronic Arts  ,0.03,0.02,,0.0,,
17005,Mister Slime,DS,2008.0,Action,SouthPeak Interactive  ,0.05,,,0.0,,
17006,Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti  ,0.05,,,0.0,6.0,
17007,Learn Science,DS,2010.0,Misc,DreamCatcher Interactive  ,0.05,,,0.0,,
17008,Touhou Genso Wanderer,PS4,2017.0,Action,NIS America  ,0.04,,,0.01,,
17009,Mirror's Edge,PC,2009.0,Platform,Electronic Arts  ,,0.05,,0.01,,
17010,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision  ,0.04,0.01,,0.0,,
17011,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,Unknown  ,,0.05,,0.0,,
17012,Domino Rally,Wii,2009.0,Action,UFO Interactive  ,0.05,0.0,,0.0,,
17013,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch  ,,,0.05,0.0,,
17014,Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai  ,0.03,0.02,,0.01,,
17015,Zone of the Enders HD Edition,PS3,2013.0,Simulation,Konami  ,,,0.05,,,
17016,Drill Dozer,GBA,2006.0,Platform,Nintendo  ,0.04,0.01,,0.0,7.9,
17017,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,Takara Tomy   ,,,0.05,,,
17018,Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami  ,0.05,0.0,,0.0,6.9,
17019,Fatal Fury: Wild Ambition,PS,1999.0,Fighting,SNK  ,0.03,0.02,,0.0,,
17020,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft  ,,,0.05,,,
17021,Rockin' Pretty,DS,2009.0,Misc,Aksys Games  ,0.05,,,0.0,,
