Rank,Name,Critic_Score,User_Score
16932,Nights of Azure,,
16933,Olympic Soccer: Atlanta 1996,,
16934,Captain America: Super Soldier,6.0,
16935,Samurai Dou Portable,,
16936,Phantasy Star Online Episode I & II Plus,,
16937,Hyperdimension Neptunia Re;Birth2: Sisters Generation,,
16938,Xiaolin Showdown,,
16939,Drivers Ed Portable,,
16940,Dual Hearts,7.5,
16941,Petz Bunnyz Bunch,,
16942,NFL Quarterback Club 2002,,
16943,Section 8,,
16944,Wing Commander: Prophecy,,
16945,Marc Ecko's Getting Up: Contents Under Pressure,,
16946,Walt Disney Pictures Presents Enchanted,,
16947,Sega Soccer Slam,,
16948,Vertigo,,
16949,Hakuouki: Reimeiroku,,
16950,PokePark 2: Wonders Beyond,,
16951,Blood Omen 2,,
16952,The Sims 4 Seasons,,
16953,Call of Cthulhu,,
16954,Virtual Villagers: A New Home,,
16955,Shin Sangoku Musou 5 Empires,,
16956,BlowOut,,
16957,Carve,,
16958,GachiTora! Abarenbou Kyoushi in High School,,
16959,Kamen Rider: Climax Heroes Fourze,,
16960,Bottom of the 9th '99,5.0,
16961,WTA Tour Tennis,,
16962,Dynasty Warriors 5,,
16963,Valkyria Revolution,,
16964,Famicom Mini: Dig Dug,,
16965,FIFA Soccer 2003,6.9,
16966,Naval Ops: Commander,,
16967,Match 3 Madness,,
16968,Lernerfolg Vorschule: Capt'n Sharky,,
16969,Defendin' De Penguin,,
16970,Bleach: Blade Battlers,,
16971,Rez,9.0,
16972,MLB SlugFest 2006,,
16973,Baja: Edge of Control HD,,
16974,Owlboy,9.0,
16975,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,,
16976,Lufia: The Ruins of Lore,,
16977,UEFA Euro 2004: Portugal,,
16978,Activision Hits: Remixed,7.4,
16979,Samurai Deeper Kyo,,
16980,Shaman King: Soul Fight,,
16981,Medabots: Infinity,5.4,
16982,Dungeon Keeper 2,,
16983,Doraemon: Shin Nobita no Nihon Tanjou,,
16984,Airline Tycoon 2,,
16985,Zapper: One Wicked Cricket!,5.2,
16986,Jirou Akagawa: Majotachi no Nemuri,,
16987,Touch 'N' Play Collection,,
16988,Bust-A-Bloc,,
16989,Demon Gaze 2,,
16990,Sitting Ducks,,
16991,Puyo Puyo 7,,
16992,Haikyu!! Cross Team Match!,,
16993,Pawly Pets: My Vet Practice,,
16994,Mighty No. 9,,
16995,NFL Blitz Pro,,
16996,Black Mirror,,
16997,Pretty Cure All Stars Everyone Gather? Let's Dance!,,
16998,F1 2010,8.0,
16999,Mountain Bike Adrenaline,,
17000,LEGO Harry Potter: Years 1-4,8.2,
17001,Zyuden Sentai Kyoryuger: Game on Gaburincho,,
17002,Medal of Honor: Airborne,,
17003,"Murder, She Wrote",,
17004,Hi-Octane: The Track Fights Back!,,
17005,Mister Slime,,
17006,Black Sigil: Blade of the Exiled,6.0,
17007,Learn Science,,
17008,Touhou Genso Wanderer,,
17009,Mirror's Edge,,
17010,Wakeboarding Unleashed Featuring Shaun Murray,,
17011,The Lost Chronicles of Zerzura,,
17012,Domino Rally,,
17013,Doraemon 2: Nobita no Toizurando Daibouken,,
17014,Samurai Champloo: Sidetracked,,
17015,Zone of the Enders HD Edition,,
17016,Drill Dozer,7.9,
17017,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,,
17018,Death Jr. II: Root of Evil,6.9,
17019,Fatal Fury: Wild Ambition,,
17020,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,,
17021,Rockin' Pretty,,
17022,Centipede: Infestation,,
17023,Countdown: The Game,,
17024,Dengeki Gakuen RPG: Cross of Venus,,
17025,The Sims 2: University,,
17026,Judge Dredd,,
17027,Minna no Ennichi,,
17028,Sled Shred featuring the Jamaican Bobsled Team,,
17029,Rhapsody: A Musical Adventure,6.7,
17030,King Arthur,6.5,
17031,Bass Rise,,
17032,Dynamite Headdy,,
17033,Choujikuu Yousai Macross: Ai Oboete Imasu ka,,
17034,Arcania: Gothic 4,,
17036,The Long Dark,,
17037,Jake Power: Policeman,,
17038,Sega 3D Classics Collection,7.0,
17039,Dragon's Lair 3D: Return to the Lair,,
17040,UEFA Champions League 2006-2007,,
17041,Animal Planet: Vet Collection,,
17042,Growlanser: Heritage of War (jp sales),,
17043,Myst IV: Revelation,,
17044,Jewel Legends: Tree of Life,,
17045,Pachinko Wars II,,
17046,The Nightmare of Druaga: Fushigino Dungeon,6.4,
17047,Period Cube ~Shackles of Amadeus~,,
17048,Lucha Libre AAA: Heroes del Ring,,
17049,Carnival Games,,
17050,Rodea the Sky Soldier,,
17051,Virtua Striker 2002,6.6,
17052,Princess on Ice,,
17053,SingStar Mallorca Party,,
17054,My Horse & Me: Riding for Gold,,
17055,Yakuza 3,,
17056,Hatsune Miku: Project Diva Future Tone DX,,
17057,Fate/Unlimited Codes Portable,7.6,
17058,Major Minor's Majestic March,4.5,
17059,Starblood Arena,,
17060,Pro Evolution Soccer 2019,,
17061,Aliens in the Attic,,
17062,Game no Kanzume Vol 2,,
17063,Hellblade: Senua's Sacrifice,8.3,
17064,Little Nightmares,,
17065,Disney's PK: Out of the Shadows,4.0,
17066,Bubsy: The Woolies Strike Back,,
17067,Jojo no Kimyou na Bouken: Phantom Blood,,
17068,Strange Brigade,,
17069,The Idolmaster 2,,
17070,Myth Makers: Orbs of Doom,,
17071,Power Drome,,
17072,Dreamer Series: Puppy Trainer,,
17073,IL-2 Sturmovik: Cliffs of Dover,5.0,
17074,Pro Yakyuu Spirits 5 Kanzenban,,
17075,MorphX,,
17076,Samantha Swift and the Hidden Roses of Athena,,
17077,Shin Sangoku Musou 5 Special,,
17078,Gran Turismo / Motor Toon Grand Prix 2,,
17079,Otogi 2: Immortal Warriors,,
17080,Pony Friends: Mini Breeds Edition,,
17081,Legend of Kay,7.2,
17082,Scribblenauts Mega Pack,,
17083,Piglet's Big Game,,
17084,Civilization Beyond Earth: Rising Tide,,
17085,Super Heroine Chronicle,,
17086,Hunted: The Demon's Forge,6.1,
17087,4 Elements,,
17088,Agatha Christie's The ABC Murders,,
17089,Fallout: Brotherhood of Steel,,
17090,"Love, Election and Chocolate Portable",,
17091,Strawberry Shortcake: Strawberryland Games,,
17092,IndyCar Series,,
17093,Ultra Bust-A-Move,,
17094,Mortal Kombat X,,
17095,Rally Fusion: Race of Champions,,
17096,Piglet's Big Game,,
17097,Hero Bank 2,,
17098,Mr Bean's Wacky World of Wii,,
17099,Ski Region Simulator 2012,,
17100,Pinball Hall of Fame: The Gottlieb Collection,,
17101,TrackMania Turbo: Build to Race,,
17102,Ferrari F355 Challenge,,
17103,Sherlock Holmes: Crimes & Punishments,,
17104,Metal Slug Anthology,,
17105,Kamen Rider: Dragon Knight,,
17106,Tiny Toon Adventures: Toonenstein - Dare to Scare,,
17107,Captain America: Super Soldier,,
17108,Nitroplus Blasterz: Heroines Infinite Duel,,
17109,TNA iMPACT: Cross the Line,3.5,
17110,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,,
17111,Nobunaga's Ambition: Sphere of Influence,,
17112,Mobile Suit Gundam Unicorn,,
17113,Shifters,,
17114,The BIGS 2,,
17115,RPG Tsukuru DS,,
17116,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,,
17117,The Mysterious Case of Dr. Jekyll and Mr. Hyde,,
17118,Brothers: A Tale of Two Sons,,
17119,Sacred 3,,
17120,The Long Dark,,
17121,Imagine Animal Doctor Care Center,,
17123,Jewel Master: Cradle of Persia,,
17124,Lagoon,,
17125,New Tokyo Legacy: Operation Babel,,
17126,Imagine: Party Planner,,
17127,Saint Seiya: Soldiers' Soul,,
17128,Back to the Future: The Game,7.0,
17129,Nanostray 2,,
17130,Air Traffic Chaos,6.8,
17131,Trick x Logic: Season 1,,
17132,Mawashite Tsunageru Touch Panic,,
17133,Monster! Bass Fishing,,
17134,Sigma Star Saga,,4.0
17135,Child of Light,,
17136,Winning Post 7 2010,,
17137,Phantasy Star Online 2 Episode 4: Deluxe Package,,
17138,Saints Row: Gat out of Hell,,
17139,Batman: Gotham City Racer,,
17140,Sengoku Basara X,,
17141,DoDonPachi Resurrection,,
17142,Little Dragons Café,,
17143,Werewolves Within,,
17144,Pet Pals: New Leash on Life,,
17145,Demon Gaze 2,,
17146,Hysteria Hospital: Emergency Ward,,
17147,Doraemon: Nobita no Kyouryuu 2006 DS,,
17148,Nobunaga?s Ambition: Sphere of Influence ? Ascension,,
17149,Ontamarama,,
17150,DokiDoki Majo Shinpan!,,
17151,Starry * Sky: In Spring - PSP Edition,,
17153,Dokapon Journey,,
17154,FIFA Soccer 2004,8.5,
17155,Armored Core: Formula Front Extreme Battle,6.7,
17156,Collar x Malice,,
17157,Downforce,,
17158,Little Busters! Converted Edition,,
17159,The Bureau: XCOM Declassified,,
17160,Need for Speed (2015),,
17161,The Elder Scrolls Online: Morrowind,,
17162,Wicked Monster Blast!,,
17163,Disney's Party,4.4,
17164,Kart Racer,,
17165,Tennis no Oji-Sama: 2005 Crystal Drive,,
17166,Summon Night X: Tears Crown,,
17167,Max & the Magic Marker,,
17168,Sam & Max: Beyond Time and Space,,
17169,Taiho Shichauzo!,,
17170,Phantom Crash,,
17171,Yanya Caballista: City Skater,,
17172,Golf Club 2019,,
17173,Expendable,,
17174,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,,
17175,rain,,
17176,The Idolmaster: Gravure For You! Vol. 2,,
17177,Arthur! Ready to Race,,
17178,Thunder Force V: Perfect System,,
17179,The Typing of the Dead,8.6,
17180,Prism: Light the Way,,
17181,Tenchu: Dark Secret,,
17182,Hail to the Chimp,7.0,
17183,Jenga World Tour,2.0,
17184,The Idolm@ster: Dearly Stars,,
17185,Zumba Fitness Core,,
17186,Over the Hedge: Hammy Goes Nuts!,,
17187,Ivy the Kiwi?,7.3,
17188,Bakemonogatari Portable,,
17190,Real Farm,,
17191,Macross ? Scramble,,
17192,Tom Clancy's HAWX 2,,
17193,Worms: WMD,,
17194,Imagine: Artist,,
17195,Shrek Super Party,4.9,
17196,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,,
17197,Bakusou Kyoudai Let's & Go!! Eternal Wings,,
17198,Monster 4x4: Masters of Metal,5.1,
17199,Top Spin 2,5.2,
17200,The Banner Saga Trilogy - Bonus Edition,,
17201,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,,
17202,NHL Blades of Steel '99,,
17203,New Hayarigami,,
17204,The Walking Dead: A Telltale Series Collection,,
17205,Second Sight,7.9,
17206,My Hero Academia: Battle for All,,
17207,Philosoma,5.0,
17208,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,,
17209,Noddy in Toyland,,
17210,Puyo Pop,,
17211,Marriage Royale: Prism Story,,
17212,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,,
17213,Kamiwaza,,
17214,Rave Master,6.8,
17215,Syberia III,,
17216,Suzuki Super-Bikes II: Riding Challenge,,
17217,Kinnikuman Muscle Grand Prix Max,,
17218,Arcana Heart 3,,
17219,Jim Henson's Muppets in Spy Muppets: License to Croak,,
17220,Medal of Honor: European Assault (weekly JP sales),,
17221,Alias,,
17222,Super Robot Taisen Neo,,
17223,Sengoku BASARA Sanada Yukimura-den,,
17224,Blazing Souls: Accelate,,
17225,ESPN International Winter Sports 2002,,
17226,GRID,7.9,
17227,All Star Tennis 99,5.1,
17230,Blues Brothers 2000,4.9,
17231,Brawlout,6.2,
17233,Chameleon Twist 2,,
17235,Dual Heroes,,
17238,Fighter Destiny 2,,
17240,Front Mission 2089: Border of Madness,,
17242,Growlanser,,
17243,Hercules: The Legendary Journeys,,
17244,Metal Max 2 Reloaded,,
17250,OutRun 2006: Coast 2 Coast,,
17260,VOEZ,8.5,
17261,Kids Learn Music A+ Edition,,
17262,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,,
17263,Mahjong 3D: Warriors of the Emperor,,
17264,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,,
17265,Winning Post World,,
17266,Arx Fatalis,,
17267,Slam Dunk SD Heat Up!!,,
17268,Venetica,6.0,
17269,Scribblenauts: Showdown,,
17270,Virtua Tennis 3,,
17271,MXGP Pro,,
17272,Orcs & Elves,,
17273,Dead in the Water,,
17274,Winning Post 7 2013,,
17275,Detective Conan: Prelude from the Past,,
17276,Dr. Seuss: Green Eggs and Ham,,
17277,Atelier Rorona: Alchemist of Arland,,
17278,Guilty Gear Dust Strikers,,
17279,Rugby 18,,
17280,Dark Summit,,
17281,Has-Been Heroes,,
17282,NAtURAL DOCtRINE,,
17283,DiRT 2,9.0,
17284,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,,
17285,Turbo Turtle Adventure,,
17286,Deformers,,
17287,Sengoku Basara 4: Sumeragi,,
17288,Star Wars Battlefront II (2017),,
17289,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,,
17290,Sébastien Loeb Rally EVO,,
17291,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,,
17292,Corpse Party,,
17293,PQ2: Practical Intelligence Quotient,,
17294,Extinction,,
17295,My Riding Stables: Life with Horses,,
17296,Chronicles of the Sword,,
17297,DuckTales: Remastered,8.6,
17298,Keiba Eight Special,,
17299,The Lost Vikings,,
17300,XBlaze Lost: Memories,,
17301,Apex Construct,,
17302,Bejeweled Twist,,
17303,Secret Files: Tunguska,,
17304,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,,
17305,Harukanaru Toki no Naka de 3,,
17306,Fishing Sim World,,
17307,Star Wars: Republic Commando,,7.7
17308,Reel Fishing: The Great Outdoors,,
17309,Guild 01,,
17310,Hotel for Dogs,,
17311,Corpse Party: Blood Covered - Repeated Fear,,
17312,Durarara!! 3-way Standoff,,
17313,Ty the Tasmanian Tiger 3: Night of the Quinkan,,
17314,Tokimeki Memorial Girl's Side 2nd Kiss,,
17315,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,,
17316,Beastly Frantic Foto,,
17317,Hokuto no Ken,,
17318,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),,
17319,Payday 2,,
17320,Resident Evil 4,,
17321,Stretch Panic,,
17322,George of The Jungle and the Search for the Secret,,
17323,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,,
17324,Baku Baku,,
17325,Fishdom,,
17326,SD Gundam: Over Galaxian,,
17327,Rogue Ops,6.1,
17328,Gakusen Toshi Asterisk Festa: Houka Kenran,,
17329,Smart Kid's Party Fun Pak,,
17330,Adventure Time: Explore the Dungeon Because I Don't Know!,,
17331,Tour de France 2011,,
17332,BeatMania IIDX 3rd Style,,
17333,Dream Salon,,
17334,Metal Max Xeno,,
17335,The Technomancer,,
17336,Hummer Badlands,,
17337,Woody Woodpecker: Escape from Buzz Buzzard Park,,
17338,Toki Collector's Edition,,
17339,Rock of the Dead,,
17340,Don't Starve,,
17341,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",,
17342,Furu Furu Park,,
17343,Surviving Mars,,
17344,Alter Echo,,
17345,BeatMania IIDX 4th Style: New Songs Collection,,
17346,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,,
17347,Cars 3: Driven to Win,,
17348,G1 Grand Prix,,
17349,Around the World in 80 Days,3.5,
17350,Houkago Shounen,,
17351,Classic Dungeon X2,,
17352,I am Setsuna,7.0,
17353,Pinball Tycoon,,
17354,Whirl Tour,,
17355,Major League Baseball 2K11,,
17356,Cartoon Network Block Party,4.0,
17357,Nicktoons: Attack of the Toybots,,
17358,Power Spike Pro Beach Volleyball,,
17359,Toukiden: The Age of Demons,,
17360,White Album: Tsuzurareru Fuyu no Omoide,,
17361,Harukanaru Toki no Naka de: Yumenoukihashi,,
17362,Red Faction: Guerrilla Re-Mars-tered,,
17363,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,,
17364,SD Gundam: Scad Hammers,,
17365,Yowamushi Pedal Asu e no High Cadence,,
17366,Spitfire Heroes: Tales of the Royal Air Force,,
17367,Dakar 18,,
17368,Super Bust-A-Move,,
17369,Mega Man Battle Chip Challenge,,
17370,Freelancer,,
17371,ZooCube,8.6,
17372,Stunt GP,,
17373,D.Gray-man: Kami no Shitotachi,,
17374,NBA 2K,8.9,
17375,Strikers 1945,,
17376,Jikkyou Oshaberi Parodius,,
17377,Super Jinsei Game 2,,
17378,World Series of Poker,4.7,
17379,ARK Park,,
17380,J-League Winning Eleven 2010: Club Championship,,
17381,Johnny Bazookatone,,
17382,Reader Rabbit 2nd Grade,,
17383,TNA iMPACT: Cross the Line,,
17384,Reign of Fire,,
17385,Koihime Musou,,
17386,Singularity,7.5,
17387,Deadliest Catch: Alaskan Storm,,
17388,Kekkon Zenya,,
17389,Ms Saga: A New Dawn,,
17390,Cartoon Network Racing,,
17391,Finny the Fish & the Seven Waters,,
17392,Barnyard,5.6,
17393,The Grim Adventures Of Billy & Mandy,6.6,
17394,Next Generation of Chaos,,
17395,GrimGrimoire,7.7,
17396,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,,
17397,Capcom vs. SNK: Millennium Fight 2000 Pro,6.9,
17398,Golden Axe: The Duel,,
17399,J-League '96 Dream Stadium,,
17400,Crime Life: Gang Wars,,
17401,Tokimeki Memorial: Girls Side 1st Love,,
17402,Rugby 2005,,
17403,Rock 'N Roll Racing,,
17404,Taito Legends,,
17405,Atelier Shallie Plus: Alchemists of the Dusk Sea,,
17406,Silhouette Mirage,,
17407,Yomawari: Night Alone,,
17408,Dynasty Warriors Vol. 2,,
17409,Gaist Crusher,,
17410,Battle Chasers: Nightwar,8.5,
17411,Treasure Report: Kikai Jikake no Isan,,
17412,Growlanser VI: Precarious World,,
17413,Yu-Gi-Oh! World Championship 2007,,
17414,B-Boy,,
17415,Block Kuzushi,,
17416,LEGO Indiana Jones 2: The Adventure Continues,6.8,
17417,American Bass Challenge,6.7,
17418,American Chopper 2: Full Throttle,,
17419,Rugby 06,,
17420,Ultimate Ghosts 'n Goblins (JP sales),,
17421,Fatal Frame II: Crimson Butterfly Director's Cut,8.7,
17422,2002 FIFA World Cup,7.4,
17423,Rock Band Country Track Pack 2,,
17424,Colin McRae Rally 2005,,
17425,Venus & Braves: Majo to Megami to Horobi no Yogen,,
17426,Pillars of Eternity,,
17427,Wonder Boy: The Dragon's Trap (Remake),7.4,7.5
17428,Zoop,,
17429,Powerful Golf,,
17430,Saiyuki: Journey West,,
17431,Secret Service,,
17432,Yomawari: The Long Night Collection,,
17433,The Lord of the Rings: The Battle for Middle-Earth II,8.0,
17435,Detective Conan: Marionette Symphony,,
17436,Pirates vs Ninja Dodgeball,,
17437,Atelier Ayesha Plus: The Alchemist of Dusk,,
17438,MTX Mototrax,,
17439,Winter Sports 3: The Great Tournament,,
17440,American Chopper 2: Full Throttle,,
17441,Amnesia: Crowd,,
17442,Just Sing,,
17443,Carnival Games,,
17444,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,,
17445,Monster Hunter Frontier G,,
17446,Medabots 9: Metabee Ver. / Rokusho Ver.,,
17447,Gem Smashers,,
17448,Ribbit King,,
17449,VR Soccer '96,,
17450,Diabolik Lovers,,
17451,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,,
17452,Summoner: A Goddess Reborn,8.0,
17453,Apassionata: Die Galanacht der Pferde,,
17454,Microsoft Flight Simulator X Acceleration Expansion Pack,,
17455,Test Drive: Ferrari Legends,,
17456,Mighty No. 9,,
17457,E.X. Troopers,,
17458,Nobunaga's Ambition II,,
17459,Kiniro no Corda 2 Encore,,
17460,M&M's Adventure,,
17461,ESPN Great Outdoor Games Bass 2002,5.5,
17462,Sushi Go-Round,,
17463,Need For Speed Underground,,
17464,Soul Eater: Medusa no Inbou,,
17465,Guild Wars Trilogy,,
17466,Batman: The Enemy Within,,
17467,Monster Jam: Crush It,,
17468,The Sims,8.9,
17469,Rugby Challenge 3,,
17470,WRC 7,,
17471,Punch King,,
17472,World Championship Pool 2004,,
17473,Prison Architect,,
17474,V-Rally 3,,
17475,Kakuto Chojin,,
17476,Beyond Oasis,,
17477,Robotech: Invasion,,
17478,Jewel Quest Mysteries,,
17479,Muramasa: The Demon Blade,8.0,9.3
17480,Wii de Asobu Chibi-Robo!,,
17481,Romance of the Three Kingdoms VI: Awakening of the Dragon,,
17482,To Heart 2 DX Plus,,
17483,Moon,6.7,
17484,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,,
17485,Frogger: Ancient Shadow,,
17486,Naruto: Uzumaki Chronicles 2 (JP sales),,
17487,Code Lyoko,,
17488,Snoopy vs the Red Baron,,
17489,Pet Vet: Down Under,,
17490,Ship Simulator Extremes,,
17491,To Love-Ru Trouble Darkness: Battle Ecstasy,,
17492,Kung Fu Panda: Showdown of Legendary Legends,,
17493,Raze's Hell,,
17494,Zumba Fitness: World Party,,
17495,Magic Carpet,,
17496,Hoshigami: Ruining Blue Earth,,
17497,GunPey DS,,
17498,Cabela's African Safari,,
17499,Battleship / Connect Four / Sorry! / Trouble,,
17500,NightCaster II: Equinox,,
17501,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,,
17502,SD Gundam G Generation World,,
17503,Pony Friends,,
17504,Billy the Wizard: Rocket Broomstick Racing,,
17505,Time Crisis: Project Titan,,
17506,The Lost Treasures of Alexandria,,
17507,Crusader: No Remorse,,
17508,King's Quest: The Complete Collection,,
17509,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,,
17510,Ys: The Ark of Napishtim,6.1,
17511,Black & Bruised,,
17512,Fishing Sim World,,
17513,World Series of Poker: Tournament of Champions 2007 Edition,4.6,
17514,Centipede: Infestation,,
17515,Need for Speed Carbon,7.9,
17516,Balloon Pop,,
17517,Tom Clancy's Rainbow Six: Lockdown,,
17518,Full Spectrum Warrior: Ten Hammers,,
17519,Ashes Cricket,,
17520,World Championship Poker: Featuring Howard Lederer - All In,,
17521,SpongeBob: HeroPants,,
17522,Wing Island,,
17523,Worms Reloaded,8.5,
17524,MiniCopter: Adventure Flight,,
17525,Turok: Dinosaur Hunter,,
17526,Marvel Pinball: Epic Collection Volume 1,,
17527,Wonder World Amusement Park,,
17528,Gitaroo Man,,
17529,Taiko no Tatsujin Portable 2,,
17530,Atari Flashback Classics: Volume 3,,
17531,Super Bubble Pop,4.2,
17532,Dead or Alive Xtreme 3: Venus,,
17533,FIFA Manager 12,,
17534,Rock of the Dead,5.0,
17535,Cabela's Trophy Bucks,,
17536,Counter Force,,
17537,Owlboy,,
17538,Time Travelers,,
17539,Amnesia Later,,
17540,Yaiba: Ninja Gaiden Z,,
17541,Crazy Chicken: Atlantis Quest,,
17542,SpongeBob SquarePants: Plankton's Robotic Revenge,,
17543,Intellivision Lives!,,
17544,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,,
17545,Test Drive Le Mans,,
17547,Sesame Street: Elmo's A-to-Zoo Adventure,,
17548,Pool Party,,
17549,Monster Jam: Maximum Destruction,,
17550,Big Air Freestyle,,
17551,Hakuouki SSL: Sweet School Life,,
17552,Rimo-Cocoron,,
17553,Mike Tyson Heavyweight Boxing,,
17554,The Berenstain Bears and the Spooky Old Tree,,
17555,The Escapists 2,,
17556,FIFA Soccer 10,,
17557,Gravel,,
17558,Rapala Fishing Frenzy 2009,,
17559,Hakuoki: Warriors of the Shinsengumi,,
17560,Hiiro no Kakera DS,,
17561,Arcana Famiglia: La storia della Aracana Famiglia,,
17562,Gummy Bears Mini Golf,,
17563,Jake Hunter Detective Story: Ghost of the Dusk,,
17564,The Misadventures of Tron Bonne,,
17565,Assault Suit Leynos,,
17566,Boing! Docomodake DS,,
17567,Color Cross,,
17568,Ray Gigant,,
17569,Smash Court Tennis 3,,
17570,Professor Heinz Wolff's Gravity,,
17571,Black Jack vs. Matsudajun,,
17572,Brave Story: New Traveller (jp sales),,
17573,Assassin's Creed: Altair's Chronicles,5.7,
17574,Clever Kids: Creepy Crawlies,,
17575,March of the Penguins,,
17576,Wrath Unleashed,,
17577,River City Soccer Hooligans,,
17578,Cesar Millan's Dog Whisperer,,
17579,Garou Densetsu 3: Road to the Final Victory,,
17580,Bleach: Soul Carnival,,
17581,Winter Sports 2011,,
17582,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,,
17583,Double Dragon Advance,7.9,
17585,SNK Heroines Tag Team Frenzy,,
17586,Bubble Bobble Revolution,,
17587,The Bible Game,,
17588,Inspector Gadget: Gadget's Crazy Maze,,
17589,World Fantasista,,
17590,Hyperdimension Neptunia Re;Birth2: Sisters Generation,,
17591,Overcooked,,
17592,Yager,,
17593,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,,
17594,Ben 10 (2017),,
17595,Lips: Deutsche Partyknaller,,
17596,Puyo Puyo Tetris,,
17597,Cocoto Kart Racer,,
17598,Futurama,,
17599,My Body Coach,,
17600,Pool Hall Pro,,
17601,Nazo Waku Yakata: Oto no Ma ni Ma ni,,
17602,Choro Q 64 2: Hacha Mecha Grand Prix Race,,
17603,Fantastic Four: Rise of the Silver Surfer,,
17604,Activision Anthology,8.0,
17605,Aokana: Four Rhythm Across the Blue,,
17606,Galaxy Racers,,
17607,Lux-Pain,,
17608,Devil's Third,3.8,5.7
17609,Onrush,,
17610,Wayne Gretzky's 3D Hockey '98,,
17611,Warriors All-Stars,,
17612,Dead Cells,,
17613,God Wars: Future Past,,
17614,Trigger Man,,
17615,Kimi ni Todoke: Tsutaeru Kimochi,,
17616,Nora to Koku no Koubou: Kiri no Mori no Majo,,
17617,Bad Boys: Miami Takedown,4.3,
17618,Pro Evolution Soccer 2016,,
17619,Active Life: Magical Carnival,,
17620,Short Track Racing: Trading Paint,,
17622,Yuki Yuna is a Hero: Memory of the Forest,,
17623,Arc Rise Fantasia,6.3,
17626,Game no Kanzume Vol 1,,
17627,Shin Megami Tensei NINE,,
17628,Jonah Lomu Rugby Challenge,,
17629,Rat Attack!,,
17630,The Tale of Despereaux,,
17631,Nanda's Island,,
17632,Ford Bold Moves Street Racing,,
17633,Cheer We Go!,,
17634,Danny Phantom: Urban Jungle,,
17635,Virtua Tennis 3,,
17636,Sotsugyou II: Neo Generation,,
17637,Summon Night Craft Sword Monogatari: Hajimari no Ishi,,
17638,Dead Alliance,,
17639,Grey's Anatomy: The Video Game,,
17640,The King of Fighters 2002: Unlimited Match,,
17641,Art of Fighting Anthology,,
17642,Looney Tunes: Cartoon Conductor,,
17643,Phoenix Wright: Revived Turnabout,,
17644,Rapala Trophies,,
17645,Mana Khemia: Alchemists of Al-Revis (JP sales),6.6,
17646,The Hustle: Detroit Streets,,
17647,Tomoyo After: It's a Wonderful Life CS Edition,,
17648,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,,
17649,Guilty Gear XX Accent Core,,
17650,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,,
17651,National Geographic Panda (US sales),,
17652,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,,
17653,BlazBlue: Chrono Phantasma Extend,,
17654,Beyblade Burst: God,,
17655,Millipede / Super Breakout / Lunar Lander,,
17656,Disney's Donald Duck: Goin' Quackers,,
17657,World Trigger: Borderless Mission,,
17658,Assault Rigs,,
17659,Wolfenstein,6.5,8.0
17660,Candace Kane's Candy Factory,,
17661,Sushi Go-Round,,
17662,Company of Heroes,9.4,
17663,Yes! PreCure 5,,
17664,Deer Hunter Reloaded,,
17665,Trine 2: Director's Cut,7.8,
17666,World Championship Spelling,,
17667,Enemy Front,,
17668,Supreme Commander,8.7,
17669,Fantastic Four: Rise of the Silver Surfer,,
17670,Operation Flashpoint: Elite,,
17671,That's You!,,
