Rank,Name,Critic_Score,User_Score
1582,Forza Horizon 3,9.0,
1589,Missile Command,,
1593,Planet Coaster,,
1599,Warcraft III: The Frozen Throne,9.2,
1600,Rise of the Tomb Raider,,
1602,Paper Mario: Sticker Star,,
1603,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,9.8,
1604,NBA 2K15,,
1605,Game Party,2.6,
1606,Mortal Kombat: Deadly Alliance,8.2,
1607,Dungeon Defenders,8.3,
1609,Mario Party 2,,
1610,Saints Row: The Third,8.3,
1611,Tomb Raider: The Last Revelation,,
1612,Assassin's Creed Origins,,
1613,Pure,8.3,
1614,Rock Band,9.1,
1615,Minecraft,,
1616,Battlefield 1942,9.0,
1617,WarioWare Touched!,7.8,
1618,Batman: Arkham City,9.0,
1619,Madden NFL 16,8.4,
1620,Mario Party 4,7.0,
1621,Dying Light,,
1623,LEGO Harry Potter: Years 1-4,7.9,
1624,uDraw Studio,,
1626,Madden NFL 17,8.1,
1627,Twisted Metal 2,8.7,
1628,The Sims: Bustin' Out,,
1629,Dragon Ball FighterZ,9.0,
1632,Need for Speed Carbon: Own the City,7.4,
1633,Ice Hockey,,
1634,Sonic Adventure,8.9,
1635,Tom Clancy's Rainbow Six: Vegas 2,8.2,
1636,God of War Collection,9.2,
1637,Kinect: Disneyland Adventures,8.5,
1638,Pro Evolution Soccer 2011,6.0,
1639,ATV Offroad Fury,8.4,
1640,Pokémon Colosseum,7.0,
1641,NBA 2K16,8.3,
1642,Halo: Combat Evolved Anniversary,8.0,
1643,Need for Speed: ProStreet,,
1644,Tetris Plus,,
1645,Forza Motorsport 5,,
1646,Midnight Club: Los Angeles,8.0,
1647,Command & Conquer: Tiberian Sun,,
1649,Dino Crisis,8.9,
1650,Final Fantasy V,7.5,
1651,Monster Hunter Freedom 2,7.6,
1656,Pro Wrestling,,
1659,Theme Hospital,5.5,
1660,Madden NFL 11,8.4,
1661,Batman: Arkham Origins,,
1662,Frogger's Adventures: Temple of the Frog,6.7,
1663,Zumba Fitness,,
1664,Mario & Sonic at the London 2012 Olympic Games,6.8,
1665,Monopoly,,
1666,Mortal Kombat II (US & Others sales),,
1667,Dead Island,7.0,
1668,WCW/nWo Revenge,,
1669,Madden NFL 08,8.7,
1670,The Incredibles,5.9,
1671,Tony Hawk's Underground 2,,
1672,Fire Emblem: Awakening,9.0,
1673,The Legend of Zelda: The Wind Waker,9.3,
1674,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,,
1675,Madden NFL 10,8.5,
1676,Sonic's Ultimate Genesis Collection,8.1,
1677,Sleeping Dogs,8.5,
1678,Kirby's Dream Land 2,,
1679,Pokémon Mystery Dungeon: Red Rescue Team,,
1680,Destiny 2,,
1681,Captain Toad: Treasure Tracker,8.1,
1682,Donkey Kong Land 2,,
1683,Dragon Quest Monsters,,
1684,Pokémon Ranger: Shadows of Almia,6.7,
1685,WarioWare: Smooth Moves,8.2,
1686,LEGO Indiana Jones: The Original Adventures,7.8,
1687,Lego Marvel Super Heroes,,
1688,WWE SmackDown vs Raw 2008,,
1689,Dragon Age: Inquisition,8.6,
1690,Kinect Sports: Season Two,6.6,
1691,Madden NFL 25,7.8,
1692,Art Academy,6.8,
1694,My Fitness Coach,7.1,
1695,Assassin's Creed IV: Black Flag,8.3,
1696,Mario Super Sluggers,6.7,
1697,Mario Tennis,8.8,
1698,Grand Theft Auto,6.0,
1699,James Bond 007: Everything or Nothing,,
1700,Mafia II,7.6,
1701,Need for Speed: High Stakes,,
1702,Mario Paint,,
1703,The Sims 3,8.0,
1704,Cool Boarders 3,,
1705,LEGO Star Wars: The Complete Saga,8.0,
1707,Chrono Trigger,8.8,
1708,Daxter,8.6,
1710,Final Fantasy III,7.4,
1712,Resident Evil 4,9.6,9.3
1714,LEGO Harry Potter: Years 1-4,8.0,
1715,Dead Island,6.7,
1716,Tomb Raider II,8.2,
1718,Need for Speed Underground 2,8.0,
1719,Pro Evolution Soccer 2010,7.0,
1721,Mario Bros.,,
1723,FIFA Soccer 09,,
1724,Star Wars Battlefront II (US sales),,
1726,Animal Crossing,8.3,
1727,Classic NES Series: Super Mario Bros.,8.3,
1728,Kirby Squeak Squad,7.3,
1729,Mario Party 10,6.3,
1730,Madden NFL 12,7.8,
1731,Borderlands 2,,
1733,No Man's Sky,6.8,
1734,Cool Boarders 2,,
1735,Battlefield 2,9.0,
1736,Dynasty Warriors 4,,
1737,Guitar Hero III: Legends of Rock,8.2,8.0
1738,Just Dance Kids,,
1739,Madden NFL 15,,
1740,Call of Duty 3,6.8,7.3
1741,Batman: Arkham Asylum,9.3,
1742,Sonic Advance,,
1743,Super Mario All-Stars: Limited Edition,7.2,
1744,Taiko no Tatsujin: Drum 'n' Fun!,7.5,
1745,Spyro: Season of Ice,,
1746,Air Combat,7.0,
1747,Teenage Mutant Ninja Turtles II: The Arcade Game,,
1748,Dance Dance Revolution X2,,
1749,Battlefield V,,
1750,Prince of Persia: The Sands of Time,9.0,9.1
1751,FIFA 19,,
1752,Star Wars: The Force Unleashed,6.8,
1753,The Legend of Zelda: Link's Awakening DX,9.4,
1754,NBA 2K14,,
1756,Madden NFL 19,,
1757,Yokai Watch 3: Sushi / Tempura / Sukiyaki,,
1758,Guitar Hero II,9.2,
1759,LEGO Indiana Jones: The Original Adventures,,
1760,Need for Speed: Hot Pursuit,8.8,
1761,Rock Band 2,9.2,
1768,Neverwinter Nights,8.7,
1769,R.B.I. Baseball,,
1773,Wario Land 3,,
1774,Wario Land 4,,
1776,BioShock 2,8.6,
1777,High School Musical: Makin' the Cut!,7.3,
1778,Final Fantasy XIII,8.1,
1779,Skylanders SWAP Force,,
1780,FIFA 15,7.9,
1781,Star Wars: Knights of the Old Republic,9.4,10.0
1782,Donkey Kong Country,9.1,
1783,Kirby's Pinball Land,,
1784,Pro Evolution Soccer 2012,7.5,
1785,Need for Speed: Payback,5.8,
1787,Yu-Gi-Oh: Duel Monsters 4,,
1788,ATV Offroad Fury 2,8.7,
1789,Destiny: The Taken King,,
1790,Spyro Reignited Trilogy,,
1791,Mario Party 5,5.9,
1792,Star Wars: Rogue Squadron,9.0,
1793,Tennis,,
1794,Ratchet: Deadlocked,,
1795,PlayerUnknown's Battlegrounds,,
1796,Need for Speed Rivals,,
1797,PlayStation VR Worlds,,
1798,Devil May Cry,9.1,9.3
1799,The Sims: House Party,,
1800,Your Shape featuring Jenny McCarthy,6.0,
1801,Syphon Filter 2,,
1802,Battlefield: Hardline,,
1804,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,,
1805,Mario & Luigi: Superstar Saga,8.8,
1806,Volleyball,,
1808,Mahjong,,
1809,Mario & Sonic at the Olympic Games,7.2,
1810,R.C. Pro-Am,,
1811,SimCity 2000,8.0,
1812,Super Mario RPG: Legend of the Seven Stars,,
1813,Call of Duty: Roads to Victory,6.1,
1814,Demon Attack,,
1815,Dance Dance Revolution Extreme,,
1817,Naruto to Boruto: Shinobi Striker,8.5,
1818,NBA 2K12,9.0,
1819,Borderlands,8.2,
1820,Mortal Kombat (2011),8.6,
1821,Golf,,
1822,NBA 2K11,8.8,
1824,Tony Hawk's Pro Skater,9.3,
1825,PES 2009: Pro Evolution Soccer,7.7,
1826,Need for Speed: Hot Pursuit 2,8.7,
1827,Scooby-Doo! Night of 100 Frights,,
1829,Killzone: Shadow Fall,9.0,
1830,Kirby: Nightmare in Dream Land,8.1,
1832,Onimusha 2: Samurai's Destiny,8.5,
1833,Battlefield 4,,
1834,Need for Speed: Most Wanted 5-1-0,7.4,
1835,Just Dance 2015,,
1836,Finding Nemo,,
1837,Madden NFL 15,,
1838,Grand Theft Auto: Episodes from Liberty City,9.0,
1839,Total War: WARHAMMER,,
1840,Tetris Worlds,,
1842,Sim Theme Park,8.1,
1843,Rock Band,8.2,
1844,Portal 2,9.6,
1845,Mario Party 7,6.0,
1847,Wipeout: The Game,,
1848,Metal Gear Solid: Peace Walker,8.6,
1849,Spec Ops: Airborne Commando,,
1850,Dance Dance Revolution: Hottest Party,,
1851,The Sims 2: Pets,4.8,
1852,Rise of the Tomb Raider,,
1853,UFC 2009 Undisputed,8.4,
1854,Dragon Ball: Xenoverse 2,,
1855,Professor Layton and the Last Specter,8.4,
1856,The Incredibles,5.4,
1857,Yoshi's New Island,,
1858,Call of Duty 2,8.8,9.1
1859,Hitman: Absolution,,
1860,Toy Story 3: The Video Game,,
1861,R4: Ridge Racer Type 4,9.1,
1862,Tom Clancy's Splinter Cell: Conviction,8.6,
1863,Need for Speed: Undercover,5.9,
1864,Need for Speed: ProStreet,7.1,
1865,The Elder Scrolls Online: Tamriel Unlimited,,
1866,Mortal Kombat vs DC Universe,7.6,
1867,NBA Jam,,
1868,Famista '89 - Kaimaku Han!!,,
1869,Dark Souls,9.0,
1870,Middle-Earth: Shadow of War,,
1871,SOCOM: U.S. Navy SEALs: Combined Assault,,
1872,Need for Speed: ProStreet,7.2,
1873,Madden NFL 25,7.5,
1874,Carnival Games,,
1875,Peter Jackson's King Kong: The Official Game of the Movie,,
1876,Dead or Alive 3,8.3,
1877,LEGO City Undercover: The Chase Begins,6.2,
1878,PGR4 - Project Gotham Racing 4,8.6,
1879,Dance Central 2,8.6,
1880,Dragon Quest XI: Echoes of an Elusive Age,9.5,
1881,NBA 2K17,8.8,
1882,Skate 3,,
1883,1080°: TenEighty Snowboarding,9.1,
1884,Mario Hoops 3 on 3,7.1,
1885,Serious Sam 3: BFE,7.0,
1886,Rayman Raving Rabbids: TV Party,7.1,
1887,NBA Live 2004,,
1888,The Sims 3,8.1,
1889,Donkey Kong Country: Tropical Freeze,8.8,9.1
1890,Onimusha: Warlords,8.7,7.3
1891,Just Dance 3,5.5,
1892,Rocket League,8.7,
1893,NBA 2K18,7.7,
1894,Call of Duty: Black Ops 3,,
1895,Need for Speed: The Run,6.3,
1898,Dead Space,8.9,
1900,Age of Empires II: The Age of Kings,9.3,
1901,Age of Empires III,8.3,
1906,Beyond: Two Souls,,
1912,Command & Conquer: Red Alert,9.3,
1918,Deca Sports,5.3,
1921,Diablo II: Lord of Destruction,,
1923,Disney Epic Mickey,7.0,
1926,Dragon Ball Z: Budokai Tenkaichi,,
1927,Dragon Quest Monsters: Joker 2,8.1,
1928,Dragon Warrior,,
1940,inFAMOUS,8.7,9.1
1941,Killzone,6.8,
1945,Mario + Rabbids: Kingdom Battle,8.3,
1953,Operation Flashpoint: Cold War Crisis,,
1959,Resident Evil 4,9.2,9.7
1962,S.T.A.L.K.E.R.: Shadow of Chernobyl,8.0,
1964,Saints Row,8.0,
1967,Silent Hill,8.9,
1968,SimCity (2013),,
1971,Space Invaders,,
1974,Star Wars: The Old Republic,8.4,
1976,Super Street Fighter II,,
1982,The 7th Guest,,
1998,WWE SmackDown! Here Comes the Pain,,
2000,Your Shape: Fitness Evolved,7.0,
2001,Yu-Gi-Oh! Forbidden Memories,7.0,
2002,TouchMaster,6.9,
2003,Mortal Kombat vs DC Universe,7.6,
2004,Tenchu: Stealth Assassins,8.8,
2006,Tennis,,
2007,Harry Potter and the Chamber of Secrets,7.2,
2008,Just Cause 3,7.5,
2009,Harry Potter and the Chamber of Secrets,,
2010,Mario Sports Mix,6.0,
2011,SimCity,,
2012,BioShock Infinite,,
2013,Spyro: Enter the Dragonfly,,
2014,Resident Evil 6,,
2015,Stellaris,,
2016,E.T.: The Extra Terrestrial,,
2017,Dishonored 2,,
2018,Hot Shots Golf: Open Tee,8.4,
2019,Inazuma Eleven 2: Blizzard / Firestorm,,
2020,Rad Racer,,
2021,Soccer,,
2022,Lego Marvel Super Heroes,,
2023,Tom Clancy's Rainbow Six: Vegas,8.8,
2024,Crash Nitro Kart,,
2025,Grand Theft Auto: San Andreas,9.2,
2026,Pokémon Battle Revolution,5.2,
2027,Star Wars: Dark Forces,,
2028,Call of Duty: Black Ops 3,,
2029,Burnout Paradise,9.0,
2030,NBA Street Vol. 2,,
2031,Forza Horizon,,
2032,Destiny,,
2033,Def Jam Vendetta,,
2034,Alleyway,,
2036,Scooby Doo and the Cyber Chase,,
2037,FIFA Soccer 09,8.7,
2038,Call of Duty: World at War,8.1,8.9
2039,Jet Moto 2,,
2040,Tom Clancy's Ghost Recon,,
2042,X-Men Legends,8.6,
2043,Kirby's Return to Dreamland,7.6,
2044,Mortal Kombat II,,
2045,Virtua Fighter 2,,
2046,The Legend of Zelda: Oracle of Ages,9.4,
2047,Guitar Hero: World Tour,8.5,
2048,Red Faction,9.1,
2049,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,,
2050,The Sims: Makin' Magic,,
2051,MX Unleashed,,
2052,Star Wars Battlefront II (2017),,
2053,Need for Speed: Shift,8.2,
2055,Lego Marvel Super Heroes,,
2056,Mario Party 3,7.0,
2057,Paper Mario: The Thousand-Year Door,9.0,
2058,Madden NFL 18,8.8,
2059,Star Wars Rogue Leader: Rogue Squadron II,9.2,
2060,Tomb Raider (2013),8.5,
2061,Dark Souls III,,
2062,Dissidia: Final Fantasy,8.1,10.0
2063,Dragon Quest Monsters: Joker,7.6,
2066,Monster Hunter Tri,8.1,10.0
2069,Octopath Traveler,8.1,
2070,Parasite Eve,7.9,
2074,Batman: Arkham Origins,,
2076,Ratchet & Clank: All 4 One,7.5,
2077,Dark Souls: Remastered,,
2078,Monopoly,,
2079,Minecraft,9.2,
2080,Madden NFL 09,8.6,
2081,Toy Story Mania!,,
2082,Game Party 2,,
2083,Tetris DX,,
2085,Mortal Kombat: Deception,7.4,
2086,Hot Shots Golf 2,,
2087,Medal of Honor: European Assault (All Region sales),,
2088,WCW Nitro,,
2090,High School Musical: Sing It!,,
2091,FIFA 2000,8.8,
2092,inFAMOUS 2,8.1,
2093,Star Wars: The Force Unleashed,6.8,7.4
2094,The Legend of Zelda: Oracle of Seasons,9.3,
2096,Madden NFL 06,,
2097,Shrek 2,6.9,
2098,Sonic Classic Collection,7.5,
2099,The Legend of Dragoon,7.8,6.5
2101,The Evil Within,7.7,
2102,SingStar,8.0,
2103,Max Payne 3,,
2104,NBA Live 2002,,
2106,Jak 3,,
2108,Batman: Arkham Origins,,
2109,Kirby's Epic Yarn,8.7,
2110,Pinball,,
2112,Phineas and Ferb,,
2113,Ratchet & Clank Future: A Crack in Time,8.7,9.0
2114,Gran Turismo Concept 2001 Tokyo,,
2115,Forza Horizon 4,9.2,
2116,NCAA Football 06,,
2117,Rayman Raving Rabbids 2,6.6,
2118,Watch Dogs,,
2119,2 Games in 1: Sonic Advance & ChuChu Rocket!,,
2120,Jet Moto,,
2121,"Hey You, Pikachu!",,
2122,Secret of Mana,9.1,
2123,Sonic Mega Collection Plus,,
2124,The Elder Scrolls V: Skyrim Special Edition,8.1,
2126,Dragon Quest XI,,
2127,Donkey Kong Country,7.5,
2128,Dragon Ball: Xenoverse 2,8.0,
2129,Sonic & Knuckles,,
2130,Star Fox Adventures,8.1,
2131,Wolfenstein: The New Order,,
2132,BioShock Infinite,9.5,
2133,Namco Museum,,
2134,The Sims: Hot Date,,
2135,The Orange Box,9.7,
2136,DDRMAX2: Dance Dance Revolution,,
2137,Crazy Taxi,9.3,
2138,NBA 2K11,,
2139,Sly 2: Band of Thieves,,
2140,Alan Wake,,
2141,Guitar Hero: World Tour,,
2142,Ace Combat 5: The Unsung War,9.2,
2143,Sonic Advance 2,,
2144,Dead Rising,8.4,
2145,Dragon Quest V: Tenkuu no Hanayome,,
2146,EA Sports Active,8.3,
2148,Guitar Hero,8.0,
2149,Kingdom Hearts HD I.5 + II.5 ReMIX,,
2150,Monster Hunter Double Cross,,
2151,Namco Museum DS,,
2152,Sonic Colors,7.7,
2156,NFL GameDay 2000,,
2157,Resistance 3,8.3,
2158,Dark Souls II: Scholar of the First Sin,,
2160,New Play Control! Mario Power Tennis,6.6,
2161,Samurai Warriors,,
2162,The Lion King,,
2163,Wii Party U,6.6,
2164,LEGO Star Wars III: The Clone Wars,7.5,
2165,The Crew,,
2166,Midnight Club II,,
2167,SpongeBob SquarePants: SuperSponge,,
2168,The Getaway: Black Monday,,
2169,Far Cry 5,7.2,
2170,Mad Max (2013),,
2171,50 Cent: Bulletproof,,
2172,Dynasty Warriors 3,,
2174,Kirby 64: The Crystal Shards,7.9,
2176,UFC 2009 Undisputed,8.4,
2177,Dragon's Dogma,,
2178,High School Musical: Sing It!,6.4,
2179,Ori and the Blind Forest: Definitive Edition,,
2180,WWF Attitude,,
2181,The SpongeBob SquarePants Movie,6.6,
2183,Kid Icarus,,
2184,Sonic the Hedgehog 3,,
2185,The Legend of Zelda: The Minish Cap,8.9,
2186,Def Jam: Fight for NY,,
2187,Tom Clancy's Ghost Recon,,
2188,State of Emergency,8.0,
2189,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,,
2190,The Urbz: Sims in the City,,
2191,Star Wars: Starfighter,,
2192,Madden NFL 2000,,
2193,Just Cause 2,8.3,
2194,Star Wars Battlefront,,
2195,Pro Evolution Soccer,,
2196,Metal Gear Solid V: The Phantom Pain,,
2198,Disney's Aladdin,,
2199,Kirby's Adventure,,
2200,Yoshi,,
2201,For Honor,,
2202,FIFA Soccer 08,8.5,
2203,Dance Dance Revolution X,,
2204,2 Games in 1: Disney Princess & The Lion King,,
2205,Mortal Kombat X,,
2206,Star Wars Episode I: The Phantom Menace,,
2207,Max Payne 3,9.0,
2208,NBA 2K15,,
2209,NBA 2K19,,
2211,Shadow of the Tomb Raider,,
2212,SSX Tricky,9.2,
2213,Twisted Metal III,4.4,
2214,Harry Potter and the Sorcerer's Stone,,
2215,Mario & Luigi: Partners in Time,8.8,
2217,Crash Bandicoot: The Huge Adventure,8.3,
2218,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,9.7,
2219,Dishonored,,
2220,Call of Duty: World at War Final Fronts,6.8,
2221,Cruis'n USA,,
2222,Metroid II: Return of Samus,7.3,
2223,Hot Shots Golf Fore!,,
2224,Titanfall 2,8.9,
2225,Game Party 3,,
2226,Madden NFL 2005,,
2227,Deal or No Deal,,
2228,Injustice 2,,
2229,The Beatles: Rock Band,9.0,
2230,Toy Story 2: Buzz Lightyear to the Rescue!,,
2231,Imagine: Teacher,,
2232,Call of Duty: Modern Warfare 3,8.0,
2233,Need for Speed Underground,,
2234,Tetris Worlds,,
2235,Call of Duty Black Ops: Declassified,3.2,
2236,Portal 2,9.6,
2237,FIFA Soccer 10,,
2238,Hitman: Absolution,,
2240,Chrono Cross,9.7,9.8
2242,Devil May Cry 2,6.5,
2243,Dragon Quest V: Hand of the Heavenly Bride,8.6,
2244,Dragon Quest VI: Realms of Revelation,7.6,
2245,Dungeon Siege,,
2246,Dynasty Warriors 5,,
2247,Final Fantasy II,10.0,
2248,Final Fantasy Tactics Advance,,
2252,Kingdom Hearts 358/2 Days,7.5,
2253,Kingdom Hearts: Birth by Sleep,7.9,
2254,Lost Planet: Extreme Condition,7.6,
2257,Super Princess Peach,7.8,
2258,Super Puyo Puyo,,
2259,Tekken 6,7.8,
2260,The Legend of Zelda: Breath of the Wild,10.0,10.0
2264,NCAA Football 07,8.9,
2266,Ben 10: Protector of Earth,,
2267,Cabela's Big Game Hunter 2010,5.5,
2268,SOCOM 3: U.S. Navy SEALs,,
2269,Saints Row IV,,
2270,Jampack Winter '99,,
2271,Cooking Mama 3: Shop & Chop,,
2272,Tomodachi Collection: New Life,,
2273,Need for Speed: Undercover,6.3,
2275,WCW vs. nWo: World Tour,,
2276,Harry Potter and the Sorcerer's Stone,6.6,
2277,Dragon Ball Z: The Legacy of Goku,6.5,
2278,The Sims 3: Late Night Expansion Pack,7.5,
2279,LEGO Batman 2: DC Super Heroes,,
2280,Far Cry 4,8.5,
2281,Saints Row 2,7.9,
2282,World Championship Poker: Featuring Howard Lederer - All In,,
2283,Star Wars Battlefront: Renegade Squadron,7.5,
2284,Time Crisis,8.5,
2285,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,,
2286,Virtua Fighter 4,9.3,
2287,Planetary Annihilation,,
2288,The Sims: Superstar,,
2290,SSX 3,,
2291,Madden NFL 2001,,
2292,Dragon Age: Origins,8.7,
2293,Star Wars Battlefront II,,
2294,Disney's DuckTales,,
2295,"Monsters, Inc.",,
2296,Pokémon Super Mystery Dungeon,7.7,
2297,Tony Hawk's Pro Skater 3,,
2298,PGR: Project Gotham Racing 2,8.9,
2299,Destiny,,
2300,Fight Night Round 3,,
2301,Spy Hunter,,
2302,NCAA Football 2004,8.1,
2303,SpongeBob SquarePants: Battle for Bikini Bottom,5.8,
2304,Disney Infinity,,
2305,Shaun White Snowboarding: Road Trip,7.8,
2306,SSX,,
2307,NBA Ballers,,
2308,NBA Live 2003,,
2309,NBA 2K15,,
2310,Ms. Pac-Man,,
2311,Star Wars The Clone Wars: Lightsaber Duels,,
2312,Dragon Ball Z: Budokai Tenkaichi 2,,
2313,Golden Sun,9.1,
2316,Street Fighter II': Special Champion Edition,,
2317,Super Scope 6,,
2318,MySims,7.1,
2319,Need for Speed Carbon,7.9,
2320,Plants vs. Zombies,9.0,
2321,Watch Dogs,,
2322,Persona 5,,
2323,Army of Two,6.7,
2324,Dig Dug,,
2326,Ghosts 'n Goblins,,
2327,Kirby: Planet Robobot,7.7,
2328,Sonic Mega Collection,7.5,
2329,Tom Clancy's Rainbow Six,,
2330,Wii Play: Motion,5.2,
2331,Tiger Woods PGA Tour 2003,,
2332,NBA Live 06 (All region sales),,
2333,Prince of Persia: Warrior Within,,
2334,ESPN NFL 2K5,,
2335,Mario Party 6,7.2,
2336,Max Payne 3,,
2337,Tiger Woods PGA Tour 2004,,
2338,Ape Escape,9.3,
2339,NCAA Football 2005,,
2340,Kinectimals,7.5,
2342,Uncharted: Golden Abyss,7.9,
2343,Tony Hawk's American Wasteland (Old all region sales),,
2344,Call of Duty: Black Ops,8.5,
2345,The Order: 1886,6.2,
2346,Rock Band,9.1,
2348,Sled Storm,,
2349,NFL Street 2,,
2350,Baseball,,
2352,Yu-Gi-Oh! Duel Monsters,,
2353,Buzz! The Music Quiz,,
2354,SpongeBob's Atlantis SquarePantis,,
2355,Tom Clancy's Ghost Recon Wildlands,7.7,
2356,Wolfenstein: The New Order,,
2357,Rage,7.9,
2358,Madden NFL 15,,
2359,Midnight Club 3: DUB Edition (America/Others Sales),,
2361,Dragon Quest IV: Chapters of the Chosen,8.1,8.0
2362,Dragon Quest Monsters 2: Cobi's Journey,,
2363,Dragon Quest VII: Fragments of the Forgotten Past,,
2365,F-1 World Grand Prix,,
2366,Jak II,,
2367,Kingdom Hearts HD I.5 ReMIX,,
2368,Kingdom Hearts: Chain of Memories,7.4,
2371,Metroid Fusion,9.0,
2372,Pikmin,8.1,
2373,Resident Evil 4,9.6,
2375,Sonic Adventure DX: Director's Cut,5.4,
2376,Sonic Unleashed,6.7,8.2
2377,Super Mario Strikers,8.0,
2379,River Raid,,
2380,Just Cause 2,8.0,
2381,L.A. Noire: The Complete Edition,,
2382,ESPN NBA 2K5,,
2383,Sonic Generations,7.3,
2384,LEGO Harry Potter: Years 1-4,7.9,
2385,Far Cry 2,8.5,
2386,Soul Blade,8.6,
2387,Diddy Kong Racing DS,5.1,
2388,Mario Bros.,,
2389,Pro Evolution Soccer 2008,7.1,
2390,FIFA 16,9.0,
2391,NASCAR 2000,,
2392,Dance Dance Revolution: Hottest Party 2,,
2394,Mario Tennis Open,6.6,
2395,Jampack Summer 2K,,
2396,Devil May Cry 4,8.2,8.2
2397,Spyro 2: Season of Flame,,
2398,Batman: Arkham Knight,,
2399,LEGO Pirates of the Caribbean: The Video Game,7.5,
2400,Pro Evolution Soccer 2010,7.2,
2401,NCAA Football 2002,,
2402,Guitar Hero: On Tour Decades,,
2403,Yoshi's Woolly World,7.4,6.0
2404,Moshi Monsters: Moshling Zoo,,
2405,Conflict: Desert Storm,,
2406,High School Musical 3: Senior Year,,
2407,Carnival Games: Mini Golf,,
2408,Smuggler's Run,,
2409,Fight Night Round 3,,
2411,Mortal Kombat,8.4,
2412,Donkey Kong Classics,,
2413,Dragon Ball FighterZ,,
2415,Hannah Montana: Music Jam,,
2416,Twisted Metal,7.0,
2417,BioShock 2,8.5,
2418,MySims Kingdom,,
2419,Mafia II,7.2,
2420,Stuntman,,
2421,Tom Clancy's Rainbow Six 3,,
2422,BioShock 2,8.5,
2423,Dishonored,,
2424,Guitar Hero 5,8.9,
2425,007: The World is Not Enough,7.4,
2426,Practise English!,,
2427,Spider-Man 2: Enter: Electro,,
2428,Battlefield V,,
2429,Need for Speed: Most Wanted (2012),8.5,
2430,Go Vacation,7.0,
2431,NBA 2K14,,
2432,Dark Cloud,8.2,
2434,Sonic the Hedgehog (2006),4.8,4.8
2435,SoulCalibur IV,8.3,
2436,MVP Baseball 2005,,
2437,Die Hard Trilogy,8.5,
2438,Hitman,,
2439,Mortal Kombat 3,,
2440,Pokémon Ranger: Guardian Signs,6.5,
2442,Yoshi's Cookie,,
2443,NFL GameDay 99,,
2444,Disney Infinity,,
2446,Star Wars Knights of the Old Republic II: The Sith Lords,,
2447,Tiger Woods 99 PGA Tour Golf,,
2448,Knockout Kings,,
2449,The Simpsons Skateboarding,,
2450,Disney Fairies: Tinker Bell,,
2451,Fight Night Round 4,8.6,
2452,Pro Evolution Soccer 2013,,
2453,NASCAR 98,,
2454,F1 Race,,
2455,Mario vs. Donkey Kong 2: March of the Minis,7.7,
2456,Onimusha 3: Demon Siege,,
2457,Xevious,,
2458,NASCAR 99,,
2459,Forza Motorsport 7,8.9,
2460,NBA Live 2000,,
2461,Super Monkey Ball 2,,
2462,Sonic Rivals 2,6.4,
2463,Dead Space 2,9.1,
2464,MySims Kingdom,,
2465,Pac-Man World 2,,
2467,Call of Duty: Black Ops II,,
2468,Call of Duty: Modern Warfare: Reflex Edition,7.2,8.9
2469,Tomb Raider: Definitive Edition,,
2470,Call of Duty 3,7.7,
2471,Star Wars: The Force Unleashed II,6.3,
2473,Mega Man 2,,
2474,Simpsons Wrestling,,
2475,The Simpsons Game,,
2476,NBA Live 98,,
2477,The Simpsons Game,,
2478,Madden NFL 19,,
2479,Monopoly,,
2480,SoulCalibur II,9.2,
2481,Tokyo Xtreme Racer Zero,,
2482,Metal Gear Rising: Revengeance,9.0,
2483,NFL Blitz,9.1,
2484,Red Faction II,8.6,
2485,Rayman Legends,,
2486,Madden NFL 2001,,
2487,American McGee's Alice,,
2490,ARK: Survival Evolved,,
2494,Bully,,
2497,Counter-Strike,,
2498,Crackdown,8.4,7.0
2499,Crysis: Warhead,8.4,
2503,Dirge of Cerberus: Final Fantasy VII,5.7,
2508,Heavenly Sword,8.0,
2511,Ice Climber,,
2519,Naruto Shippuden: Ultimate Ninja Storm 4,,
2523,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,,
2524,Persona 4 Golden,,
2529,Puzzle & Dragons,,
2530,Puzzle & Dragons Z + Super Mario Bros. Edition,7.8,
2534,Rugrats: Search For Reptar,,
2538,Sonic CD,,
2539,Sonic Colors,8.2,8.1
2540,SoulCalibur II,9.1,
2542,Stronghold,,
2548,Turok 2: Seeds of Evil,9.0,
2549,Turok: Dinosaur Hunter,8.9,
2551,Warhammer Online: Age of Reckoning,,
2554,WWF No Mercy,9.1,
2555,Rock Band 2,8.9,
2556,Football Manager 2012,8.5,
2557,Pac-Man World,,
2558,Mass Effect: Andromeda,,
2559,Mafia II,7.0,
2560,Dead Rising 2,8.2,
2561,Medal of Honor: Frontline,,
2562,Metro: Last Light,,
2563,Madden NFL 15,,
2564,Madden NFL 09,,
2565,Banjo-Tooie,9.3,
2566,Pokémon Mystery Dungeon: Explorers of Sky,5.7,
2567,Romancing SaGa 2,,
2568,Buzz! The BIG Quiz,,
